entry_date,day_of_week,status,skip_reason,expiry_date,expiry_type,spot_entry_timestamp,spot_entry_open,atm_strike,lot_size,lots,quantity,ce_contract_file,ce_entry_open,ce_stop_price,ce_exit_timestamp,ce_exit_price,ce_exit_reason,ce_points_pnl,ce_gross_pnl,pe_contract_file,pe_entry_open,pe_stop_price,pe_exit_timestamp,pe_exit_price,pe_exit_reason,pe_points_pnl,pe_gross_pnl,gross_pnl,brokerage,net_pnl,remarks
2019-07-05,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-05T09:20:00+05:30,11973.5,11950,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-05T09:20:00+05:30 candle in: NIFTY_11950_CE_30_JAN_20.csv, NIFTY_11950_PE_30_JAN_20.csv"
2019-07-08,Monday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-08T09:20:00+05:30,11697.8,11700,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-08T09:20:00+05:30 candle in: NIFTY_11700_CE_30_JAN_20.csv, NIFTY_11700_PE_30_JAN_20.csv"
2019-07-09,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-09T09:20:00+05:30,11498.4,11500,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-09T09:20:00+05:30 candle in: NIFTY_11500_CE_30_JAN_20.csv, NIFTY_11500_PE_30_JAN_20.csv"
2019-07-10,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-10T09:20:00+05:30,11574.5,11550,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-10T09:20:00+05:30 candle in: NIFTY_11550_CE_30_JAN_20.csv, NIFTY_11550_PE_30_JAN_20.csv"
2019-07-11,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-11T09:20:00+05:30,11546.3,11550,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-11T09:20:00+05:30 candle in: NIFTY_11550_CE_30_JAN_20.csv, NIFTY_11550_PE_30_JAN_20.csv"
2019-07-12,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-12T09:20:00+05:30,11583.3,11600,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-12T09:20:00+05:30 candle in: NIFTY_11600_CE_30_JAN_20.csv, NIFTY_11600_PE_30_JAN_20.csv"
2019-07-15,Monday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-15T09:20:00+05:30,11594.4,11600,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-15T09:20:00+05:30 candle in: NIFTY_11600_CE_30_JAN_20.csv, NIFTY_11600_PE_30_JAN_20.csv"
2019-07-16,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-16T09:20:00+05:30,11584.4,11600,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-16T09:20:00+05:30 candle in: NIFTY_11600_CE_30_JAN_20.csv, NIFTY_11600_PE_30_JAN_20.csv"
2019-07-17,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-17T09:20:00+05:30,11675.0,11700,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-17T09:20:00+05:30 candle in: NIFTY_11700_CE_30_JAN_20.csv, NIFTY_11700_PE_30_JAN_20.csv"
2019-07-18,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-18T09:20:00+05:30,11670.3,11650,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-18T09:20:00+05:30 candle in: NIFTY_11650_CE_30_JAN_20.csv, NIFTY_11650_PE_30_JAN_20.csv"
2019-07-19,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-19T09:20:00+05:30,11633.1,11650,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-19T09:20:00+05:30 candle in: NIFTY_11650_CE_30_JAN_20.csv, NIFTY_11650_PE_30_JAN_20.csv"
2019-07-22,Monday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-22T09:20:00+05:30,11355.3,11350,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-22T09:20:00+05:30 candle in: NIFTY_11350_CE_30_JAN_20.csv, NIFTY_11350_PE_30_JAN_20.csv"
2019-07-23,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-23T09:20:00+05:30,11342.1,11350,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-23T09:20:00+05:30 candle in: NIFTY_11350_CE_30_JAN_20.csv, NIFTY_11350_PE_30_JAN_20.csv"
2019-07-24,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-24T09:20:00+05:30,11350.3,11350,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-24T09:20:00+05:30 candle in: NIFTY_11350_CE_30_JAN_20.csv, NIFTY_11350_PE_30_JAN_20.csv"
2019-07-25,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-25T09:20:00+05:30,11304.2,11300,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-25T09:20:00+05:30 candle in: NIFTY_11300_CE_30_JAN_20.csv, NIFTY_11300_PE_30_JAN_20.csv"
2019-07-26,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-26T09:20:00+05:30,11219.5,11200,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-26T09:20:00+05:30 candle in: NIFTY_11200_CE_30_JAN_20.csv, NIFTY_11200_PE_30_JAN_20.csv"
2019-07-29,Monday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-29T09:20:00+05:30,11273.0,11250,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-29T09:20:00+05:30 candle in: NIFTY_11250_CE_30_JAN_20.csv, NIFTY_11250_PE_30_JAN_20.csv"
2019-07-30,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-30T09:20:00+05:30,11233.0,11250,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-30T09:20:00+05:30 candle in: NIFTY_11250_CE_30_JAN_20.csv, NIFTY_11250_PE_30_JAN_20.csv"
2019-07-31,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-07-31T09:20:00+05:30,11043.0,11050,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-07-31T09:20:00+05:30 candle in: NIFTY_11050_CE_30_JAN_20.csv, NIFTY_11050_PE_30_JAN_20.csv"
2019-08-01,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-01T09:20:00+05:30,11064.0,11050,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-01T09:20:00+05:30 candle in: NIFTY_11050_CE_30_JAN_20.csv, NIFTY_11050_PE_30_JAN_20.csv"
2019-08-02,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-02T09:20:00+05:30,10906.7,10900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-02T09:20:00+05:30 candle in: NIFTY_10900_CE_30_JAN_20.csv, NIFTY_10900_PE_30_JAN_20.csv"
2019-08-05,Monday,SKIPPED,missing_contract_file,2020-01-30,current_month,2019-08-05T09:20:00+05:30,10868.5,10850,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,Missing: NIFTY_10850_CE_30_JAN_20.csv
2019-08-06,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-06T09:20:00+05:30,10886.0,10900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-06T09:20:00+05:30 candle in: NIFTY_10900_CE_30_JAN_20.csv, NIFTY_10900_PE_30_JAN_20.csv"
2019-08-07,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-07T09:20:00+05:30,10951.8,10950,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-07T09:20:00+05:30 candle in: NIFTY_10950_CE_30_JAN_20.csv, NIFTY_10950_PE_30_JAN_20.csv"
2019-08-08,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-08T09:20:00+05:30,10892.3,10900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-08T09:20:00+05:30 candle in: NIFTY_10900_CE_30_JAN_20.csv, NIFTY_10900_PE_30_JAN_20.csv"
2019-08-09,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-09T09:20:00+05:30,11100.8,11100,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-09T09:20:00+05:30 candle in: NIFTY_11100_CE_30_JAN_20.csv, NIFTY_11100_PE_30_JAN_20.csv"
2019-08-13,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-13T09:20:00+05:30,11080.3,11100,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-13T09:20:00+05:30 candle in: NIFTY_11100_CE_30_JAN_20.csv, NIFTY_11100_PE_30_JAN_20.csv"
2019-08-14,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-14T09:20:00+05:30,10959.9,10950,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-14T09:20:00+05:30 candle in: NIFTY_10950_CE_30_JAN_20.csv, NIFTY_10950_PE_30_JAN_20.csv"
2019-08-16,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-16T09:20:00+05:30,10958.5,10950,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-16T09:20:00+05:30 candle in: NIFTY_10950_CE_30_JAN_20.csv, NIFTY_10950_PE_30_JAN_20.csv"
2019-08-19,Monday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-19T09:20:00+05:30,11108.0,11100,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-19T09:20:00+05:30 candle in: NIFTY_11100_CE_30_JAN_20.csv, NIFTY_11100_PE_30_JAN_20.csv"
2019-08-20,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-20T09:20:00+05:30,11072.2,11050,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-20T09:20:00+05:30 candle in: NIFTY_11050_CE_30_JAN_20.csv, NIFTY_11050_PE_30_JAN_20.csv"
2019-08-21,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-21T09:20:00+05:30,10998.7,11000,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-21T09:20:00+05:30 candle in: NIFTY_11000_CE_30_JAN_20.csv, NIFTY_11000_PE_30_JAN_20.csv"
2019-08-22,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-22T09:20:00+05:30,10878.2,10900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-22T09:20:00+05:30 candle in: NIFTY_10900_CE_30_JAN_20.csv, NIFTY_10900_PE_30_JAN_20.csv"
2019-08-23,Friday,SKIPPED,missing_contract_file,2020-01-30,current_month,2019-08-23T09:20:00+05:30,10671.0,10650,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,Missing: NIFTY_10650_CE_30_JAN_20.csv
2019-08-26,Monday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-26T09:20:00+05:30,10911.5,10900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-26T09:20:00+05:30 candle in: NIFTY_10900_CE_30_JAN_20.csv, NIFTY_10900_PE_30_JAN_20.csv"
2019-08-27,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-27T09:20:00+05:30,11110.8,11100,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-27T09:20:00+05:30 candle in: NIFTY_11100_CE_30_JAN_20.csv, NIFTY_11100_PE_30_JAN_20.csv"
2019-08-28,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-28T09:20:00+05:30,11114.4,11100,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-28T09:20:00+05:30 candle in: NIFTY_11100_CE_30_JAN_20.csv, NIFTY_11100_PE_30_JAN_20.csv"
2019-08-29,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-29T09:20:00+05:30,10995.2,11000,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-29T09:20:00+05:30 candle in: NIFTY_11000_CE_30_JAN_20.csv, NIFTY_11000_PE_30_JAN_20.csv"
2019-08-30,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-08-30T09:20:00+05:30,10962.3,10950,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-08-30T09:20:00+05:30 candle in: NIFTY_10950_CE_30_JAN_20.csv, NIFTY_10950_PE_30_JAN_20.csv"
2019-09-03,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-03T09:20:00+05:30,10926.2,10950,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-03T09:20:00+05:30 candle in: NIFTY_10950_CE_30_JAN_20.csv, NIFTY_10950_PE_30_JAN_20.csv"
2019-09-04,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-04T09:20:00+05:30,10799.9,10800,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-04T09:20:00+05:30 candle in: NIFTY_10800_CE_30_JAN_20.csv, NIFTY_10800_PE_30_JAN_20.csv"
2019-09-05,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-05T09:20:00+05:30,10900.7,10900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-05T09:20:00+05:30 candle in: NIFTY_10900_CE_30_JAN_20.csv, NIFTY_10900_PE_30_JAN_20.csv"
2019-09-06,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-06T09:20:00+05:30,10898.1,10900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-06T09:20:00+05:30 candle in: NIFTY_10900_CE_30_JAN_20.csv, NIFTY_10900_PE_30_JAN_20.csv"
2019-09-09,Monday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-09T09:20:00+05:30,10898.9,10900,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-09T09:20:00+05:30 candle in: NIFTY_10900_CE_30_JAN_20.csv, NIFTY_10900_PE_30_JAN_20.csv"
2019-09-11,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-11T09:20:00+05:30,11021.2,11000,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-11T09:20:00+05:30 candle in: NIFTY_11000_CE_30_JAN_20.csv, NIFTY_11000_PE_30_JAN_20.csv"
2019-09-12,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-12T09:20:00+05:30,11072.1,11050,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-12T09:20:00+05:30 candle in: NIFTY_11050_CE_30_JAN_20.csv, NIFTY_11050_PE_30_JAN_20.csv"
2019-09-13,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-13T09:20:00+05:30,11000.5,11000,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-13T09:20:00+05:30 candle in: NIFTY_11000_CE_30_JAN_20.csv, NIFTY_11000_PE_30_JAN_20.csv"
2019-09-16,Monday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-16T09:20:00+05:30,11010.0,11000,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-16T09:20:00+05:30 candle in: NIFTY_11000_CE_30_JAN_20.csv, NIFTY_11000_PE_30_JAN_20.csv"
2019-09-17,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-17T09:20:00+05:30,10977.1,11000,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-17T09:20:00+05:30 candle in: NIFTY_11000_CE_30_JAN_20.csv, NIFTY_11000_PE_30_JAN_20.csv"
2019-09-18,Wednesday,SKIPPED,missing_contract_file,2020-01-30,current_month,2019-09-18T09:20:00+05:30,10869.9,10850,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,Missing: NIFTY_10850_CE_30_JAN_20.csv
2019-09-19,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-19T09:20:00+05:30,10804.3,10800,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-19T09:20:00+05:30 candle in: NIFTY_10800_CE_30_JAN_20.csv, NIFTY_10800_PE_30_JAN_20.csv"
2019-09-20,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-20T09:20:00+05:30,10708.8,10700,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-20T09:20:00+05:30 candle in: NIFTY_10700_CE_30_JAN_20.csv, NIFTY_10700_PE_30_JAN_20.csv"
2019-09-23,Monday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-23T09:20:00+05:30,11584.6,11600,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-23T09:20:00+05:30 candle in: NIFTY_11600_CE_30_JAN_20.csv, NIFTY_11600_PE_30_JAN_20.csv"
2019-09-24,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-24T09:20:00+05:30,11609.8,11600,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-24T09:20:00+05:30 candle in: NIFTY_11600_CE_30_JAN_20.csv, NIFTY_11600_PE_30_JAN_20.csv"
2019-09-25,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-25T09:20:00+05:30,11524.7,11500,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-25T09:20:00+05:30 candle in: NIFTY_11500_CE_30_JAN_20.csv, NIFTY_11500_PE_30_JAN_20.csv"
2019-09-26,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-26T09:20:00+05:30,11495.0,11500,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-26T09:20:00+05:30 candle in: NIFTY_11500_CE_30_JAN_20.csv, NIFTY_11500_PE_30_JAN_20.csv"
2019-09-27,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-27T09:20:00+05:30,11536.2,11550,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-27T09:20:00+05:30 candle in: NIFTY_11550_CE_30_JAN_20.csv, NIFTY_11550_PE_30_JAN_20.csv"
2019-09-30,Monday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-09-30T09:20:00+05:30,11488.8,11500,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-09-30T09:20:00+05:30 candle in: NIFTY_11500_CE_30_JAN_20.csv, NIFTY_11500_PE_30_JAN_20.csv"
2019-10-01,Tuesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-10-01T09:20:00+05:30,11538.2,11550,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-10-01T09:20:00+05:30 candle in: NIFTY_11550_CE_30_JAN_20.csv, NIFTY_11550_PE_30_JAN_20.csv"
2019-10-03,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-10-03T09:20:00+05:30,11266.2,11250,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-10-03T09:20:00+05:30 candle in: NIFTY_11250_CE_30_JAN_20.csv, NIFTY_11250_PE_30_JAN_20.csv"
2019-10-04,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-10-04T09:20:00+05:30,11378.8,11400,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-10-04T09:20:00+05:30 candle in: NIFTY_11400_CE_30_JAN_20.csv, NIFTY_11400_PE_30_JAN_20.csv"
2019-10-07,Monday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-10-07T09:20:00+05:30,11147.6,11150,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-10-07T09:20:00+05:30 candle in: NIFTY_11150_CE_30_JAN_20.csv, NIFTY_11150_PE_30_JAN_20.csv"
2019-10-09,Wednesday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-10-09T09:20:00+05:30,11119.7,11100,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-10-09T09:20:00+05:30 candle in: NIFTY_11100_CE_30_JAN_20.csv, NIFTY_11100_PE_30_JAN_20.csv"
2019-10-10,Thursday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-10-10T09:20:00+05:30,11277.5,11300,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-10-10T09:20:00+05:30 candle in: NIFTY_11300_CE_30_JAN_20.csv, NIFTY_11300_PE_30_JAN_20.csv"
2019-10-11,Friday,SKIPPED,missing_entry_candle,2020-01-30,current_month,2019-10-11T09:20:00+05:30,11297.4,11300,75,4,300,,,,,,,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,"No 2019-10-11T09:20:00+05:30 candle in: NIFTY_11300_CE_30_JAN_20.csv, NIFTY_11300_PE_30_JAN_20.csv"
