entry_date,status,skip_reason,index,active_expiry,spot,atm_strike,ce_strike,ce_entry_price,ce_stop_price,ce_exit_price,ce_exit_timestamp,ce_exit_reason,ce_points_pnl,ce_gross_pnl,ce_net_pnl,ce_failure_reason,pe_strike,pe_entry_price,pe_stop_price,pe_exit_price,pe_exit_timestamp,pe_exit_reason,pe_points_pnl,pe_gross_pnl,pe_net_pnl,pe_failure_reason,lot_size,lots,total_qty,combined_entry_credit,gross_pnl,brokerage,net_pnl,remarks,cumulative_pnl
2025-05-23,TRADED,,SENSEX,2025-05-27,81300,81300,81900,236.6,473.20,473.20,2025-05-23T10:47:00+05:30,stop_loss,-238.60,-2386.00,-2436.00,,80700,257.4,514.80,174.95,2025-05-23T15:20:00+05:30,day_close,80.45,804.50,754.50,,10,1,10,494.00,-1581.50,100.00,-1681.50,,5798.55
2025-05-26,TRADED,,SENSEX,2025-05-27,82500,82500,83100,220.75,441.50,149.00,2025-05-26T15:20:00+05:30,day_close,69.75,697.50,647.50,,81900,268.75,537.50,537.50,2025-05-26T10:36:00+05:30,stop_loss,-270.75,-2707.50,-2757.50,,10,1,10,489.50,-2010.00,100.00,-2110.00,,3688.55
2025-05-27,TRADED,,SENSEX,2025-05-27,81300,81300,81900,223.7,447.40,447.40,2025-05-27T11:05:00+05:30,stop_loss,-225.70,-2257.00,-2307.00,,80700,143.3,286.60,0.10,2025-05-27T15:20:00+05:30,day_close,141.20,1412.00,1362.00,,10,1,10,367.00,-845.00,100.00,-945.00,,2743.55
2025-05-28,TRADED,,NIFTY,2025-05-29,24832.5,24850,25050,85.75,171.50,31.65,2025-05-28T15:20:00+05:30,day_close,52.10,3907.50,3857.50,,24650,120.4,240.80,61.90,2025-05-28T15:20:00+05:30,day_close,56.50,4237.50,4187.50,,75,1,75,206.15,8145.00,100.00,8045.00,,10788.55
2025-05-29,TRADED,,NIFTY,2025-05-29,24825.1,24850,25050,11.15,22.30,0.25,2025-05-29T15:20:00+05:30,day_close,8.90,667.50,617.50,,24650,12.45,24.90,24.90,2025-05-29T10:30:00+05:30,stop_loss,-14.45,-1083.75,-1133.75,,75,1,75,23.60,-416.25,100.00,-516.25,,10272.30
2025-05-30,TRADED,,SENSEX,2025-06-03,81700,81700,82300,303.7,607.40,210.00,2025-05-30T15:20:00+05:30,day_close,91.70,917.00,867.00,,81100,292.9,585.80,319.00,2025-05-30T15:20:00+05:30,day_close,-28.10,-281.00,-331.00,,10,1,10,596.60,636.00,100.00,536.00,,10808.30
2025-06-02,TRADED,,SENSEX,2025-06-03,80700,80700,81300,243.5,487.00,487.00,2025-06-02T12:03:00+05:30,stop_loss,-245.50,-2455.00,-2505.00,,80100,191.55,383.10,107.00,2025-06-02T15:20:00+05:30,day_close,82.55,825.50,775.50,,10,1,10,435.05,-1629.50,100.00,-1729.50,,9078.80
2025-06-03,TRADED,,SENSEX,2025-06-03,81100,81100,81700,272.55,545.10,0.15,2025-06-03T15:20:00+05:30,day_close,270.40,2704.00,2654.00,,80500,217.0,434.00,0.15,2025-06-03T15:20:00+05:30,day_close,214.85,2148.50,2098.50,,10,1,10,489.55,4852.50,100.00,4752.50,,13831.30
2025-06-04,TRADED,,NIFTY,2025-06-05,24560.45,24550,24750,47.05,94.10,40.95,2025-06-04T15:20:00+05:30,day_close,4.10,307.50,257.50,,24350,26.75,53.50,13.30,2025-06-04T15:20:00+05:30,day_close,11.45,858.75,808.75,,75,1,75,73.80,1166.25,100.00,1066.25,,14897.55
2025-06-05,TRADED,,NIFTY,2025-06-05,24691.2,24700,24900,20.45,40.90,40.90,2025-06-05T12:06:00+05:30,stop_loss,-22.45,-1683.75,-1733.75,,24500,9.7,19.40,0.05,2025-06-05T15:20:00+05:30,day_close,7.65,573.75,523.75,,75,1,75,30.15,-1110.00,100.00,-1210.00,,13687.55
2025-06-06,TRADED,,SENSEX,2025-06-10,81300,81300,81900,243.7,487.40,487.40,2025-06-06T10:41:00+05:30,stop_loss,-245.70,-2457.00,-2507.00,,80700,225.3,450.60,58.85,2025-06-06T15:20:00+05:30,day_close,164.45,1644.50,1594.50,,10,1,10,469.00,-812.50,100.00,-912.50,,12775.05
2025-06-09,TRADED,,SENSEX,2025-06-10,82400,82400,83000,148.4,296.80,78.00,2025-06-09T15:20:00+05:30,day_close,68.40,684.00,634.00,,81800,132.5,265.00,72.55,2025-06-09T15:20:00+05:30,day_close,57.95,579.50,529.50,,10,1,10,280.90,1263.50,100.00,1163.50,,13938.55
2025-06-10,TRADED,,SENSEX,2025-06-10,82300,82300,82900,57.35,114.70,0.15,2025-06-10T15:20:00+05:30,day_close,55.20,552.00,502.00,,81700,62.95,125.90,0.05,2025-06-10T15:20:00+05:30,day_close,60.90,609.00,559.00,,10,1,10,120.30,1161.00,100.00,1061.00,,14999.55
2025-06-11,TRADED,,NIFTY,2025-06-12,25134.15,25150,25350,16.55,33.10,33.10,2025-06-11T11:16:00+05:30,stop_loss,-18.55,-1391.25,-1441.25,,24950,26.8,53.60,22.75,2025-06-11T15:20:00+05:30,day_close,2.05,153.75,103.75,,75,1,75,43.35,-1237.50,100.00,-1337.50,,13662.05
2025-06-12,TRADED,,NIFTY,2025-06-12,25164.45,25150,25350,9.9,19.80,0.10,2025-06-12T15:20:00+05:30,day_close,7.80,585.00,535.00,,24950,7.4,14.80,14.80,2025-06-12T09:40:00+05:30,stop_loss,-9.40,-705.00,-755.00,,75,1,75,17.30,-120.00,100.00,-220.00,,13442.05
2025-06-13,TRADED,,SENSEX,2025-06-17,80900,80900,81500,248.75,497.50,212.20,2025-06-13T15:20:00+05:30,day_close,34.55,345.50,295.50,,80300,304.2,608.40,228.80,2025-06-13T15:20:00+05:30,day_close,73.40,734.00,684.00,,10,1,10,552.95,1079.50,100.00,979.50,,14421.55
2025-06-16,TRADED,,SENSEX,2025-06-17,81300,81300,81900,99.2,198.40,198.40,2025-06-16T10:45:00+05:30,stop_loss,-101.20,-1012.00,-1062.00,,80700,132.55,265.10,53.30,2025-06-16T15:20:00+05:30,day_close,77.25,772.50,722.50,,10,1,10,231.75,-239.50,100.00,-339.50,,14082.05
2025-06-17,TRADED,,SENSEX,2025-06-17,81600,81600,82200,43.3,86.60,0.20,2025-06-17T15:20:00+05:30,day_close,41.10,411.00,361.00,,81000,54.75,109.50,0.15,2025-06-17T15:20:00+05:30,day_close,52.60,526.00,476.00,,10,1,10,98.05,937.00,100.00,837.00,,14919.05
2025-06-18,TRADED,,NIFTY,2025-06-19,24788.35,24800,25000,53.5,107.00,21.70,2025-06-18T15:20:00+05:30,day_close,29.80,2235.00,2185.00,,24600,22.0,44.00,27.25,2025-06-18T15:20:00+05:30,day_close,-7.25,-543.75,-593.75,,75,1,75,75.50,1691.25,100.00,1591.25,,16510.30
2025-06-19,TRADED,,NIFTY,2025-06-19,24803.25,24800,25000,8.4,16.80,0.05,2025-06-19T15:20:00+05:30,day_close,6.35,476.25,426.25,,24600,7.15,14.30,0.20,2025-06-19T15:20:00+05:30,day_close,4.95,371.25,321.25,,75,1,75,15.55,847.50,100.00,747.50,,17257.80
2025-06-20,SKIPPED,leg_failure,SENSEX,2025-06-24,,,,,,,,,0.00,0.00,0.00,,,,,,,,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,PE:missing_entry_candle(SENSEX_81000_PE_24_JUN_25.csv has no candle at 2025-06-20T09:30:00+05:30),17257.80
2025-06-23,TRADED,,SENSEX,2025-06-24,81800,81800,82400,82.9,165.80,165.80,2025-06-23T13:21:00+05:30,stop_loss,-84.90,-849.00,-899.00,,81200,134.0,268.00,80.70,2025-06-23T15:20:00+05:30,day_close,51.30,513.00,463.00,,10,1,10,216.90,-336.00,100.00,-436.00,,16821.80
2025-06-24,TRADED,,SENSEX,2025-06-24,82700,82700,83300,31.15,62.30,62.30,2025-06-24T10:11:00+05:30,stop_loss,-33.15,-331.50,-381.50,,82100,42.8,85.60,85.60,2025-06-24T09:37:00+05:30,stop_loss,-44.80,-448.00,-498.00,,10,1,10,73.95,-779.50,100.00,-879.50,,15942.30
2025-06-25,TRADED,,NIFTY,2025-06-26,25150.35,25150,25350,27.5,55.00,30.35,2025-06-25T15:20:00+05:30,day_close,-4.85,-363.75,-413.75,,24950,23.5,47.00,14.90,2025-06-25T15:20:00+05:30,day_close,6.60,495.00,445.00,,75,1,75,51.00,131.25,100.00,31.25,,15973.55
2025-06-26,TRADED,,NIFTY,2025-06-26,25268.95,25250,25450,32.45,64.90,64.90,2025-06-26T10:00:00+05:30,stop_loss,-34.45,-2583.75,-2633.75,,25050,8.05,16.10,0.10,2025-06-26T15:20:00+05:30,day_close,5.95,446.25,396.25,,75,1,75,40.50,-2137.50,100.00,-2237.50,,13736.05
2025-06-27,TRADED,,SENSEX,2025-07-01,83700,83700,84300,204.6,409.20,213.10,2025-06-27T15:20:00+05:30,day_close,-10.50,-105.00,-155.00,,83100,209.7,419.40,85.75,2025-06-27T15:20:00+05:30,day_close,121.95,1219.50,1169.50,,10,1,10,414.30,1114.50,100.00,1014.50,,14750.55
2025-06-30,TRADED,,SENSEX,2025-07-01,84000,84000,84600,107.55,215.10,30.65,2025-06-30T15:20:00+05:30,day_close,74.90,749.00,699.00,,83400,109.4,218.80,218.80,2025-06-30T13:15:00+05:30,stop_loss,-111.40,-1114.00,-1164.00,,10,1,10,216.95,-365.00,100.00,-465.00,,14285.55
2025-07-01,TRADED,,SENSEX,2025-07-01,83800,83800,84400,36.0,72.00,0.10,2025-07-01T15:20:00+05:30,day_close,33.90,339.00,289.00,,83200,43.65,87.30,0.10,2025-07-01T15:20:00+05:30,day_close,41.55,415.50,365.50,,10,1,10,79.65,754.50,100.00,654.50,,14940.05
2025-07-02,TRADED,,NIFTY,2025-07-03,25588.3,25600,25800,14.95,29.90,5.60,2025-07-02T15:20:00+05:30,day_close,7.35,551.25,501.25,,25400,22.75,45.50,45.50,2025-07-02T11:09:00+05:30,stop_loss,-24.75,-1856.25,-1906.25,,75,1,75,37.70,-1305.00,100.00,-1405.00,,13535.05
2025-07-03,TRADED,,NIFTY,2025-07-03,25505.1,25500,25700,4.35,8.70,8.70,2025-07-03T09:53:00+05:30,stop_loss,-6.35,-476.25,-526.25,,25300,14.65,29.30,0.10,2025-07-03T15:20:00+05:30,day_close,12.55,941.25,891.25,,75,1,75,19.00,465.00,100.00,365.00,,13900.05
2025-07-04,TRADED,,SENSEX,2025-07-08,83300,83300,83900,146.4,292.80,126.50,2025-07-04T15:20:00+05:30,day_close,17.90,179.00,129.00,,82700,129.45,258.90,94.10,2025-07-04T15:20:00+05:30,day_close,33.35,333.50,283.50,,10,1,10,275.85,512.50,100.00,412.50,,14312.55
2025-07-07,TRADED,,SENSEX,2025-07-08,83300,83300,83900,80.0,160.00,70.10,2025-07-07T15:20:00+05:30,day_close,7.90,79.00,29.00,,82700,69.25,138.50,44.70,2025-07-07T15:20:00+05:30,day_close,22.55,225.50,175.50,,10,1,10,149.25,304.50,100.00,204.50,,14517.05
2025-07-08,TRADED,,SENSEX,2025-07-08,83500,83500,84100,17.05,34.10,0.35,2025-07-08T15:20:00+05:30,day_close,14.70,147.00,97.00,,82900,27.0,54.00,0.30,2025-07-08T15:20:00+05:30,day_close,24.70,247.00,197.00,,10,1,10,44.05,394.00,100.00,294.00,,14811.05
2025-07-09,TRADED,,NIFTY,2025-07-10,25514.6,25500,25700,14.35,28.70,13.00,2025-07-09T15:20:00+05:30,day_close,-0.65,-48.75,-98.75,,25300,16.75,33.50,17.20,2025-07-09T15:20:00+05:30,day_close,-2.45,-183.75,-233.75,,75,1,75,31.10,-232.50,100.00,-332.50,,14478.55
2025-07-10,TRADED,,NIFTY,2025-07-10,25511.65,25500,25700,4.65,9.30,0.05,2025-07-10T15:20:00+05:30,day_close,2.60,195.00,145.00,,25300,9.05,18.10,18.10,2025-07-10T10:14:00+05:30,stop_loss,-11.05,-828.75,-878.75,,75,1,75,13.70,-633.75,100.00,-733.75,,13744.80
2025-07-11,TRADED,,SENSEX,2025-07-15,83000,83000,83600,112.6,225.20,41.95,2025-07-11T15:20:00+05:30,day_close,68.65,686.50,636.50,,82400,96.65,193.30,193.30,2025-07-11T10:58:00+05:30,stop_loss,-98.65,-986.50,-1036.50,,10,1,10,209.25,-300.00,100.00,-400.00,,13344.80
2025-07-14,TRADED,,SENSEX,2025-07-15,82300,82300,82900,59.0,118.00,45.60,2025-07-14T15:20:00+05:30,day_close,11.40,114.00,64.00,,81700,70.65,141.30,39.45,2025-07-14T15:20:00+05:30,day_close,29.20,292.00,242.00,,10,1,10,129.65,406.00,100.00,306.00,,13650.80
2025-07-15,TRADED,,SENSEX,2025-07-15,82500,82500,83100,12.85,25.70,25.70,2025-07-15T11:05:00+05:30,stop_loss,-14.85,-148.50,-198.50,,81900,13.9,27.80,27.80,2025-07-15T09:40:00+05:30,stop_loss,-15.90,-159.00,-209.00,,10,1,10,26.75,-307.50,100.00,-407.50,,13243.30
2025-07-16,TRADED,,NIFTY,2025-07-17,25196.6,25200,25400,10.6,21.20,11.75,2025-07-16T15:20:00+05:30,day_close,-3.15,-236.25,-286.25,,25000,21.05,42.10,9.15,2025-07-16T15:20:00+05:30,day_close,9.90,742.50,692.50,,75,1,75,31.65,506.25,100.00,406.25,,13649.55
2025-07-17,TRADED,,NIFTY,2025-07-17,25230.75,25250,25450,3.1,6.20,0.05,2025-07-17T15:20:00+05:30,day_close,1.05,78.75,28.75,,25050,5.15,10.30,10.30,2025-07-17T10:14:00+05:30,stop_loss,-7.15,-536.25,-586.25,,75,1,75,8.25,-457.50,100.00,-557.50,,13092.05
2025-07-18,TRADED,,SENSEX,2025-07-22,82200,82200,82800,102.0,204.00,60.40,2025-07-18T15:20:00+05:30,day_close,39.60,396.00,346.00,,81600,113.1,226.20,226.20,2025-07-18T10:16:00+05:30,stop_loss,-115.10,-1151.00,-1201.00,,10,1,10,215.10,-755.00,100.00,-855.00,,12237.05
2025-07-21,TRADED,,SENSEX,2025-07-22,81600,81600,82200,61.85,123.70,123.70,2025-07-21T09:47:00+05:30,stop_loss,-63.85,-638.50,-688.50,,81000,67.3,134.60,9.15,2025-07-21T15:20:00+05:30,day_close,56.15,561.50,511.50,,10,1,10,129.15,-77.00,100.00,-177.00,,12060.05
2025-07-22,TRADED,,SENSEX,2025-07-22,82300,82300,82900,15.75,31.50,0.20,2025-07-22T15:20:00+05:30,day_close,13.55,135.50,85.50,,81700,14.85,29.70,0.15,2025-07-22T15:20:00+05:30,day_close,12.70,127.00,77.00,,10,1,10,30.60,262.50,100.00,162.50,,12222.55
2025-07-23,TRADED,,NIFTY,2025-07-24,25139.35,25150,25350,8.4,16.80,13.25,2025-07-23T15:20:00+05:30,day_close,-6.85,-513.75,-563.75,,24950,14.65,29.30,4.90,2025-07-23T15:20:00+05:30,day_close,7.75,581.25,531.25,,75,1,75,23.05,67.50,100.00,-32.50,,12190.05
2025-07-24,TRADED,,NIFTY,2025-07-24,25243.3,25250,25450,1.85,3.70,0.05,2025-07-24T15:20:00+05:30,day_close,-0.20,-15.00,-65.00,,25050,5.45,10.90,10.90,2025-07-24T11:23:00+05:30,stop_loss,-7.45,-558.75,-608.75,,75,1,75,7.30,-573.75,100.00,-673.75,,11516.30
2025-07-25,TRADED,,SENSEX,2025-07-29,82000,82000,82600,126.85,253.70,39.90,2025-07-25T15:20:00+05:30,day_close,84.95,849.50,799.50,,81400,103.9,207.80,207.80,2025-07-25T10:16:00+05:30,stop_loss,-105.90,-1059.00,-1109.00,,10,1,10,230.75,-209.50,100.00,-309.50,,11206.80
2025-07-28,TRADED,,SENSEX,2025-07-29,81300,81300,81900,60.9,121.80,121.80,2025-07-28T09:34:00+05:30,stop_loss,-62.90,-629.00,-679.00,,80700,58.65,117.30,117.30,2025-07-28T13:32:00+05:30,stop_loss,-60.65,-606.50,-656.50,,10,1,10,119.55,-1235.50,100.00,-1335.50,,9871.30
2025-07-29,TRADED,,SENSEX,2025-07-29,81000,81000,81600,28.2,56.40,0.25,2025-07-29T15:20:00+05:30,day_close,25.95,259.50,209.50,,80400,26.7,53.40,54.50,2025-07-29T10:48:00+05:30,gap_stop_loss,-29.80,-298.00,-348.00,,10,1,10,54.90,-38.50,100.00,-138.50,,9732.80
2025-07-30,TRADED,,NIFTY,2025-07-31,24890.4,24900,25100,10.75,21.50,8.90,2025-07-30T15:20:00+05:30,day_close,-0.15,-11.25,-61.25,,24700,25.45,50.90,15.30,2025-07-30T15:20:00+05:30,day_close,8.15,611.25,561.25,,75,1,75,36.20,600.00,100.00,500.00,,10232.80
2025-07-31,TRADED,,NIFTY,2025-07-31,24642.25,24650,24850,13.4,26.80,26.80,2025-07-31T11:24:00+05:30,stop_loss,-15.40,-1155.00,-1205.00,,24450,7.55,15.10,0.20,2025-07-31T15:20:00+05:30,day_close,5.35,401.25,351.25,,75,1,75,20.95,-753.75,100.00,-853.75,,9379.05
2025-08-01,TRADED,,SENSEX,2025-08-05,80900,80900,81500,163.15,326.30,73.65,2025-08-01T15:20:00+05:30,day_close,87.50,875.00,825.00,,80300,152.1,304.20,233.20,2025-08-01T15:20:00+05:30,day_close,-83.10,-831.00,-881.00,,10,1,10,315.25,44.00,100.00,-56.00,,9323.05
2025-08-04,TRADED,,SENSEX,2025-08-05,80900,80900,81500,89.5,179.00,74.35,2025-08-04T15:20:00+05:30,day_close,13.15,131.50,81.50,,80300,89.3,178.60,178.60,2025-08-04T09:47:00+05:30,stop_loss,-91.30,-913.00,-963.00,,10,1,10,178.80,-781.50,100.00,-881.50,,8441.55
2025-08-05,TRADED,,SENSEX,2025-08-05,80900,80900,81500,23.25,46.50,0.20,2025-08-05T15:20:00+05:30,day_close,21.05,210.50,160.50,,80300,25.95,51.90,51.90,2025-08-05T09:39:00+05:30,stop_loss,-27.95,-279.50,-329.50,,10,1,10,49.20,-69.00,100.00,-169.00,,8272.55
2025-08-06,TRADED,,NIFTY,2025-08-07,24641.35,24650,24850,25.65,51.30,8.30,2025-08-06T15:20:00+05:30,day_close,15.35,1151.25,1101.25,,24450,23.8,47.60,27.90,2025-08-06T15:20:00+05:30,day_close,-6.10,-457.50,-507.50,,75,1,75,49.45,693.75,100.00,593.75,,8866.30
2025-08-07,TRADED,,NIFTY,2025-08-07,24464.2,24450,24650,15.4,30.80,0.15,2025-08-07T15:20:00+05:30,day_close,13.25,993.75,943.75,,24250,2.95,5.90,5.90,2025-08-07T10:49:00+05:30,stop_loss,-4.95,-371.25,-421.25,,75,1,75,18.35,622.50,100.00,522.50,,9388.80
2025-08-08,TRADED,,SENSEX,2025-08-12,80400,80400,81000,115.1,230.20,51.80,2025-08-08T15:20:00+05:30,day_close,61.30,613.00,563.00,,79800,133.6,267.20,267.20,2025-08-08T15:12:00+05:30,stop_loss,-135.60,-1356.00,-1406.00,,10,1,10,248.70,-743.00,100.00,-843.00,,8545.80
2025-08-11,TRADED,,SENSEX,2025-08-12,80000,80000,80600,83.4,166.80,166.80,2025-08-11T14:30:00+05:30,stop_loss,-85.40,-854.00,-904.00,,79400,74.95,149.90,14.95,2025-08-11T15:20:00+05:30,day_close,58.00,580.00,530.00,,10,1,10,158.35,-274.00,100.00,-374.00,,8171.80
2025-08-12,TRADED,,SENSEX,2025-08-12,80700,80700,81300,25.6,51.20,51.20,2025-08-12T09:59:00+05:30,stop_loss,-27.60,-276.00,-326.00,,80100,25.45,50.90,50.90,2025-08-12T10:31:00+05:30,stop_loss,-27.45,-274.50,-324.50,,10,1,10,51.05,-550.50,100.00,-650.50,,7521.30
2025-08-13,TRADED,,NIFTY,2025-08-14,24586.2,24600,24800,12.8,25.60,13.20,2025-08-13T15:20:00+05:30,day_close,-2.40,-180.00,-230.00,,24400,23.85,47.70,9.45,2025-08-13T15:20:00+05:30,day_close,12.40,930.00,880.00,,75,1,75,36.65,750.00,100.00,650.00,,8171.30
2025-08-14,TRADED,,NIFTY,2025-08-14,24607.25,24600,24800,8.45,16.90,0.05,2025-08-14T15:20:00+05:30,day_close,6.40,480.00,430.00,,24400,5.45,10.90,0.05,2025-08-14T15:20:00+05:30,day_close,3.40,255.00,205.00,,75,1,75,13.90,735.00,100.00,635.00,,8806.30
2025-08-18,TRADED,,SENSEX,2025-08-19,81700,81700,82300,89.1,178.20,20.15,2025-08-18T15:20:00+05:30,day_close,66.95,669.50,619.50,,81100,105.45,210.90,101.15,2025-08-18T15:20:00+05:30,day_close,2.30,23.00,-27.00,,10,1,10,194.55,692.50,100.00,592.50,,9398.80
2025-08-19,TRADED,,SENSEX,2025-08-19,81500,81500,82100,15.65,31.30,31.30,2025-08-19T12:22:00+05:30,stop_loss,-17.65,-176.50,-226.50,,80900,20.75,41.50,0.15,2025-08-19T15:20:00+05:30,day_close,18.60,186.00,136.00,,10,1,10,36.40,9.50,100.00,-90.50,,9308.30
2025-08-20,TRADED,,NIFTY,2025-08-21,24965.8,24950,25150,10.85,21.70,21.70,2025-08-20T10:36:00+05:30,stop_loss,-12.85,-963.75,-1013.75,,24750,15.5,31.00,6.45,2025-08-20T15:20:00+05:30,day_close,7.05,528.75,478.75,,75,1,75,26.35,-435.00,100.00,-535.00,,8773.30
2025-08-21,TRADED,,NIFTY,2025-08-21,25142.0,25150,25350,1.35,2.70,0.05,2025-08-21T15:20:00+05:30,day_close,-0.70,-52.50,-102.50,,24950,9.9,19.80,0.05,2025-08-21T15:20:00+05:30,day_close,7.85,588.75,538.75,,75,1,75,11.25,536.25,100.00,436.25,,9209.55
2025-08-22,TRADED,,SENSEX,2025-08-26,81700,81700,82300,105.5,211.00,49.75,2025-08-22T15:20:00+05:30,day_close,53.75,537.50,487.50,,81100,100.65,201.30,161.85,2025-08-22T15:20:00+05:30,day_close,-63.20,-632.00,-682.00,,10,1,10,206.15,-94.50,100.00,-194.50,,9015.05
2025-08-25,TRADED,,SENSEX,2025-08-26,81600,81600,82200,51.7,103.40,29.50,2025-08-25T15:20:00+05:30,day_close,20.20,202.00,152.00,,81000,39.15,78.30,22.40,2025-08-25T15:20:00+05:30,day_close,14.75,147.50,97.50,,10,1,10,90.85,349.50,100.00,249.50,,9264.55
2025-08-26,TRADED,,SENSEX,2025-08-26,81100,81100,81700,24.25,48.50,0.20,2025-08-26T15:20:00+05:30,day_close,22.05,220.50,170.50,,80500,21.75,43.50,0.35,2025-08-26T15:20:00+05:30,day_close,19.40,194.00,144.00,,10,1,10,46.00,414.50,100.00,314.50,,9579.05
2025-08-28,TRADED,,NIFTY,2025-08-28,24695.8,24700,24900,4.0,8.00,0.15,2025-08-28T15:20:00+05:30,day_close,1.85,138.75,88.75,,24500,32.2,64.40,6.40,2025-08-28T15:20:00+05:30,day_close,23.80,1785.00,1735.00,,75,1,75,36.20,1923.75,100.00,1823.75,,11402.80
2025-08-29,TRADED,,NIFTY,2025-09-02,24466.7,24450,24650,68.8,137.60,26.95,2025-08-29T15:20:00+05:30,day_close,39.85,2988.75,2938.75,,24250,19.8,39.60,25.05,2025-08-29T15:20:00+05:30,day_close,-7.25,-543.75,-593.75,,75,1,75,88.60,2445.00,100.00,2345.00,,13747.80
2025-09-01,TRADED,,NIFTY,2025-09-02,24432.7,24450,24650,30.7,61.40,48.10,2025-09-01T15:20:00+05:30,day_close,-19.40,-1455.00,-1505.00,,24250,6.05,12.10,3.95,2025-09-01T15:20:00+05:30,day_close,0.10,7.50,-42.50,,75,1,75,36.75,-1447.50,100.00,-1547.50,,12200.30
2025-09-02,TRADED,,NIFTY,2025-09-02,24653.0,24650,24850,2.75,5.50,5.50,2025-09-02T09:52:00+05:30,stop_loss,-4.75,-356.25,-406.25,,24450,3.6,7.20,7.20,2025-09-02T14:06:00+05:30,stop_loss,-5.60,-420.00,-470.00,,75,1,75,6.35,-776.25,100.00,-876.25,,11324.05
2025-09-03,TRADED,,SENSEX,2025-09-04,80200,80200,80800,58.4,116.80,118.70,2025-09-03T15:13:00+05:30,gap_stop_loss,-62.30,-623.00,-673.00,,79600,45.6,91.20,15.35,2025-09-03T15:20:00+05:30,day_close,28.25,282.50,232.50,,10,1,10,104.00,-340.50,100.00,-440.50,,10883.55
2025-09-04,TRADED,,SENSEX,2025-09-04,81300,81300,81900,20.3,40.60,0.10,2025-09-04T15:20:00+05:30,day_close,18.20,182.00,132.00,,80700,26.7,53.40,53.40,2025-09-04T10:10:00+05:30,stop_loss,-28.70,-287.00,-337.00,,10,1,10,47.00,-105.00,100.00,-205.00,,10678.55
2025-09-05,TRADED,,NIFTY,2025-09-09,24818.85,24800,25000,24.3,48.60,18.95,2025-09-05T15:20:00+05:30,day_close,3.35,251.25,201.25,,24600,23.35,46.70,46.70,2025-09-05T10:11:00+05:30,stop_loss,-25.35,-1901.25,-1951.25,,75,1,75,47.65,-1650.00,100.00,-1750.00,,8928.55
2025-09-08,TRADED,,NIFTY,2025-09-09,24802.6,24800,25000,11.85,23.70,23.70,2025-09-08T12:40:00+05:30,stop_loss,-13.85,-1038.75,-1088.75,,24600,14.25,28.50,11.85,2025-09-08T15:20:00+05:30,day_close,0.40,30.00,-20.00,,75,1,75,26.10,-1008.75,100.00,-1108.75,,7819.80
2025-09-09,TRADED,,NIFTY,2025-09-09,24864.1,24850,25050,4.45,8.90,0.05,2025-09-09T15:20:00+05:30,day_close,2.40,180.00,130.00,,24650,5.4,10.80,0.10,2025-09-09T15:20:00+05:30,day_close,3.30,247.50,197.50,,75,1,75,9.85,427.50,100.00,327.50,,8147.30
2025-09-10,TRADED,,SENSEX,2025-09-11,81500,81500,82100,31.2,62.40,62.40,2025-09-10T10:26:00+05:30,stop_loss,-33.20,-332.00,-382.00,,80900,48.75,97.50,30.15,2025-09-10T15:20:00+05:30,day_close,16.60,166.00,116.00,,10,1,10,79.95,-166.00,100.00,-266.00,,7881.30
2025-09-11,TRADED,,SENSEX,2025-09-11,81500,81500,82100,13.0,26.00,0.10,2025-09-11T15:20:00+05:30,day_close,10.90,109.00,59.00,,80900,16.55,33.10,0.15,2025-09-11T15:20:00+05:30,day_close,14.40,144.00,94.00,,10,1,10,29.55,253.00,100.00,153.00,,8034.30
2025-09-12,TRADED,,NIFTY,2025-09-16,25074.45,25050,25250,23.3,46.60,28.95,2025-09-12T15:20:00+05:30,day_close,-7.65,-573.75,-623.75,,24850,18.35,36.70,12.95,2025-09-12T15:20:00+05:30,day_close,3.40,255.00,205.00,,75,1,75,41.65,-318.75,100.00,-418.75,,7615.55
2025-09-15,TRADED,,NIFTY,2025-09-16,25118.9,25100,25300,9.4,18.80,5.05,2025-09-15T15:20:00+05:30,day_close,2.35,176.25,126.25,,24900,9.55,19.10,8.60,2025-09-15T15:20:00+05:30,day_close,-1.05,-78.75,-128.75,,75,1,75,18.95,97.50,100.00,-2.50,,7613.05
2025-09-16,TRADED,,NIFTY,2025-09-16,25073.6,25050,25250,5.05,10.10,10.10,2025-09-16T09:40:00+05:30,stop_loss,-7.05,-528.75,-578.75,,24850,2.2,4.40,0.05,2025-09-16T15:20:00+05:30,day_close,0.15,11.25,-38.75,,75,1,75,7.25,-517.50,100.00,-617.50,,6995.55
2025-09-17,TRADED,,SENSEX,2025-09-18,82600,82600,83200,37.6,75.20,54.35,2025-09-17T15:20:00+05:30,day_close,-18.75,-187.50,-237.50,,82000,42.5,85.00,33.75,2025-09-17T15:20:00+05:30,day_close,6.75,67.50,17.50,,10,1,10,80.10,-120.00,100.00,-220.00,,6775.55
2025-09-18,TRADED,,SENSEX,2025-09-18,83100,83100,83700,5.8,11.60,0.05,2025-09-18T15:20:00+05:30,day_close,3.75,37.50,-12.50,,82500,11.1,22.20,0.15,2025-09-18T15:20:00+05:30,day_close,8.95,89.50,39.50,,10,1,10,16.90,127.00,100.00,27.00,,6802.55
