entry_date,status,skip_reason,expiry_date,spot_entry_timestamp,spot_entry_open,atm_strike,ce_signal_status,ce_entry_sma,ce_entry_timestamp,ce_entry_open,ce_exit_timestamp,ce_exit_open,ce_exit_reason,pe_signal_status,pe_entry_sma,pe_entry_timestamp,pe_entry_open,pe_exit_timestamp,pe_exit_open,pe_exit_reason,legs_traded,orders_executed,gross_pnl,brokerage,net_pnl,remarks
2025-01-29,TRADED,,2025-01-30,2025-01-29T09:30:00+05:30,22988.0,23000,NO_SIGNAL,,,,,,,TRADED,148.98,2025-01-29T09:30:00+05:30,140.05,2025-01-29T15:15:00+05:30,95.15,day_close,1,2,11154.00,50.00,11104.00,NIFTY_23000_CE_30_JAN_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-01-30,TRADED,,2025-01-30,2025-01-30T09:30:00+05:30,23169.0,23150,TRADED,134.29,2025-01-30T09:30:00+05:30,123.7,2025-01-30T10:00:00+05:30,141.3,stop_loss_ma_cross,TRADED,167.53,2025-01-30T09:30:00+05:30,122.9,2025-01-30T15:15:00+05:30,0.2,day_close,2,4,26286.00,100.00,26186.00,
2025-01-31,TRADED,,2025-02-06,2025-01-31T09:30:00+05:30,23325.35,23350,NO_SIGNAL,,,,,,,TRADED,347.67,2025-01-31T09:30:00+05:30,301.14,2025-01-31T15:15:00+05:30,163.19,day_close,1,2,35347.00,50.00,35297.00,NIFTY_23350_CE_06_FEB_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-02-01,TRADED,,2025-02-06,2025-02-01T09:30:00+05:30,23510.05,23500,TRADED,275.44,2025-02-01T09:30:00+05:30,263.0,2025-02-01T09:45:00+05:30,289.6,stop_loss_ma_cross,TRADED,264.38,2025-02-01T09:30:00+05:30,216.15,2025-02-01T12:00:00+05:30,242.0,stop_loss_ma_cross,2,4,-14677.00,100.00,-14777.00,
2025-02-03,TRADED,,2025-02-06,2025-02-03T09:30:00+05:30,23334.2,23350,TRADED,297.69,2025-02-03T09:30:00+05:30,133.85,2025-02-03T15:00:00+05:30,131.25,stop_loss_ma_cross,TRADED,121.69,2025-02-03T11:00:00+05:30,118.8,2025-02-03T11:30:00+05:30,131.19,stop_loss_ma_cross,2,4,-3585.40,100.00,-3685.40,
2025-02-04,TRADED,,2025-02-06,2025-02-04T09:30:00+05:30,23514.1,23500,NO_SIGNAL,,,,,,,TRADED,205.68,2025-02-04T09:30:00+05:30,102.55,2025-02-04T15:15:00+05:30,28.1,day_close,1,2,18837.00,50.00,18787.00,NIFTY_23500_CE_06_FEB_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-02-05,TRADED,,2025-02-06,2025-02-05T09:30:00+05:30,23764.0,23750,TRADED,66.33,2025-02-05T11:00:00+05:30,61.2,2025-02-05T14:00:00+05:30,67.84,stop_loss_ma_cross,TRADED,215.89,2025-02-05T09:30:00+05:30,103.6,2025-02-05T15:00:00+05:30,94.2,stop_loss_ma_cross,2,4,-322.40,100.00,-422.40,
2025-02-06,TRADED,,2025-02-06,2025-02-06T09:30:00+05:30,23699.05,23700,TRADED,82.18,2025-02-06T09:30:00+05:30,60.4,2025-02-06T15:15:00+05:30,0.1,day_close,NO_SIGNAL,,,,,,,1,2,15158.00,50.00,15108.00,NIFTY_23700_PE_06_FEB_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-02-07,TRADED,,2025-02-13,2025-02-07T09:30:00+05:30,23593.15,23600,TRADED,222.32,2025-02-07T09:30:00+05:30,205.2,2025-02-07T11:30:00+05:30,239.95,stop_loss_ma_cross,TRADED,170.55,2025-02-07T09:45:00+05:30,170.25,2025-02-07T10:30:00+05:30,181.75,stop_loss_ma_cross,2,4,-13065.00,100.00,-13165.00,
2025-02-10,TRADED,,2025-02-13,2025-02-10T09:30:00+05:30,23473.65,23450,TRADED,247.67,2025-02-10T09:30:00+05:30,161.6,2025-02-10T15:00:00+05:30,131.44,stop_loss_ma_cross,TRADED,163.20,2025-02-10T14:45:00+05:30,160.44,2025-02-10T15:15:00+05:30,156.19,day_close,2,4,7906.60,100.00,7806.60,
2025-02-11,TRADED,,2025-02-13,2025-02-11T09:30:00+05:30,23314.7,23300,TRADED,199.25,2025-02-11T09:30:00+05:30,158.69,2025-02-11T15:15:00+05:30,47.15,day_close,NO_SIGNAL,,,,,,,1,2,28480.40,50.00,28430.40,NIFTY_23300_PE_13_FEB_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-02-12,TRADED,,2025-02-13,2025-02-12T09:30:00+05:30,22978.85,23000,TRADED,242.81,2025-02-12T09:30:00+05:30,107.25,2025-02-12T12:00:00+05:30,160.0,stop_loss_ma_cross,TRADED,98.36,2025-02-12T11:45:00+05:30,90.9,2025-02-12T15:15:00+05:30,62.95,day_close,2,4,-7488.00,100.00,-7588.00,
2025-02-13,TRADED,,2025-02-13,2025-02-13T09:30:00+05:30,23024.9,23000,TRADED,113.03,2025-02-13T09:30:00+05:30,97.1,2025-02-13T09:45:00+05:30,161.0,stop_loss_ma_cross,TRADED,99.09,2025-02-13T09:30:00+05:30,72.0,2025-02-13T15:15:00+05:30,0.15,day_close,2,4,1027.00,100.00,927.00,
2025-02-14,TRADED,,2025-02-20,2025-02-14T09:30:00+05:30,23027.2,23050,TRADED,254.81,2025-02-14T09:30:00+05:30,190.05,2025-02-14T14:45:00+05:30,155.94,stop_loss_ma_cross,TRADED,229.64,2025-02-14T14:45:00+05:30,190.15,2025-02-14T15:15:00+05:30,212.3,day_close,2,4,2069.60,100.00,1969.60,
2025-02-17,TRADED,,2025-02-20,2025-02-17T09:30:00+05:30,22830.35,22850,TRADED,226.48,2025-02-17T09:30:00+05:30,191.45,2025-02-17T10:45:00+05:30,233.5,stop_loss_ma_cross,TRADED,152.54,2025-02-17T10:30:00+05:30,146.1,2025-02-17T11:15:00+05:30,166.0,stop_loss_ma_cross,2,4,-17147.00,100.00,-17247.00,
2025-02-18,TRADED,,2025-02-20,2025-02-18T09:30:00+05:30,22900.4,22900,TRADED,167.08,2025-02-18T09:30:00+05:30,157.44,2025-02-18T13:45:00+05:30,156.94,stop_loss_ma_cross,TRADED,156.18,2025-02-18T09:30:00+05:30,153.19,2025-02-18T10:30:00+05:30,182.9,stop_loss_ma_cross,2,4,-8634.60,100.00,-8734.60,
2025-02-19,TRADED,,2025-02-20,2025-02-19T09:30:00+05:30,22852.2,22850,TRADED,158.35,2025-02-19T09:30:00+05:30,113.5,2025-02-19T10:00:00+05:30,199.85,stop_loss_ma_cross,TRADED,108.03,2025-02-19T09:30:00+05:30,97.1,2025-02-19T14:30:00+05:30,79.7,stop_loss_ma_cross,2,4,-18967.00,100.00,-19067.00,
2025-02-20,TRADED,,2025-02-20,2025-02-20T09:30:00+05:30,22846.3,22850,TRADED,164.23,2025-02-20T09:30:00+05:30,59.0,2025-02-20T15:15:00+05:30,65.7,day_close,TRADED,47.89,2025-02-20T09:45:00+05:30,39.29,2025-02-20T15:15:00+05:30,0.15,day_close,2,4,7394.40,100.00,7294.40,
2025-02-21,TRADED,,2025-02-27,2025-02-21T09:30:00+05:30,22896.4,22900,TRADED,183.71,2025-02-21T09:30:00+05:30,168.15,2025-02-21T15:15:00+05:30,113.0,day_close,TRADED,153.68,2025-02-21T09:30:00+05:30,141.3,2025-02-21T09:45:00+05:30,171.0,stop_loss_ma_cross,2,4,5577.00,100.00,5477.00,
2025-02-24,TRADED,,2025-02-27,2025-02-24T09:30:00+05:30,22619.95,22600,TRADED,289.05,2025-02-24T09:30:00+05:30,152.4,2025-02-24T15:15:00+05:30,111.3,day_close,TRADED,100.38,2025-02-24T14:45:00+05:30,81.09,2025-02-24T15:15:00+05:30,94.45,day_close,2,4,6172.40,100.00,6072.40,
2025-02-25,TRADED,,2025-02-27,2025-02-25T09:30:00+05:30,22554.25,22550,TRADED,149.65,2025-02-25T09:30:00+05:30,104.05,2025-02-25T15:15:00+05:30,81.84,day_close,TRADED,83.29,2025-02-25T09:30:00+05:30,65.55,2025-02-25T15:15:00+05:30,44.45,day_close,2,4,10220.60,100.00,10120.60,
2025-02-27,TRADED,,2025-02-27,2025-02-27T09:30:00+05:30,22554.8,22550,TRADED,88.67,2025-02-27T09:30:00+05:30,43.65,2025-02-27T15:15:00+05:30,1.1,day_close,TRADED,40.57,2025-02-27T09:30:00+05:30,23.1,2025-02-27T15:15:00+05:30,1.6,day_close,2,4,15613.00,100.00,15513.00,
2025-02-28,TRADED,,2025-03-06,2025-02-28T09:30:00+05:30,22337.7,22350,TRADED,299.96,2025-02-28T09:30:00+05:30,167.45,2025-02-28T15:15:00+05:30,78.55,day_close,NO_SIGNAL,,,,,,,1,2,22594.00,50.00,22544.00,NIFTY_22350_PE_06_MAR_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-03-03,TRADED,,2025-03-06,2025-03-03T09:30:00+05:30,22173.2,22150,TRADED,196.83,2025-03-03T09:30:00+05:30,173.6,2025-03-03T13:15:00+05:30,142.5,stop_loss_ma_cross,TRADED,103.33,2025-03-03T09:30:00+05:30,97.1,2025-03-03T09:45:00+05:30,119.85,stop_loss_ma_cross,2,4,1131.00,100.00,1031.00,
2025-03-04,TRADED,,2025-03-06,2025-03-04T09:30:00+05:30,21999.5,22000,TRADED,197.99,2025-03-04T09:30:00+05:30,116.75,2025-03-04T15:00:00+05:30,148.69,stop_loss_ma_cross,TRADED,74.44,2025-03-04T10:00:00+05:30,69.05,2025-03-04T12:15:00+05:30,68.09,stop_loss_ma_cross,2,4,-9094.80,100.00,-9194.80,
2025-03-05,TRADED,,2025-03-06,2025-03-05T09:30:00+05:30,22192.8,22200,NO_SIGNAL,,,,,,,TRADED,167.23,2025-03-05T09:30:00+05:30,80.55,2025-03-05T15:15:00+05:30,35.5,day_close,1,2,11193.00,50.00,11143.00,NIFTY_22200_CE_06_MAR_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-03-06,TRADED,,2025-03-06,2025-03-06T09:30:00+05:30,22364.1,22350,TRADED,63.80,2025-03-06T09:30:00+05:30,56.6,2025-03-06T11:15:00+05:30,99.35,stop_loss_ma_cross,TRADED,99.02,2025-03-06T09:30:00+05:30,58.4,2025-03-06T15:15:00+05:30,0.15,day_close,2,4,2990.00,100.00,2890.00,
2025-03-07,TRADED,,2025-03-13,2025-03-07T09:30:00+05:30,22511.6,22500,TRADED,181.40,2025-03-07T12:15:00+05:30,170.9,2025-03-07T12:45:00+05:30,198.25,stop_loss_ma_cross,TRADED,182.59,2025-03-07T09:30:00+05:30,138.0,2025-03-07T15:15:00+05:30,103.3,day_close,2,4,871.00,100.00,771.00,
2025-03-10,TRADED,,2025-03-13,2025-03-10T09:30:00+05:30,22582.85,22600,TRADED,136.25,2025-03-10T09:30:00+05:30,113.0,2025-03-10T09:45:00+05:30,153.0,stop_loss_ma_cross,TRADED,147.88,2025-03-10T09:30:00+05:30,145.95,2025-03-10T13:45:00+05:30,132.75,stop_loss_ma_cross,2,4,-8008.00,100.00,-8108.00,
2025-03-11,TRADED,,2025-03-13,2025-03-11T09:30:00+05:30,22362.9,22350,TRADED,263.39,2025-03-11T09:30:00+05:30,121.75,2025-03-11T13:30:00+05:30,187.15,stop_loss_ma_cross,TRADED,68.36,2025-03-11T12:30:00+05:30,66.65,2025-03-11T15:15:00+05:30,53.05,day_close,2,4,-14508.00,100.00,-14608.00,
2025-03-12,TRADED,,2025-03-13,2025-03-12T09:30:00+05:30,22462.1,22450,TRADED,119.56,2025-03-12T09:30:00+05:30,93.65,2025-03-12T14:30:00+05:30,85.75,stop_loss_ma_cross,TRADED,103.84,2025-03-12T09:30:00+05:30,94.95,2025-03-12T10:15:00+05:30,102.8,stop_loss_ma_cross,2,4,-1027.00,100.00,-1127.00,
2025-03-13,TRADED,,2025-03-13,2025-03-13T09:30:00+05:30,22483.85,22500,TRADED,40.13,2025-03-13T09:30:00+05:30,25.0,2025-03-13T10:00:00+05:30,54.2,stop_loss_ma_cross,TRADED,122.81,2025-03-13T09:30:00+05:30,54.3,2025-03-13T11:45:00+05:30,92.45,stop_loss_ma_cross,2,4,-18551.00,100.00,-18651.00,
2025-03-17,TRADED,,2025-03-20,2025-03-17T09:30:00+05:30,22539.1,22550,TRADED,98.28,2025-03-17T10:30:00+05:30,96.3,2025-03-17T11:00:00+05:30,100.6,stop_loss_ma_cross,TRADED,179.62,2025-03-17T09:30:00+05:30,104.9,2025-03-17T15:15:00+05:30,123.5,day_close,2,4,-6994.00,100.00,-7094.00,
2025-03-18,TRADED,,2025-03-20,2025-03-18T09:30:00+05:30,22644.1,22650,NO_SIGNAL,,,,,,,TRADED,185.08,2025-03-18T09:30:00+05:30,106.75,2025-03-18T15:15:00+05:30,32.85,day_close,1,2,18694.00,50.00,18644.00,NIFTY_22650_CE_20_MAR_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-03-19,TRADED,,2025-03-20,2025-03-19T09:30:00+05:30,22848.45,22850,NO_SIGNAL,,,,,,,TRADED,135.98,2025-03-19T09:30:00+05:30,80.84,2025-03-19T15:15:00+05:30,47.95,day_close,1,2,8031.40,50.00,7981.40,NIFTY_22850_CE_20_MAR_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-03-20,TRADED,,2025-03-20,2025-03-20T09:30:00+05:30,23064.65,23050,TRADED,31.59,2025-03-20T10:15:00+05:30,27.45,2025-03-20T10:30:00+05:30,42.75,stop_loss_ma_cross,TRADED,156.80,2025-03-20T09:30:00+05:30,44.5,2025-03-20T15:15:00+05:30,0.15,day_close,2,4,6513.00,100.00,6413.00,
2025-03-21,TRADED,,2025-03-27,2025-03-21T09:30:00+05:30,23196.2,23200,NO_SIGNAL,,,,,,,TRADED,174.82,2025-03-21T09:30:00+05:30,126.5,2025-03-21T15:15:00+05:30,64.8,day_close,1,2,15522.00,50.00,15472.00,NIFTY_23200_CE_27_MAR_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-03-24,TRADED,,2025-03-27,2025-03-24T09:30:00+05:30,23498.9,23500,NO_SIGNAL,,,,,,,TRADED,207.85,2025-03-24T09:30:00+05:30,127.95,2025-03-24T15:15:00+05:30,66.25,day_close,1,2,15522.00,50.00,15472.00,NIFTY_23500_CE_27_MAR_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-03-25,TRADED,,2025-03-27,2025-03-25T09:30:00+05:30,23721.65,23700,TRADED,142.18,2025-03-25T11:30:00+05:30,122.1,2025-03-25T14:00:00+05:30,149.5,stop_loss_ma_cross,TRADED,165.91,2025-03-25T09:30:00+05:30,125.8,2025-03-25T15:15:00+05:30,99.25,day_close,2,4,-1261.00,100.00,-1361.00,
2025-03-26,TRADED,,2025-03-27,2025-03-26T09:30:00+05:30,23699.8,23700,TRADED,143.33,2025-03-26T09:30:00+05:30,104.0,2025-03-26T15:15:00+05:30,25.65,day_close,TRADED,98.08,2025-03-26T10:00:00+05:30,90.65,2025-03-26T11:15:00+05:30,98.1,stop_loss_ma_cross,2,4,17394.00,100.00,17294.00,
2025-03-27,TRADED,,2025-03-27,2025-03-27T09:30:00+05:30,23543.8,23550,TRADED,132.58,2025-03-27T09:30:00+05:30,66.8,2025-03-27T15:15:00+05:30,42.3,day_close,TRADED,57.99,2025-03-27T09:30:00+05:30,57.55,2025-03-27T15:15:00+05:30,0.4,day_close,2,4,20189.00,100.00,20089.00,
2025-03-28,TRADED,,2025-04-03,2025-03-28T09:30:00+05:30,23558.75,23550,TRADED,223.98,2025-03-28T09:30:00+05:30,179.3,2025-03-28T11:00:00+05:30,219.25,stop_loss_ma_cross,TRADED,117.12,2025-03-28T10:45:00+05:30,100.7,2025-03-28T11:45:00+05:30,116.5,stop_loss_ma_cross,2,4,-15535.00,100.00,-15635.00,
2025-04-01,TRADED,,2025-04-03,2025-04-01T09:30:00+05:30,23472.7,23450,TRADED,204.54,2025-04-01T09:30:00+05:30,124.8,2025-04-01T15:15:00+05:30,23.9,day_close,TRADED,84.86,2025-04-01T09:45:00+05:30,67.2,2025-04-01T10:15:00+05:30,93.9,stop_loss_ma_cross,2,4,18252.00,100.00,18152.00,
2025-04-02,TRADED,,2025-04-03,2025-04-02T09:30:00+05:30,23246.3,23250,TRADED,123.85,2025-04-02T09:30:00+05:30,106.8,2025-04-02T10:30:00+05:30,100.4,stop_loss_ma_cross,TRADED,105.72,2025-04-02T09:30:00+05:30,89.95,2025-04-02T15:15:00+05:30,46.55,day_close,2,4,11908.00,100.00,11808.00,
2025-04-03,TRADED,,2025-04-03,2025-04-03T09:30:00+05:30,23251.65,23250,TRADED,91.60,2025-04-03T09:30:00+05:30,42.1,2025-04-03T15:15:00+05:30,3.05,day_close,TRADED,62.90,2025-04-03T09:30:00+05:30,51.45,2025-04-03T15:15:00+05:30,0.2,day_close,2,4,22438.00,100.00,22338.00,
2025-04-04,TRADED,,2025-04-09,2025-04-04T09:30:00+05:30,23077.8,23100,TRADED,261.14,2025-04-04T09:30:00+05:30,132.9,2025-04-04T15:15:00+05:30,41.95,day_close,NO_SIGNAL,,,,,,,1,2,23127.00,50.00,23077.00,NIFTY_23100_PE_09_APR_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-04-07,TRADED,,2025-04-09,2025-04-07T09:30:00+05:30,22042.35,22050,TRADED,935.39,2025-04-07T09:30:00+05:30,310.5,2025-04-07T15:00:00+05:30,316.64,stop_loss_ma_cross,NO_SIGNAL,,,,,,,1,2,-2116.40,50.00,-2166.40,NIFTY_22050_PE_09_APR_25.csv had no qualifying bar with open below prior 25-close SMA between 09:30 and 15:00
2025-04-08,TRADED,,2025-04-09,2025-04-08T09:30:00+05:30,22545.6,22550,TRADED,79.66,2025-04-08T10:45:00+05:30,69.34,2025-04-08T11:00:00+05:30,103.35,stop_loss_ma_cross,TRADED,600.84,2025-04-08T09:30:00+05:30,159.6,2025-04-08T15:15:00+05:30,167.45,day_close,2,4,-11923.60,100.00,-12023.60,
2025-04-09,TRADED,,2025-04-09,2025-04-09T09:30:00+05:30,22382.9,22400,TRADED,258.03,2025-04-09T09:30:00+05:30,79.2,2025-04-09T15:15:00+05:30,0.85,day_close,TRADED,136.95,2025-04-09T09:30:00+05:30,112.3,2025-04-09T15:15:00+05:30,0.65,day_close,2,4,48360.00,100.00,48260.00,
2025-04-11,TRADED,,2025-04-17,2025-04-11T09:30:00+05:30,22762.45,22750,TRADED,275.75,2025-04-11T14:30:00+05:30,264.39,2025-04-11T14:45:00+05:30,285.6,stop_loss_ma_cross,TRADED,446.30,2025-04-11T09:30:00+05:30,208.1,2025-04-11T14:30:00+05:30,232.1,stop_loss_ma_cross,2,4,-12794.60,100.00,-12894.60,
2025-04-15,TRADED,,2025-04-17,2025-04-15T09:30:00+05:30,23297.9,23300,TRADED,112.00,2025-04-15T14:00:00+05:30,111.9,2025-04-15T15:15:00+05:30,88.55,day_close,TRADED,480.74,2025-04-15T09:30:00+05:30,141.25,2025-04-15T15:15:00+05:30,105.0,day_close,2,4,14456.00,100.00,14356.00,
2025-04-16,TRADED,,2025-04-17,2025-04-16T09:30:00+05:30,23333.5,23350,TRADED,89.02,2025-04-16T09:30:00+05:30,47.2,2025-04-16T14:00:00+05:30,88.1,stop_loss_ma_cross,TRADED,123.02,2025-04-16T09:30:00+05:30,90.0,2025-04-16T10:45:00+05:30,125.2,stop_loss_ma_cross,2,4,-20826.00,100.00,-20926.00,
2025-04-17,TRADED,,2025-04-17,2025-04-17T09:30:00+05:30,23309.8,23300,TRADED,90.67,2025-04-17T09:30:00+05:30,42.5,2025-04-17T09:45:00+05:30,107.0,stop_loss_ma_cross,TRADED,67.51,2025-04-17T09:30:00+05:30,50.4,2025-04-17T15:15:00+05:30,0.15,day_close,2,4,-4745.00,100.00,-4845.00,
