entry_date,status,skip_reason,expiry_date,next_trading_day,spot_entry_timestamp,spot_entry_open,atm_strike,ce_entry_timestamp,ce_entry_open,ce_exit_timestamp,ce_exit_open,pe_entry_timestamp,pe_entry_open,pe_exit_timestamp,pe_exit_open,gross_pnl,brokerage,net_pnl,adjustments,remarks
2025-02-18,TRADED,,2025-02-20,2025-02-19,2025-02-18T15:20:00+05:30,22940.2,22950,2025-02-18T15:20:00+05:30,112.9,2025-02-19T09:16:00+05:30,76.7,2025-02-18T15:20:00+05:30,124.95,2025-02-19T09:16:00+05:30,165.55,-4.40,100.00,-104.40,0,
2025-02-19,TRADED,,2025-02-20,2025-02-20,2025-02-19T15:20:00+05:30,22931.25,22950,2025-02-19T15:20:00+05:30,74.59,2025-02-20T09:16:00+05:30,45.35,2025-02-19T15:20:00+05:30,88.8,2025-02-20T09:16:00+05:30,121.45,-3.41,100.00,-103.41,0,
2025-02-20,TRADED,,2025-02-27,2025-02-21,2025-02-20T15:20:00+05:30,22919.1,22900,2025-02-20T15:20:00+05:30,185.5,2025-02-21T09:16:00+05:30,164.05,2025-02-20T15:20:00+05:30,143.35,2025-02-21T09:16:00+05:30,154.85,9.95,100.00,-90.05,0,
2025-02-21,TRADED,,2025-02-27,2025-02-24,2025-02-21T15:20:00+05:30,22793.25,22800,2025-02-21T15:20:00+05:30,151.65,2025-02-24T09:16:00+05:30,94.9,2025-02-21T15:20:00+05:30,133.8,2025-02-24T09:16:00+05:30,186.1,4.45,100.00,-95.55,0,
2025-02-24,TRADED,,2025-02-27,2025-02-25,2025-02-24T15:20:00+05:30,22549.9,22550,2025-02-24T15:20:00+05:30,139.55,2025-02-25T09:16:00+05:30,122.1,2025-02-24T15:20:00+05:30,76.05,2025-02-25T09:16:00+05:30,78.3,15.20,100.00,-84.80,0,
2025-02-25,TRADED,,2025-02-27,2025-02-27,2025-02-25T15:20:00+05:30,22545.05,22550,2025-02-25T15:20:00+05:30,81.0,2025-02-27T09:16:00+05:30,60.8,2025-02-25T15:20:00+05:30,46.1,2025-02-27T09:16:00+05:30,26.35,39.95,100.00,-60.05,0,
2025-02-27,TRADED,,2025-03-06,2025-02-28,2025-02-27T15:20:00+05:30,22540.15,22550,2025-02-27T15:20:00+05:30,170.3,2025-02-28T09:16:00+05:30,88.7,2025-02-27T15:20:00+05:30,119.0,2025-02-28T09:16:00+05:30,229.4,-28.80,100.00,-128.80,0,
2025-02-28,TRADED,,2025-03-06,2025-03-03,2025-02-28T15:20:00+05:30,22123.05,22100,2025-02-28T15:20:00+05:30,201.25,2025-03-03T09:16:00+05:30,217.8,2025-02-28T15:20:00+05:30,109.05,2025-03-03T09:16:00+05:30,76.9,15.60,100.00,-84.40,0,
2025-03-03,TRADED,,2025-03-06,2025-03-04,2025-03-03T15:20:00+05:30,22119.55,22100,2025-03-03T15:20:00+05:30,145.69,2025-03-04T09:16:00+05:30,69.59,2025-03-03T15:20:00+05:30,94.25,2025-03-04T09:16:00+05:30,157.9,12.45,100.00,-87.55,0,
2025-03-04,TRADED,,2025-03-06,2025-03-05,2025-03-04T15:20:00+05:30,22087.75,22100,2025-03-04T15:20:00+05:30,86.55,2025-03-05T09:16:00+05:30,88.05,2025-03-04T15:20:00+05:30,103.75,2025-03-05T09:16:00+05:30,80.25,22.00,100.00,-78.00,0,
2025-03-05,TRADED,,2025-03-06,2025-03-06,2025-03-05T15:20:00+05:30,22334.4,22350,2025-03-05T15:20:00+05:30,69.4,2025-03-06T09:16:00+05:30,112.5,2025-03-05T15:20:00+05:30,85.15,2025-03-06T09:16:00+05:30,23.2,18.85,100.00,-81.15,0,
