date,net_pnl,equity,peak,drawdown,drawdown_pct
2021-12-23,-8225.02,1864652.56,1872877.58,8225.02,0.44
2021-12-30,13797.60,1878450.16,1878450.16,0.00,0.00
2022-01-06,27532.46,1905982.61,1905982.61,0.00,0.00
2022-01-13,11122.47,1917105.08,1917105.08,0.00,0.00
2022-01-20,-1547.55,1915557.53,1917105.08,1547.55,0.08
2022-01-27,-4828.90,1910728.63,1917105.08,6376.45,0.33
2022-02-03,47348.01,1958076.64,1958076.64,0.00,0.00
2022-02-10,19849.88,1977926.52,1977926.52,0.00,0.00
2022-02-17,3208.66,1981135.18,1981135.18,0.00,0.00
2022-02-24,-31108.15,1950027.02,1981135.18,31108.15,1.57
2022-03-03,30472.91,1980499.93,1981135.18,635.25,0.03
2022-03-10,2925.34,1983425.27,1983425.27,0.00,0.00
2022-03-17,8615.03,1992040.30,1992040.30,0.00,0.00
2022-03-24,19201.79,2011242.09,2011242.09,0.00,0.00
2022-03-31,20347.69,2031589.78,2031589.78,0.00,0.00
2022-04-07,3259.70,2034849.48,2034849.48,0.00,0.00
2022-04-13,6111.86,2040961.34,2040961.34,0.00,0.00
2022-04-21,-14822.58,2026138.76,2040961.34,14822.58,0.73
2022-04-28,414.88,2026553.64,2040961.34,14407.70,0.71
2022-05-05,12930.83,2039484.47,2040961.34,1476.86,0.07
2022-05-12,10049.78,2049534.25,2049534.25,0.00,0.00
2022-05-19,-19981.56,2029552.69,2049534.25,19981.56,0.97
2022-05-26,12165.01,2041717.70,2049534.25,7816.55,0.38
2022-06-02,14980.39,2056698.08,2056698.08,0.00,0.00
2022-06-09,28005.74,2084703.82,2084703.82,0.00,0.00
2022-06-16,-9841.74,2074862.08,2084703.82,9841.74,0.47
2022-06-23,4980.89,2079842.97,2084703.82,4860.85,0.23
2022-06-30,14542.04,2094385.01,2094385.01,0.00,0.00
2022-07-07,14119.67,2108504.69,2108504.69,0.00,0.00
2022-07-14,22558.01,2131062.69,2131062.69,0.00,0.00
2022-07-21,641.97,2131704.67,2131704.67,0.00,0.00
2022-07-28,-6952.44,2124752.23,2131704.67,6952.44,0.33
2022-08-04,-4375.30,2120376.92,2131704.67,11327.74,0.53
2022-08-11,20177.11,2140554.04,2140554.04,0.00,0.00
2022-08-18,7377.60,2147931.64,2147931.64,0.00,0.00
2022-08-25,-11297.59,2136634.04,2147931.64,11297.59,0.53
2022-09-01,-14739.08,2121894.96,2147931.64,26036.67,1.21
2022-09-08,5799.32,2127694.29,2147931.64,20237.35,0.94
2022-09-15,-5087.84,2122606.45,2147931.64,25325.19,1.18
2022-09-22,6986.47,2129592.92,2147931.64,18338.72,0.85
2022-09-29,12793.44,2142386.36,2147931.64,5545.28,0.26
2022-10-06,18592.40,2160978.75,2160978.75,0.00,0.00
2022-10-13,14112.52,2175091.27,2175091.27,0.00,0.00
2022-10-20,11339.57,2186430.84,2186430.84,0.00,0.00
2022-10-27,3464.08,2189894.92,2189894.92,0.00,0.00
2022-11-03,12717.09,2202612.02,2202612.02,0.00,0.00
2022-11-10,9183.50,2211795.52,2211795.52,0.00,0.00
2022-11-17,14420.13,2226215.65,2226215.65,0.00,0.00
2022-11-24,-3805.56,2222410.08,2226215.65,3805.56,0.17
2022-12-01,10888.23,2233298.32,2233298.32,0.00,0.00
2022-12-08,12015.86,2245314.17,2245314.17,0.00,0.00
2022-12-15,-3356.02,2241958.15,2245314.17,3356.02,0.15
2022-12-29,5124.74,2247082.89,2247082.89,0.00,0.00
2023-01-05,4974.74,2252057.63,2252057.63,0.00,0.00
2023-01-12,5649.18,2257706.82,2257706.82,0.00,0.00
2023-01-19,21466.10,2279172.91,2279172.91,0.00,0.00
2023-01-25,140.09,2279313.00,2279313.00,0.00,0.00
2023-02-02,-11961.10,2267351.90,2279313.00,11961.10,0.52
2023-02-09,12232.78,2279584.68,2279584.68,0.00,0.00
2023-02-16,9092.87,2288677.56,2288677.56,0.00,0.00
2023-02-23,-12886.10,2275791.46,2288677.56,12886.10,0.56
2023-03-02,7392.52,2283183.98,2288677.56,5493.58,0.24
2023-03-09,1340.58,2284524.56,2288677.56,4153.00,0.18
2023-03-16,-1877.18,2282647.38,2288677.56,6030.18,0.26
2023-03-23,4806.99,2287454.37,2288677.56,1223.19,0.05
2023-03-29,6439.87,2293894.24,2293894.24,0.00,0.00
2023-04-06,4237.95,2298132.18,2298132.18,0.00,0.00
2023-05-18,4220.95,2302353.13,2302353.13,0.00,0.00
2023-06-01,21970.64,2324323.77,2324323.77,0.00,0.00
2023-08-24,18651.95,2342975.72,2342975.72,0.00,0.00
2023-09-07,-106.21,2342869.51,2342975.72,106.21,0.00
2023-10-05,7302.58,2350172.09,2350172.09,0.00,0.00
2023-12-07,-4084.72,2346087.37,2350172.09,4084.72,0.17
2023-12-14,-236.83,2345850.54,2350172.09,4321.55,0.18
2023-12-21,6286.17,2352136.71,2352136.71,0.00,0.00
2023-12-28,1186.54,2353323.25,2353323.25,0.00,0.00
2024-01-04,7205.74,2360528.99,2360528.99,0.00,0.00
2024-01-11,-5399.83,2355129.16,2360528.99,5399.83,0.23
2024-01-18,-2900.94,2352228.22,2360528.99,8300.76,0.35
2024-01-25,-4349.26,2347878.96,2360528.99,12650.02,0.54
2024-02-01,435.52,2348314.48,2360528.99,12214.50,0.52
2024-02-08,3308.33,2351622.81,2360528.99,8906.17,0.38
2024-02-15,7930.31,2359553.12,2360528.99,975.87,0.04
2024-02-22,348.74,2359901.86,2360528.99,627.13,0.03
2024-02-29,4629.78,2364531.64,2364531.64,0.00,0.00
2024-03-07,4493.61,2369025.25,2369025.25,0.00,0.00
2024-03-14,13042.21,2382067.46,2382067.46,0.00,0.00
2024-03-21,-1134.76,2380932.70,2382067.46,1134.76,0.05
2024-03-28,5744.22,2386676.92,2386676.92,0.00,0.00
2024-04-04,984.73,2387661.65,2387661.65,0.00,0.00
2024-04-25,7133.13,2394794.78,2394794.78,0.00,0.00
2024-05-09,2901.41,2397696.20,2397696.20,0.00,0.00
2024-05-16,-19627.19,2378069.01,2397696.20,19627.19,0.82
2024-05-23,-2533.96,2375535.05,2397696.20,22161.15,0.92
2024-05-30,7911.67,2383446.72,2397696.20,14249.48,0.59
2024-06-06,-35660.76,2347785.96,2397696.20,49910.24,2.08
2024-06-13,28756.26,2376542.22,2397696.20,21153.98,0.88
2024-06-20,5014.34,2381556.56,2397696.20,16139.64,0.67
2024-06-27,-3567.51,2377989.05,2397696.20,19707.15,0.82
2024-07-04,19979.09,2397968.14,2397968.14,0.00,0.00
2024-07-11,1008.99,2398977.13,2398977.13,0.00,0.00
2024-07-18,3530.44,2402507.57,2402507.57,0.00,0.00
2024-07-25,6011.33,2408518.89,2408518.89,0.00,0.00
2024-08-01,20145.85,2428664.75,2428664.75,0.00,0.00
2024-08-08,-22045.82,2406618.93,2428664.75,22045.82,0.91
2024-08-14,21301.83,2427920.76,2428664.75,743.99,0.03
2024-08-22,11672.53,2439593.29,2439593.29,0.00,0.00
2024-08-29,1954.50,2441547.79,2441547.79,0.00,0.00
2024-09-05,13808.49,2455356.28,2455356.28,0.00,0.00
2024-09-12,-23285.04,2432071.24,2455356.28,23285.04,0.95
2024-09-19,8050.89,2440122.13,2455356.28,15234.15,0.62
2024-09-26,-21551.85,2418570.28,2455356.28,36786.00,1.50
2024-10-03,-12090.80,2406479.48,2455356.28,48876.80,1.99
2024-10-10,-11941.29,2394538.19,2455356.28,60818.09,2.48
2024-10-17,5247.93,2399786.13,2455356.28,55570.16,2.26
2024-10-24,3413.17,2403199.29,2455356.28,52156.99,2.12
2024-10-31,2382.17,2405581.46,2455356.28,49774.82,2.03
2024-11-14,17618.52,2423199.99,2455356.28,32156.29,1.31
2024-11-21,12866.71,2436066.70,2455356.28,19289.58,0.79
2024-11-28,14503.82,2450570.52,2455356.28,4785.76,0.19
2024-12-05,-9250.54,2441319.98,2455356.28,14036.30,0.57
2024-12-12,29010.15,2470330.14,2470330.14,0.00,0.00
2024-12-19,-3939.56,2466390.57,2470330.14,3939.56,0.16
2024-12-26,16907.88,2483298.45,2483298.45,0.00,0.00
2025-01-02,-1353.51,2481944.94,2483298.45,1353.51,0.05
2025-01-09,13862.21,2495807.15,2495807.15,0.00,0.00
2025-01-16,-3595.36,2492211.78,2495807.15,3595.36,0.14
2025-01-23,17208.11,2509419.89,2509419.89,0.00,0.00
2025-01-30,15664.03,2525083.93,2525083.93,0.00,0.00
2025-02-06,19616.12,2544700.05,2544700.05,0.00,0.00
2025-02-13,28589.50,2573289.54,2573289.54,0.00,0.00
2025-02-20,763.44,2574052.98,2574052.98,0.00,0.00
2025-02-27,31227.01,2605279.99,2605279.99,0.00,0.00
2025-03-06,-17291.42,2587988.57,2605279.99,17291.42,0.66
2025-03-13,5076.28,2593064.85,2605279.99,12215.14,0.47
2025-03-20,-4489.20,2588575.65,2605279.99,16704.34,0.64
2025-03-27,5456.46,2594032.11,2605279.99,11247.88,0.43
2025-04-03,6664.45,2600696.56,2605279.99,4583.43,0.18
2025-04-09,-47375.66,2553320.90,2605279.99,51959.09,1.99
2025-04-17,-16138.14,2537182.76,2605279.99,68097.23,2.61
2025-04-24,15798.66,2552981.42,2605279.99,52298.57,2.01
2025-04-30,24961.05,2577942.47,2605279.99,27337.52,1.05
2025-05-08,9632.95,2587575.42,2605279.99,17704.57,0.68
2025-05-15,-41582.62,2545992.79,2605279.99,59287.20,2.28
2025-05-22,15892.07,2561884.86,2605279.99,43395.12,1.67
2025-05-29,-3545.10,2558339.77,2605279.99,46940.22,1.80
2025-06-05,11280.34,2569620.11,2605279.99,35659.88,1.37
2025-06-12,21672.82,2591292.92,2605279.99,13987.07,0.54
2025-06-19,19984.59,2611277.51,2611277.51,0.00,0.00
2025-06-26,-11705.16,2599572.35,2611277.51,11705.16,0.45
2025-07-03,11157.17,2610729.52,2611277.51,547.99,0.02
2025-07-10,16014.87,2626744.39,2626744.39,0.00,0.00
2025-08-21,15783.90,2642528.29,2642528.29,0.00,0.00
2025-09-02,8190.84,2650719.12,2650719.12,0.00,0.00
2025-11-11,-1164.65,2649554.48,2650719.12,1164.65,0.04
2025-11-18,12413.47,2661967.95,2661967.95,0.00,0.00
2025-11-25,-4106.55,2657861.40,2661967.95,4106.55,0.15
2025-12-02,11547.28,2669408.67,2669408.67,0.00,0.00
2026-01-27,-8032.14,2661376.53,2669408.67,8032.14,0.30
2026-02-03,7057.88,2668434.41,2669408.67,974.26,0.04
2026-02-10,15939.74,2684374.15,2684374.15,0.00,0.00
2026-02-24,890.80,2685264.95,2685264.95,0.00,0.00
2026-03-02,-3403.35,2681861.60,2685264.95,3403.35,0.13
2026-03-10,1156.21,2683017.81,2685264.95,2247.13,0.08
2026-03-17,12127.40,2695145.21,2695145.21,0.00,0.00
2026-04-28,11414.42,2706559.64,2706559.64,0.00,0.00
2026-05-05,-5449.88,2701109.76,2706559.64,5449.88,0.20
2026-05-19,3625.67,2704735.43,2706559.64,1824.20,0.07
2026-05-26,19173.76,2723909.19,2723909.19,0.00,0.00
2026-06-02,22980.06,2746889.25,2746889.25,0.00,0.00
2026-06-09,859.94,2747749.19,2747749.19,0.00,0.00
2026-06-16,-10874.69,2736874.50,2747749.19,10874.69,0.40
