entry_date,exit_date,expiry,atm,entry_spot,prev_vix,lot_size,lots,qty,traded,skip_reason,remarks,legs_traded,adds,unwinds,rolls,orders,max_legs,gross_points,gross_pnl,costs,net_pnl,stale_prices,adds_blocked,rolls_blocked,entry_offset,entry_balance
2020-12-18,2020-12-24,2020-12-24,13750,13725.80,19.16,75,5,375,YES,,,15,9,9,4,30,5,-155.15,-58181.25,1395.70,-59576.95,494,413,1,0,0.88
2020-12-28,2020-12-31,2020-12-31,13850,13843.80,19.97,75,5,375,YES,,,12,8,5,2,24,5,141.15,52931.25,784.19,52147.06,0,12,356,0,0.89
2021-01-01,2021-01-07,2021-01-07,14000,14014.30,21.10,75,5,375,YES,,,14,10,8,2,28,5,123.30,46237.50,990.50,45247.00,0,359,33,0,0.89
2021-01-08,2021-01-14,2021-01-14,14250,14235.80,20.62,75,4,300,YES,,,8,3,2,3,16,5,119.95,35985.00,603.59,35381.41,260,425,252,0,0.85
2021-01-15,2021-01-21,2021-01-21,14600,14585.00,23.03,75,4,300,YES,,,15,11,8,2,30,5,206.70,62010.00,1102.10,60907.90,231,198,425,0,0.97
2021-01-22,2021-01-28,2021-01-28,14600,14599.70,22.18,75,4,300,YES,,,15,11,8,2,30,5,-163.80,-49140.00,1177.70,-50317.70,92,4,740,0,0.87
2021-01-29,2021-02-04,2021-02-04,13950,13929.20,24.29,75,5,375,YES,,,13,8,5,3,26,5,-134.05,-50268.75,1274.44,-51543.19,1109,0,1115,0,0.99
2021-02-05,2021-02-11,2021-02-11,14950,14982.80,23.12,75,4,300,YES,,,12,7,7,3,24,5,103.55,31065.00,924.74,30140.26,49,54,0,-50,0.97
2021-02-12,2021-02-18,2021-02-18,15200,15172.40,23.05,75,4,300,YES,,,13,10,7,1,26,5,158.30,47490.00,879.12,46610.88,0,23,220,50,0.98
2021-02-19,2021-02-25,2021-02-25,15050,15054.50,21.54,75,4,300,YES,,,17,11,11,4,34,5,-236.05,-70815.00,1350.91,-72165.91,811,370,0,0,0.96
2021-02-26,2021-03-04,2021-03-04,14850,14871.70,22.89,75,4,300,YES,,,13,9,6,2,26,5,132.35,39705.00,1072.68,38632.32,231,0,740,0,0.92
2021-03-05,2021-03-10,2021-03-10,15000,15004.80,24.15,75,4,300,YES,,,10,7,4,1,20,5,327.20,98160.00,714.85,97445.15,0,23,323,0,0.81
2021-03-12,2021-03-18,2021-03-18,15300,15306.30,20.75,75,4,300,YES,,,16,11,8,3,32,5,63.00,18900.00,1364.88,17535.12,138,83,451,0,0.82
2021-03-19,2021-03-25,2021-03-25,14450,14436.80,20.08,75,4,300,YES,,,18,14,12,2,36,5,61.45,18435.00,1490.27,16944.73,390,367,0,0,0.97
2021-03-26,2021-04-01,2021-04-01,14450,14442.60,22.70,75,4,300,YES,,,13,7,6,4,26,5,82.85,24855.00,1068.35,23786.65,409,249,0,0,0.92
2021-04-05,2021-04-08,2021-04-08,14750,14771.30,19.99,75,4,300,YES,,,14,10,8,2,28,5,150.90,45270.00,1056.22,44213.78,200,444,3,0,0.96
2021-04-09,2021-04-15,2021-04-15,14850,14840.00,20.31,75,4,300,YES,,,13,6,6,5,26,5,25.30,7590.00,1160.40,6429.60,310,284,0,0,0.87
2021-04-16,2021-04-22,2021-04-22,14600,14596.40,20.89,75,4,300,YES,,,12,8,8,2,24,5,66.35,19905.00,970.49,18934.51,6,162,0,0,0.97
2021-04-23,2021-04-29,2021-04-29,14350,14371.00,23.03,75,4,300,YES,,,8,3,0,3,16,5,174.30,52290.00,670.73,51619.27,370,0,741,0,0.82
2021-04-30,2021-05-06,2021-05-06,14750,14778.00,23.31,75,4,300,YES,,,15,12,10,1,30,5,137.25,41175.00,1131.50,40043.50,8,138,0,-50,0.97
2021-05-07,2021-05-12,2021-05-12,14850,14846.20,22.04,75,4,300,YES,,,12,10,8,0,24,4,233.45,70035.00,709.95,69325.05,3,225,0,0,0.98
2021-05-14,2021-05-20,2021-05-20,14700,14664.20,20.08,75,4,300,YES,,,7,3,0,2,14,5,287.45,86235.00,506.93,85728.07,42,0,1115,50,0.89
2021-05-21,2021-05-27,2021-05-27,15000,14993.20,19.32,75,4,300,YES,,,15,11,8,2,30,5,133.60,40080.00,1082.53,38997.47,0,55,566,0,0.81
2021-05-28,2021-06-03,2021-06-03,15450,15423.90,19.91,75,4,300,YES,,,13,10,7,1,26,5,80.55,24165.00,847.12,23317.88,0,17,365,50,0.85
2021-06-04,2021-06-10,2021-06-10,15700,15698.70,15.75,75,4,300,YES,,,12,10,9,0,24,4,143.05,42915.00,719.34,42195.66,0,204,0,0,0.87
2021-06-11,2021-06-17,2021-06-17,15800,15815.50,15.00,75,4,300,YES,,,12,10,8,0,24,5,80.25,24075.00,753.79,23321.21,2,163,0,0,0.96
2021-06-18,2021-06-24,2021-06-24,15700,15727.70,15.29,75,4,300,YES,,,17,14,14,1,34,5,-55.05,-16515.00,1140.02,-17655.02,7,93,0,-50,0.93
2021-06-25,2021-07-01,2021-07-01,15800,15802.70,15.10,75,4,300,YES,,,10,8,5,0,20,5,149.35,44805.00,615.56,44189.44,1,122,238,0,0.90
2021-07-02,2021-07-08,2021-07-08,15650,15666.50,12.84,75,0,0,NO,balance_check_failed,"Best of 11 strikes near ATM 15650 was 15650 at 76.5%, needs >= 80%",0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2021-07-09,2021-07-15,2021-07-15,15650,15646.50,13.56,75,4,300,YES,,,12,9,7,1,24,5,29.15,8745.00,787.47,7957.53,33,871,0,0,0.97
2021-07-16,2021-07-22,2021-07-22,15950,15940.50,12.27,75,4,300,YES,,,9,5,5,2,18,5,23.55,7065.00,634.86,6430.14,19,240,243,0,0.91
2021-07-23,2021-07-29,2021-07-29,0,0.00,11.89,75,0,0,NO,vix_below_floor,Previous day India VIX 11.89 < 12.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2021-07-30,2021-08-05,2021-08-05,15800,15786.00,12.95,75,0,0,NO,balance_check_failed,"Best of 11 strikes near ATM 15800 was 15800 at 76.6%, needs >= 80%",0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2021-08-06,2021-08-12,2021-08-12,16300,16321.00,12.87,75,4,300,YES,,,15,13,11,0,30,5,93.50,28050.00,886.55,27163.45,0,364,0,0,0.95
2021-08-13,2021-08-18,2021-08-18,16400,16425.20,12.37,75,4,300,YES,,,13,10,7,1,26,5,116.00,34800.00,823.17,33976.83,0,42,387,-50,0.91
2021-08-20,2021-08-26,2021-08-26,16450,16453.70,12.91,75,4,300,YES,,,11,8,5,1,22,5,126.85,38055.00,704.94,37350.06,6,149,739,0,0.87
2021-08-27,2021-09-02,2021-09-02,16650,16628.30,13.54,75,4,300,YES,,,9,4,1,3,18,5,-101.20,-30360.00,670.57,-31030.57,218,14,1021,0,0.91
2021-09-03,2021-09-09,2021-09-09,17300,17291.80,14.24,75,4,300,YES,,,14,11,11,1,28,5,114.10,34230.00,866.28,33363.72,0,38,0,0,0.98
2021-09-13,2021-09-16,2021-09-16,17300,17337.30,13.94,75,4,300,YES,,,7,3,0,2,14,5,24.60,7380.00,477.49,6902.51,0,313,524,-50,0.83
2021-09-17,2021-09-23,2021-09-23,17700,17736.80,14.41,75,3,225,YES,,,18,14,13,2,36,5,-136.85,-30791.25,1172.76,-31964.01,0,365,0,-50,0.99
2021-09-24,2021-09-30,2021-09-30,17950,17915.20,16.60,75,3,225,YES,,,18,12,11,4,36,5,36.45,8201.25,1206.33,6994.92,56,213,0,50,0.89
2021-10-01,2021-10-07,2021-10-07,17450,17502.60,18.40,50,6,300,YES,,,10,6,6,2,20,5,101.85,30555.00,812.95,29742.05,273,450,279,-50,0.93
2021-10-08,2021-10-14,2021-10-14,17850,17872.80,16.16,50,5,250,YES,,,12,7,4,3,24,5,-12.45,-3112.50,808.22,-3920.72,94,0,615,0,0.96
2021-10-18,2021-10-21,2021-10-21,18450,18484.60,15.77,50,5,250,YES,,,20,16,13,2,40,5,47.95,11987.50,1223.12,10764.38,0,46,305,-50,0.99
2021-10-22,2021-10-28,2021-10-28,18250,18248.20,18.04,50,5,250,YES,,,17,13,10,2,34,5,39.55,9887.50,1168.55,8718.95,8,208,184,0,0.84
2021-10-29,2021-11-03,2021-11-03,17700,17669.80,17.91,50,5,250,YES,,,20,15,15,3,40,5,126.25,31562.50,1365.04,30197.46,0,191,86,50,0.97
2021-11-04,2021-11-11,2021-11-11,0,0.00,16.13,50,0,0,NO,no_spot_at_entry,No 09:20 spot candle.,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0,0,0,0,0.00
2021-11-12,2021-11-18,2021-11-18,17950,17953.90,16.35,50,5,250,YES,,,13,10,7,1,26,5,20.65,5162.50,877.14,4285.36,21,20,422,0,0.87
2021-11-22,2021-11-25,2021-11-25,17650,17632.70,14.86,50,5,250,YES,,,15,11,11,2,30,5,-36.35,-9087.50,1066.37,-10153.87,10,55,0,0,0.82
2021-11-26,2021-12-02,2021-12-02,17300,17295.30,16.66,50,6,300,YES,,,17,12,9,3,34,5,18.25,5475.00,1357.40,4117.60,20,0,301,0,0.82
2021-12-03,2021-12-09,2021-12-09,17450,17458.20,18.09,50,6,300,YES,,,15,7,5,6,30,5,240.00,72000.00,1261.54,70738.46,214,721,2,0,0.84
2021-12-10,2021-12-16,2021-12-16,17500,17523.20,16.60,50,6,300,YES,,,18,16,14,0,36,5,81.90,24570.00,1251.29,23318.71,0,359,0,0,0.88
2021-12-17,2021-12-23,2021-12-23,17200,17182.70,15.90,50,6,300,YES,,,13,6,6,5,26,5,-74.20,-22260.00,1187.86,-23447.86,336,365,67,0,0.96
2021-12-24,2021-12-30,2021-12-30,17100,17102.70,15.83,50,6,300,YES,,,13,10,9,1,26,5,145.20,43560.00,940.00,42620.00,0,423,19,0,0.88
2021-12-31,2022-01-06,2022-01-06,17300,17298.10,16.57,50,6,300,YES,,,11,4,1,5,22,5,281.60,84480.00,844.23,83635.77,38,14,924,0,0.98
2022-01-07,2022-01-13,2022-01-13,17850,17841.90,17.98,50,5,250,YES,,,13,9,6,2,26,5,118.45,29612.50,885.93,28726.57,127,0,740,0,0.99
2022-01-14,2022-01-20,2022-01-20,18150,18181.00,16.70,50,5,250,YES,,,12,8,5,2,24,5,-8.75,-2187.50,831.78,-3019.28,7,47,689,-50,0.99
2022-01-21,2022-01-27,2022-01-27,17550,17549.90,17.79,50,5,250,YES,,,20,14,13,4,40,5,-36.50,-9125.00,1531.25,-10656.25,160,341,23,0,0.86
2022-01-28,2022-02-03,2022-02-03,17250,17239.30,21.07,50,6,300,YES,,,10,7,4,1,20,5,479.60,143880.00,891.98,142988.02,341,0,740,0,0.82
2022-02-04,2022-02-10,2022-02-10,17500,17551.20,19.16,50,5,250,YES,,,17,11,8,4,34,5,208.45,52112.50,1284.20,50828.30,318,21,415,-50,0.95
2022-02-11,2022-02-17,2022-02-17,17400,17404.60,17.71,50,6,300,YES,,,14,10,9,2,28,5,40.70,12210.00,1262.43,10947.57,32,447,12,0,0.83
2022-02-18,2022-02-24,2022-02-24,17300,17278.50,22.01,50,6,300,YES,,,13,10,7,1,26,5,-303.10,-90930.00,1167.26,-92097.26,1,6,360,0,0.87
2022-02-25,2022-03-03,2022-03-03,16600,16587.90,31.98,50,6,300,YES,,,13,11,10,0,26,5,312.05,93615.00,969.08,92645.92,0,101,3,0,0.90
2022-03-04,2022-03-10,2022-03-10,16250,16259.10,28.16,50,6,300,YES,,,15,12,9,1,30,5,38.80,11640.00,1447.98,10192.02,177,0,461,0,0.94
2022-03-11,2022-03-17,2022-03-17,16550,16574.30,25.58,50,6,300,YES,,,12,9,6,1,24,5,93.60,28080.00,1102.10,26977.90,243,0,365,0,0.98
2022-03-21,2022-03-24,2022-03-24,17300,17304.00,22.61,50,6,300,YES,,,16,14,14,0,32,5,200.65,60195.00,1079.22,59115.78,0,126,0,0,0.92
2022-03-25,2022-03-31,2022-03-31,17250,17202.10,23.93,50,6,300,YES,,,10,8,5,0,20,5,209.05,62715.00,727.94,61987.06,1,0,740,50,0.97
2022-04-01,2022-04-07,2022-04-07,17500,17482.10,20.56,50,6,300,YES,,,12,6,6,4,24,5,39.85,11955.00,1043.11,10911.89,4,106,378,0,0.92
2022-04-08,2022-04-13,2022-04-13,17700,17672.40,19.00,50,5,250,YES,,,16,13,11,1,32,5,69.80,17450.00,1037.55,16412.45,0,234,0,50,1.00
2022-04-18,2022-04-21,2022-04-21,17200,17205.10,17.79,50,6,300,YES,,,18,14,13,2,36,5,-138.10,-41430.00,1338.53,-42768.53,22,365,0,0,0.93
2022-04-22,2022-04-28,2022-04-28,17200,17215.80,17.85,50,6,300,YES,,,15,13,11,0,30,5,12.45,3735.00,1074.37,2660.63,0,191,0,0,0.91
2022-04-29,2022-05-05,2022-05-05,17350,17341.80,19.38,50,6,300,YES,,,14,8,5,4,28,5,137.65,41295.00,1180.90,40114.10,172,0,427,0,0.87
2022-05-06,2022-05-12,2022-05-12,16400,16403.10,20.29,50,6,300,YES,,,20,14,11,4,40,5,111.90,33570.00,1532.67,32037.33,0,30,345,0,0.97
2022-05-13,2022-05-19,2022-05-19,15950,15966.70,24.27,50,6,300,YES,,,20,15,14,3,40,5,-188.20,-56460.00,1596.68,-58056.68,48,365,22,0,0.98
2022-05-20,2022-05-26,2022-05-26,16100,16123.00,24.56,50,6,300,YES,,,20,18,17,0,40,5,132.45,39735.00,1351.98,38383.02,0,121,149,0,0.84
2022-05-27,2022-06-02,2022-06-02,16300,16315.40,22.72,50,6,300,YES,,,15,11,9,2,30,5,158.55,47565.00,1207.84,46357.16,0,155,0,0,0.96
2022-06-03,2022-06-09,2022-06-09,16800,16780.30,20.32,50,6,300,YES,,,14,8,5,4,28,5,288.20,86460.00,1121.19,85338.81,6,18,492,0,0.87
2022-06-10,2022-06-16,2022-06-16,16300,16309.80,19.14,50,6,300,YES,,,10,5,3,3,20,5,-92.05,-27615.00,966.22,-28581.22,44,343,55,0,0.97
2022-06-17,2022-06-23,2022-06-23,15300,15259.70,22.87,50,6,300,YES,,,14,9,9,3,28,5,57.95,17385.00,1120.73,16264.27,0,127,36,50,0.95
2022-06-24,2022-06-30,2022-06-30,15700,15713.80,20.88,50,6,300,YES,,,17,15,14,0,34,5,154.55,46365.00,1134.08,45230.92,4,100,0,0,0.81
2022-07-01,2022-07-07,2022-07-07,15700,15712.50,21.84,50,6,300,YES,,,15,10,7,3,30,5,149.70,44910.00,1134.98,43775.02,0,0,365,0,0.81
2022-07-08,2022-07-14,2022-07-14,16200,16210.30,19.20,50,6,300,YES,,,14,10,7,2,28,5,233.15,69945.00,949.38,68995.62,0,125,156,0,0.99
2022-07-15,2022-07-21,2022-07-21,16000,16006.90,18.34,50,6,300,YES,,,9,5,2,2,18,5,11.65,3495.00,719.48,2775.52,5,105,740,0,0.85
2022-07-22,2022-07-28,2022-07-28,16700,16695.70,16.86,50,6,300,YES,,,12,7,6,3,24,5,-62.85,-18855.00,869.52,-19724.52,13,377,0,0,0.80
2022-07-29,2022-08-04,2022-08-04,17100,17111.50,17.01,50,6,300,YES,,,19,15,15,2,38,5,-33.25,-9975.00,1357.31,-11332.31,0,121,134,0,0.88
2022-08-05,2022-08-11,2022-08-11,17450,17439.30,19.26,50,6,300,YES,,,7,5,2,0,14,5,205.65,61695.00,502.86,61192.14,0,15,350,0,0.85
2022-08-12,2022-08-18,2022-08-18,17650,17620.40,18.36,50,5,250,YES,,,7,5,2,0,14,5,77.65,19412.50,472.90,18939.60,3,61,740,50,0.95
2022-08-19,2022-08-25,2022-08-25,17950,17973.70,17.35,50,5,250,YES,,,18,11,11,5,36,5,-102.45,-25612.50,1357.08,-26969.58,98,67,41,0,0.90
2022-08-26,2022-09-01,2022-09-01,17650,17672.80,19.57,50,5,250,YES,,,10,8,8,0,20,5,-141.40,-35350.00,789.70,-36139.70,20,255,74,0,0.85
2022-09-02,2022-09-08,2022-09-08,17600,17601.90,19.87,50,5,250,YES,,,14,12,11,0,28,5,65.60,16400.00,910.49,15489.51,0,125,63,0,0.89
2022-09-09,2022-09-15,2022-09-15,17900,17891.20,18.31,50,5,250,YES,,,13,11,11,0,26,5,-43.80,-10950.00,849.20,-11799.20,0,205,0,0,1.00
2022-09-16,2022-09-22,2022-09-22,17750,17767.60,18.39,50,5,250,YES,,,14,10,10,2,28,5,77.90,19475.00,1017.61,18457.39,11,221,0,0,0.84
2022-09-23,2022-09-29,2022-09-29,17550,17562.90,18.82,50,5,250,YES,,,16,12,9,2,32,5,137.85,34462.50,1346.11,33116.39,432,12,555,0,0.99
2022-09-30,2022-10-06,2022-10-06,16800,16779.10,21.30,50,6,300,YES,,,11,7,4,2,22,5,192.55,57765.00,949.41,56815.59,9,2,630,0,0.95
2022-10-07,2022-10-13,2022-10-13,17300,17290.20,19.32,50,6,300,YES,,,16,12,10,2,32,5,150.10,45030.00,1182.04,43847.96,0,340,0,0,0.95
2022-10-14,2022-10-20,2022-10-20,17300,17281.00,20.29,50,6,300,YES,,,13,10,9,1,26,5,120.60,36180.00,934.09,35245.91,0,144,121,0,0.85
2022-10-21,2022-10-27,2022-10-27,17600,17642.90,17.23,50,5,250,YES,,,10,8,8,0,20,4,40.00,10000.00,631.80,9368.20,750,123,0,-50,0.88
2022-10-28,2022-11-03,2022-11-03,17800,17802.10,16.60,50,5,250,YES,,,5,3,0,0,10,5,130.00,32500.00,353.26,32146.74,0,9,1115,0,0.98
2022-11-04,2022-11-10,2022-11-10,18100,18056.80,15.94,50,5,250,YES,,,13,9,7,2,26,5,98.80,24700.00,820.85,23879.15,0,374,23,50,1.00
2022-11-11,2022-11-17,2022-11-17,18300,18307.70,15.57,50,5,250,YES,,,13,11,11,0,26,5,150.95,37737.50,766.78,36970.72,0,473,95,0,0.86
2022-11-18,2022-11-24,2022-11-24,18400,18346.80,14.88,50,5,250,YES,,,11,8,7,1,22,5,-32.00,-8000.00,735.11,-8735.11,0,433,0,50,0.82
2022-11-25,2022-12-01,2022-12-01,18500,18458.80,13.48,50,5,250,YES,,,9,5,2,2,18,5,113.75,28437.50,579.71,27857.79,0,196,385,50,0.90
2022-12-02,2022-12-08,2022-12-08,18800,18737.90,13.36,50,5,250,YES,,,12,10,8,0,24,5,126.60,31650.00,760.76,30889.24,0,556,0,50,0.95
