entry_expiry,entry_date,status,skip_reason,target_expiry,spot_entry_timestamp,spot_entry_open,atm_strike,sell_ce_strike,sell_ce_entry_timestamp,sell_ce_entry_open,sell_ce_exit_timestamp,sell_ce_exit_open,sell_pe_strike,sell_pe_entry_timestamp,sell_pe_entry_open,sell_pe_exit_timestamp,sell_pe_exit_open,buy_ce_strike,buy_ce_entry_timestamp,buy_ce_entry_open,buy_ce_exit_timestamp,buy_ce_exit_open,buy_pe_strike,buy_pe_entry_timestamp,buy_pe_entry_open,buy_pe_exit_timestamp,buy_pe_exit_open,lot_size,net_entry_credit_points,gross_pnl,brokerage,net_pnl,remarks
2022-04-28,2022-05-05,SKIPPED,no_trading_day_between_expiries,2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,No spot trading day found strictly between 2022-04-28 and 2022-05-05.
2022-05-05,2022-05-06,TRADED,,2022-05-12,2022-05-06T09:15:00+05:30,16415.6,16400,16650,2022-05-06T09:15:00+05:30,139.2,2022-05-12T15:15:00+05:30,0.2,16150,2022-05-06T09:15:00+05:30,83.15,2022-05-12T15:15:00+05:30,343.0,16850,2022-05-06T09:15:00+05:30,28.0,2022-05-12T15:15:00+05:30,0.05,15950,2022-05-06T09:15:00+05:30,47.15,2022-05-12T15:15:00+05:30,142.2,50,147.20,-3087.50,200.00,-3287.50,
2022-05-12,2022-05-13,TRADED,,2022-05-19,2022-05-13T09:15:00+05:30,15977.0,16000,16250,2022-05-13T09:15:00+05:30,55.65,2022-05-19T15:15:00+05:30,0.05,15750,2022-05-13T09:15:00+05:30,149.65,2022-05-19T15:15:00+05:30,0.25,16450,2022-05-13T09:15:00+05:30,26.25,2022-05-19T15:15:00+05:30,0.1,15550,2022-05-13T09:15:00+05:30,58.2,2022-05-19T15:15:00+05:30,0.05,50,120.85,5635.00,200.00,5435.00,
2022-05-19,2022-05-20,TRADED,,2022-05-26,2022-05-20T09:15:00+05:30,16043.8,16050,16300,2022-05-20T09:15:00+05:30,54.0,2022-05-26T15:15:00+05:30,0.1,15800,2022-05-20T09:15:00+05:30,166.0,2022-05-26T15:15:00+05:30,0.1,16500,2022-05-20T09:15:00+05:30,25.4,2022-05-26T15:15:00+05:30,0.1,15600,2022-05-20T09:15:00+05:30,94.05,2022-05-26T15:15:00+05:30,0.05,50,100.55,4625.00,200.00,4425.00,
2022-05-26,2022-05-27,TRADED,,2022-06-02,2022-05-27T09:15:00+05:30,16296.6,16300,16550,2022-05-27T09:15:00+05:30,74.05,2022-06-02T15:15:00+05:30,78.0,16050,2022-05-27T09:15:00+05:30,93.6,2022-06-02T15:15:00+05:30,0.05,16750,2022-05-27T09:15:00+05:30,26.95,2022-06-02T15:15:00+05:30,0.05,15850,2022-05-27T09:15:00+05:30,50.35,2022-06-02T15:15:00+05:30,0.05,50,90.35,220.00,200.00,20.00,
2022-06-02,2022-06-03,TRADED,,2022-06-09,2022-06-03T09:15:00+05:30,16761.7,16750,17000,2022-06-03T09:15:00+05:30,74.4,2022-06-09T15:15:00+05:30,0.05,16500,2022-06-03T09:15:00+05:30,81.0,2022-06-09T15:15:00+05:30,28.65,17200,2022-06-03T09:15:00+05:30,26.0,2022-06-09T15:15:00+05:30,0.05,16300,2022-06-03T09:15:00+05:30,43.8,2022-06-09T15:15:00+05:30,0.15,50,85.60,2455.00,200.00,2255.00,
2022-06-09,2022-06-10,SKIPPED,missing_candle_at_timestamp,2022-06-16,2022-06-10T09:15:00+05:30,16284.0,16300,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,NIFTY_16550_CE_16_JUN_22.csv exit@2022-06-16T15:15:00+05:30
2022-06-16,2022-06-17,TRADED,,2022-06-23,2022-06-17T09:15:00+05:30,15272.7,15250,15500,2022-06-17T09:15:00+05:30,114.3,2022-06-23T15:15:00+05:30,59.55,15000,2022-06-17T09:15:00+05:30,96.05,2022-06-23T15:15:00+05:30,0.05,15700,2022-06-17T09:15:00+05:30,45.0,2022-06-23T15:15:00+05:30,0.05,14800,2022-06-17T09:15:00+05:30,68.0,2022-06-23T15:15:00+05:30,0.05,50,97.35,1492.50,200.00,1292.50,
2022-06-23,2022-06-24,TRADED,,2022-06-30,2022-06-24T09:15:00+05:30,15657.4,15650,15900,2022-06-24T09:15:00+05:30,70.0,2022-06-30T15:15:00+05:30,0.1,15400,2022-06-24T09:15:00+05:30,73.0,2022-06-30T15:15:00+05:30,0.1,16100,2022-06-24T09:15:00+05:30,25.4,2022-06-30T15:15:00+05:30,0.05,15200,2022-06-24T09:15:00+05:30,31.95,2022-06-30T15:15:00+05:30,0.05,50,85.65,3877.50,200.00,3677.50,
2022-06-30,2022-07-01,SKIPPED,missing_candle_at_timestamp,2022-07-07,2022-07-01T09:15:00+05:30,15703.7,15700,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,NIFTY_15450_PE_07_JUL_22.csv exit@2022-07-07T15:15:00+05:30
2022-07-07,2022-07-08,TRADED,,2022-07-14,2022-07-08T09:15:00+05:30,16273.7,16250,16500,2022-07-08T09:15:00+05:30,47.7,2022-07-14T15:15:00+05:30,0.05,16000,2022-07-08T09:15:00+05:30,79.0,2022-07-14T15:15:00+05:30,62.9,16700,2022-07-08T09:15:00+05:30,15.2,2022-07-14T15:15:00+05:30,0.05,15800,2022-07-08T09:15:00+05:30,31.8,2022-07-14T15:15:00+05:30,0.05,50,79.70,442.50,200.00,242.50,
2022-07-14,2022-07-15,SKIPPED,missing_candle_at_timestamp,2022-07-21,2022-07-15T09:15:00+05:30,16010.8,16000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,NIFTY_15750_PE_21_JUL_22.csv exit@2022-07-21T15:15:00+05:30; NIFTY_15550_PE_21_JUL_22.csv exit@2022-07-21T15:15:00+05:30
2022-07-21,2022-07-22,TRADED,,2022-07-28,2022-07-22T09:15:00+05:30,16661.2,16650,16900,2022-07-22T09:15:00+05:30,34.0,2022-07-28T15:15:00+05:30,29.95,16400,2022-07-22T09:15:00+05:30,59.45,2022-07-28T15:15:00+05:30,0.05,17100,2022-07-22T09:15:00+05:30,7.9,2022-07-28T15:15:00+05:30,0.05,16200,2022-07-22T09:15:00+05:30,25.0,2022-07-28T15:15:00+05:30,0.05,50,60.55,1132.50,200.00,932.50,
2022-07-28,2022-07-29,TRADED,,2022-08-04,2022-07-29T09:15:00+05:30,17079.5,17100,17350,2022-07-29T09:15:00+05:30,39.8,2022-08-04T15:15:00+05:30,34.7,16850,2022-07-29T09:15:00+05:30,69.0,2022-08-04T15:15:00+05:30,0.05,17550,2022-07-29T09:15:00+05:30,10.05,2022-08-04T15:15:00+05:30,0.1,16650,2022-07-29T09:15:00+05:30,39.65,2022-08-04T15:15:00+05:30,0.05,50,59.10,825.00,200.00,625.00,
2022-08-04,2022-08-05,TRADED,,2022-08-11,2022-08-05T09:15:00+05:30,17423.7,17400,17650,2022-08-05T09:15:00+05:30,70.0,2022-08-11T15:15:00+05:30,9.5,17150,2022-08-05T09:15:00+05:30,85.0,2022-08-11T15:15:00+05:30,0.05,17850,2022-08-05T09:15:00+05:30,26.6,2022-08-11T15:15:00+05:30,0.05,16950,2022-08-05T09:15:00+05:30,38.4,2022-08-11T15:15:00+05:30,0.05,50,90.00,3627.50,200.00,3427.50,
2022-08-11,2022-08-12,TRADED,,2022-08-18,2022-08-12T09:15:00+05:30,17659.7,17650,17900,2022-08-12T09:15:00+05:30,44.35,2022-08-18T15:15:00+05:30,57.7,17400,2022-08-12T09:15:00+05:30,41.65,2022-08-18T15:15:00+05:30,0.1,18100,2022-08-12T09:15:00+05:30,11.95,2022-08-18T15:15:00+05:30,0.1,17200,2022-08-12T09:15:00+05:30,19.05,2022-08-18T15:15:00+05:30,0.05,50,55.00,-532.50,200.00,-732.50,
2022-08-18,2022-08-19,TRADED,,2022-08-25,2022-08-19T09:15:00+05:30,17966.6,17950,18200,2022-08-19T09:15:00+05:30,40.0,2022-08-25T15:15:00+05:30,0.05,17700,2022-08-19T09:15:00+05:30,39.0,2022-08-25T15:15:00+05:30,190.95,18400,2022-08-19T09:15:00+05:30,12.35,2022-08-25T15:15:00+05:30,0.05,17500,2022-08-19T09:15:00+05:30,18.5,2022-08-25T15:15:00+05:30,6.45,50,48.15,-7217.50,200.00,-7417.50,
2022-08-25,2022-08-26,TRADED,,2022-09-01,2022-08-26T09:15:00+05:30,17619.3,17600,17850,2022-08-26T09:15:00+05:30,63.0,2022-09-01T15:15:00+05:30,0.1,17350,2022-08-26T09:15:00+05:30,80.0,2022-09-01T15:15:00+05:30,0.1,18050,2022-08-26T09:15:00+05:30,23.3,2022-09-01T15:15:00+05:30,0.1,17150,2022-08-26T09:15:00+05:30,35.0,2022-09-01T15:15:00+05:30,0.05,50,84.70,3832.50,200.00,3632.50,
2022-09-01,2022-09-02,TRADED,,2022-09-08,2022-09-02T09:15:00+05:30,17598.4,17600,17850,2022-09-02T09:15:00+05:30,71.0,2022-09-08T15:15:00+05:30,0.1,17350,2022-09-02T09:15:00+05:30,93.0,2022-09-08T15:15:00+05:30,0.1,18050,2022-09-02T09:15:00+05:30,25.0,2022-09-08T15:15:00+05:30,0.05,17150,2022-09-02T09:15:00+05:30,43.3,2022-09-08T15:15:00+05:30,0.1,50,95.70,4382.50,200.00,4182.50,
2022-09-08,2022-09-09,TRADED,,2022-09-15,2022-09-09T09:15:00+05:30,17923.3,17900,18150,2022-09-09T09:15:00+05:30,33.4,2022-09-15T15:15:00+05:30,0.15,17650,2022-09-09T09:15:00+05:30,78.75,2022-09-15T15:15:00+05:30,0.05,18350,2022-09-09T09:15:00+05:30,13.2,2022-09-15T15:15:00+05:30,0.1,17450,2022-09-09T09:15:00+05:30,29.95,2022-09-15T15:15:00+05:30,0.1,50,69.00,3050.00,200.00,2850.00,
2022-09-15,2022-09-16,TRADED,,2022-09-22,2022-09-16T09:15:00+05:30,17796.8,17800,18050,2022-09-16T09:15:00+05:30,68.75,2022-09-22T15:15:00+05:30,0.05,17550,2022-09-16T09:15:00+05:30,57.55,2022-09-22T15:15:00+05:30,0.45,18250,2022-09-16T09:15:00+05:30,27.0,2022-09-22T15:15:00+05:30,0.1,17350,2022-09-16T09:15:00+05:30,31.45,2022-09-22T15:15:00+05:30,0.05,50,67.85,2975.00,200.00,2775.00,
2022-09-22,2022-09-23,SKIPPED,missing_candle_at_timestamp,2022-09-29,2022-09-23T09:15:00+05:30,17593.8,17600,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,NIFTY_18050_CE_29_SEP_22.csv exit@2022-09-29T15:15:00+05:30
2022-09-29,2022-09-30,TRADED,,2022-10-06,2022-09-30T09:15:00+05:30,16798.1,16800,17050,2022-09-30T09:15:00+05:30,88.0,2022-10-06T15:15:00+05:30,287.05,16550,2022-09-30T09:15:00+05:30,92.0,2022-10-06T15:15:00+05:30,0.05,17250,2022-09-30T09:15:00+05:30,36.95,2022-10-06T15:15:00+05:30,86.9,16350,2022-09-30T09:15:00+05:30,48.05,2022-10-06T15:15:00+05:30,0.05,50,95.00,-5657.50,200.00,-5857.50,
2022-10-06,2022-10-07,SKIPPED,missing_candle_at_timestamp,2022-10-13,2022-10-07T09:15:00+05:30,17287.2,17300,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,NIFTY_17750_CE_13_OCT_22.csv exit@2022-10-13T15:15:00+05:30
2022-10-13,2022-10-14,TRADED,,2022-10-20,2022-10-14T09:15:00+05:30,17322.3,17300,17550,2022-10-14T09:15:00+05:30,58.6,2022-10-20T15:15:00+05:30,8.2,17050,2022-10-14T09:15:00+05:30,119.75,2022-10-20T15:15:00+05:30,0.05,17750,2022-10-14T09:15:00+05:30,15.0,2022-10-20T15:15:00+05:30,0.05,16850,2022-10-14T09:15:00+05:30,63.25,2022-10-20T15:15:00+05:30,0.05,50,100.10,4197.50,200.00,3997.50,
2022-10-20,2022-10-21,TRADED,,2022-10-27,2022-10-21T09:15:00+05:30,17622.8,17600,17850,2022-10-21T09:15:00+05:30,34.7,2022-10-27T15:15:00+05:30,0.1,17350,2022-10-21T09:15:00+05:30,24.6,2022-10-27T15:15:00+05:30,0.05,18050,2022-10-21T09:15:00+05:30,8.55,2022-10-27T15:15:00+05:30,0.1,17150,2022-10-21T09:15:00+05:30,24.35,2022-10-27T15:15:00+05:30,0.05,50,26.40,920.00,200.00,720.00,
2022-10-27,2022-10-28,TRADED,,2022-11-03,2022-10-28T09:15:00+05:30,17756.4,17750,18000,2022-10-28T09:15:00+05:30,49.9,2022-11-03T15:15:00+05:30,54.35,17500,2022-10-28T09:15:00+05:30,50.0,2022-11-03T15:15:00+05:30,0.1,18200,2022-10-28T09:15:00+05:30,11.0,2022-11-03T15:15:00+05:30,0.05,17300,2022-10-28T09:15:00+05:30,23.4,2022-11-03T15:15:00+05:30,0.1,50,65.50,160.00,200.00,-40.00,
2022-11-03,2022-11-04,TRADED,,2022-11-10,2022-11-04T09:15:00+05:30,18053.4,18050,18300,2022-11-04T09:15:00+05:30,45.0,2022-11-10T15:15:00+05:30,0.05,17800,2022-11-04T09:15:00+05:30,45.45,2022-11-10T15:15:00+05:30,0.05,18500,2022-11-04T09:15:00+05:30,14.95,2022-11-10T15:15:00+05:30,0.05,17600,2022-11-04T09:15:00+05:30,20.0,2022-11-10T15:15:00+05:30,0.05,50,55.50,2375.00,200.00,2175.00,
2022-11-10,2022-11-11,TRADED,,2022-11-17,2022-11-11T09:15:00+05:30,18272.3,18250,18500,2022-11-11T09:15:00+05:30,50.0,2022-11-17T15:15:00+05:30,0.05,18000,2022-11-11T09:15:00+05:30,49.0,2022-11-17T15:15:00+05:30,0.05,18700,2022-11-11T09:15:00+05:30,12.6,2022-11-17T15:15:00+05:30,0.1,17800,2022-11-11T09:15:00+05:30,23.0,2022-11-17T15:15:00+05:30,0.05,50,63.40,2772.50,200.00,2572.50,
2022-11-17,2022-11-18,TRADED,,2022-11-24,2022-11-18T09:15:00+05:30,18382.9,18400,18650,2022-11-18T09:15:00+05:30,21.3,2022-11-24T15:15:00+05:30,0.1,18150,2022-11-18T09:15:00+05:30,39.7,2022-11-24T15:15:00+05:30,0.25,18850,2022-11-18T09:15:00+05:30,4.95,2022-11-24T15:15:00+05:30,0.1,17950,2022-11-18T09:15:00+05:30,19.9,2022-11-24T15:15:00+05:30,0.1,50,36.15,1400.00,200.00,1200.00,
2022-11-24,2022-11-25,TRADED,,2022-12-01,2022-11-25T09:15:00+05:30,18528.4,18550,18800,2022-11-25T09:15:00+05:30,18.9,2022-12-01T15:15:00+05:30,12.8,18300,2022-11-25T09:15:00+05:30,25.05,2022-12-01T15:15:00+05:30,0.15,19000,2022-11-25T09:15:00+05:30,5.1,2022-12-01T15:15:00+05:30,0.05,18100,2022-11-25T09:15:00+05:30,11.65,2022-12-01T15:15:00+05:30,0.05,50,27.20,317.50,200.00,117.50,
2022-12-01,2022-12-02,TRADED,,2022-12-08,2022-12-02T09:15:00+05:30,18752.4,18750,19000,2022-12-02T09:15:00+05:30,43.65,2022-12-08T15:15:00+05:30,0.1,18500,2022-12-02T09:15:00+05:30,29.45,2022-12-08T15:15:00+05:30,0.15,19200,2022-12-02T09:15:00+05:30,13.5,2022-12-08T15:15:00+05:30,0.05,18300,2022-12-02T09:15:00+05:30,6.55,2022-12-08T15:15:00+05:30,0.05,50,53.05,2245.00,200.00,2045.00,
2022-12-08,2022-12-09,TRADED,,2022-12-15,2022-12-09T09:15:00+05:30,18662.4,18650,18900,2022-12-09T09:15:00+05:30,23.7,2022-12-15T15:15:00+05:30,0.15,18400,2022-12-09T09:15:00+05:30,22.25,2022-12-15T15:15:00+05:30,1.6,19100,2022-12-09T09:15:00+05:30,7.4,2022-12-15T15:15:00+05:30,0.05,18200,2022-12-09T09:15:00+05:30,7.55,2022-12-15T15:15:00+05:30,0.15,50,31.00,1072.50,200.00,872.50,
2022-12-15,2022-12-16,TRADED,,2022-12-22,2022-12-16T09:15:00+05:30,18319.1,18300,18550,2022-12-16T09:15:00+05:30,40.0,2022-12-22T15:15:00+05:30,0.1,18050,2022-12-16T09:15:00+05:30,28.85,2022-12-22T15:15:00+05:30,0.1,18750,2022-12-16T09:15:00+05:30,14.6,2022-12-22T15:15:00+05:30,0.05,17850,2022-12-16T09:15:00+05:30,15.0,2022-12-22T15:15:00+05:30,0.05,50,39.25,1557.50,200.00,1357.50,
2022-12-22,2022-12-23,TRADED,,2022-12-29,2022-12-23T09:15:00+05:30,17977.7,18000,18250,2022-12-23T09:15:00+05:30,55.95,2022-12-29T15:15:00+05:30,0.15,17750,2022-12-23T09:15:00+05:30,36.85,2022-12-29T15:15:00+05:30,0.05,18450,2022-12-23T09:15:00+05:30,18.35,2022-12-29T15:15:00+05:30,0.1,17550,2022-12-23T09:15:00+05:30,18.05,2022-12-29T15:15:00+05:30,0.05,50,56.40,2417.50,200.00,2217.50,
2022-12-29,2022-12-30,TRADED,,2023-01-05,2022-12-30T09:15:00+05:30,18259.1,18250,18500,2022-12-30T09:15:00+05:30,29.95,2023-01-05T15:15:00+05:30,0.05,18000,2022-12-30T09:15:00+05:30,30.1,2023-01-05T15:15:00+05:30,13.8,18700,2022-12-30T09:15:00+05:30,7.0,2023-01-05T15:15:00+05:30,0.1,17800,2022-12-30T09:15:00+05:30,14.95,2023-01-05T15:15:00+05:30,0.05,50,38.10,820.00,200.00,620.00,
2023-01-05,2023-01-06,TRADED,,2023-01-12,2023-01-06T09:15:00+05:30,18008.1,18000,18250,2023-01-06T09:15:00+05:30,39.85,2023-01-12T15:15:00+05:30,0.1,17750,2023-01-06T09:15:00+05:30,33.35,2023-01-12T15:15:00+05:30,0.1,18450,2023-01-06T09:15:00+05:30,10.0,2023-01-12T15:15:00+05:30,0.1,17550,2023-01-06T09:15:00+05:30,13.25,2023-01-12T15:15:00+05:30,0.05,50,49.95,2095.00,200.00,1895.00,
2023-01-12,2023-01-13,TRADED,,2023-01-19,2023-01-13T09:15:00+05:30,17867.5,17850,18100,2023-01-13T09:15:00+05:30,58.95,2023-01-19T15:15:00+05:30,8.65,17600,2023-01-13T09:15:00+05:30,42.0,2023-01-19T15:15:00+05:30,0.05,18300,2023-01-13T09:15:00+05:30,14.6,2023-01-19T15:15:00+05:30,0.05,17400,2023-01-13T09:15:00+05:30,16.95,2023-01-19T15:15:00+05:30,0.05,50,69.40,2640.00,200.00,2440.00,
2023-01-19,2023-01-20,TRADED,,2023-01-25,2023-01-20T09:15:00+05:30,18115.6,18100,18350,2023-01-20T09:15:00+05:30,24.7,2023-01-25T15:15:00+05:30,0.05,17850,2023-01-20T09:15:00+05:30,28.0,2023-01-25T15:15:00+05:30,0.15,18550,2023-01-20T09:15:00+05:30,4.5,2023-01-25T15:15:00+05:30,0.05,17650,2023-01-20T09:15:00+05:30,10.75,2023-01-25T15:15:00+05:30,0.05,50,37.45,1467.50,200.00,1267.50,
2023-01-25,2023-01-27,TRADED,,2023-02-02,2023-01-27T09:15:00+05:30,17877.2,17900,18150,2023-01-27T09:15:00+05:30,58.95,2023-02-02T15:15:00+05:30,0.05,17650,2023-01-27T09:15:00+05:30,64.1,2023-02-02T15:15:00+05:30,43.95,18350,2023-01-27T09:15:00+05:30,17.35,2023-02-02T15:15:00+05:30,0.1,17450,2023-01-27T09:15:00+05:30,26.2,2023-02-02T15:15:00+05:30,0.2,50,79.50,1390.00,200.00,1190.00,
2023-02-02,2023-02-03,TRADED,,2023-02-09,2023-02-03T09:15:00+05:30,17721.8,17700,17950,2023-02-03T09:15:00+05:30,45.05,2023-02-09T15:15:00+05:30,0.1,17450,2023-02-03T09:15:00+05:30,65.0,2023-02-09T15:15:00+05:30,0.05,18150,2023-02-03T09:15:00+05:30,20.8,2023-02-09T15:15:00+05:30,0.05,17250,2023-02-03T09:15:00+05:30,29.0,2023-02-09T15:15:00+05:30,0.05,50,60.25,2610.00,200.00,2410.00,
2023-02-09,2023-02-10,TRADED,,2023-02-16,2023-02-10T09:15:00+05:30,17847.6,17850,18100,2023-02-10T09:15:00+05:30,26.35,2023-02-16T15:15:00+05:30,0.15,17600,2023-02-10T09:15:00+05:30,29.55,2023-02-16T15:15:00+05:30,0.15,18300,2023-02-10T09:15:00+05:30,6.35,2023-02-16T15:15:00+05:30,0.1,17400,2023-02-10T09:15:00+05:30,10.05,2023-02-16T15:15:00+05:30,0.1,50,39.50,1570.00,200.00,1370.00,
2023-02-16,2023-02-17,TRADED,,2023-02-23,2023-02-17T09:15:00+05:30,17974.8,17950,18200,2023-02-17T09:15:00+05:30,29.35,2023-02-23T15:15:00+05:30,0.1,17700,2023-02-17T09:15:00+05:30,24.55,2023-02-23T15:15:00+05:30,194.15,18400,2023-02-17T09:15:00+05:30,7.3,2023-02-23T15:15:00+05:30,0.05,17500,2023-02-17T09:15:00+05:30,10.1,2023-02-23T15:15:00+05:30,1.85,50,36.50,-8192.50,200.00,-8392.50,
2023-02-23,2023-02-24,TRADED,,2023-03-02,2023-02-24T09:15:00+05:30,17591.3,17600,17850,2023-02-24T09:15:00+05:30,24.95,2023-03-02T15:15:00+05:30,0.05,17350,2023-02-24T09:15:00+05:30,40.0,2023-03-02T15:15:00+05:30,23.9,18050,2023-02-24T09:15:00+05:30,7.25,2023-03-02T15:15:00+05:30,0.05,17150,2023-02-24T09:15:00+05:30,16.0,2023-03-02T15:15:00+05:30,0.1,50,41.70,495.00,200.00,295.00,
2023-03-02,2023-03-03,TRADED,,2023-03-09,2023-03-03T09:15:00+05:30,17451.2,17450,17700,2023-03-03T09:15:00+05:30,13.25,2023-03-09T15:15:00+05:30,0.1,17200,2023-03-03T09:15:00+05:30,28.35,2023-03-09T15:15:00+05:30,0.05,17900,2023-03-03T09:15:00+05:30,3.3,2023-03-09T15:15:00+05:30,0.05,17000,2023-03-03T09:15:00+05:30,10.3,2023-03-09T15:15:00+05:30,0.05,50,28.00,997.50,200.00,797.50,
2023-03-09,2023-03-10,TRADED,,2023-03-16,2023-03-10T09:15:00+05:30,17443.8,17450,17700,2023-03-10T09:15:00+05:30,22.8,2023-03-16T15:15:00+05:30,0.05,17200,2023-03-10T09:15:00+05:30,44.75,2023-03-16T15:15:00+05:30,226.0,17900,2023-03-10T09:15:00+05:30,7.25,2023-03-16T15:15:00+05:30,0.05,17000,2023-03-10T09:15:00+05:30,10.4,2023-03-16T15:15:00+05:30,25.8,50,49.90,-7915.00,200.00,-8115.00,
2023-03-16,2023-03-17,TRADED,,2023-03-23,2023-03-17T09:15:00+05:30,17111.8,17100,17350,2023-03-17T09:15:00+05:30,56.9,2023-03-23T15:15:00+05:30,0.05,16850,2023-03-17T09:15:00+05:30,60.0,2023-03-23T15:15:00+05:30,0.1,17550,2023-03-17T09:15:00+05:30,14.0,2023-03-23T15:15:00+05:30,0.05,16650,2023-03-17T09:15:00+05:30,38.0,2023-03-23T15:15:00+05:30,0.05,50,64.90,2842.50,200.00,2642.50,
2023-03-23,2023-03-24,TRADED,,2023-03-29,2023-03-24T09:15:00+05:30,17076.2,17100,17350,2023-03-24T09:15:00+05:30,23.45,2023-03-29T15:15:00+05:30,0.1,16850,2023-03-24T09:15:00+05:30,40.0,2023-03-29T15:15:00+05:30,0.1,17550,2023-03-24T09:15:00+05:30,6.75,2023-03-29T15:15:00+05:30,0.1,16650,2023-03-24T09:15:00+05:30,22.95,2023-03-29T15:15:00+05:30,0.05,50,33.75,1285.00,200.00,1085.00,
2023-03-29,2023-03-31,TRADED,,2023-04-06,2023-03-31T09:15:00+05:30,17210.3,17200,17450,2023-03-31T09:15:00+05:30,14.3,2023-04-06T15:15:00+05:30,143.25,16950,2023-03-31T09:15:00+05:30,29.1,2023-04-06T15:15:00+05:30,0.05,17650,2023-03-31T09:15:00+05:30,3.8,2023-04-06T15:15:00+05:30,0.05,16750,2023-03-31T09:15:00+05:30,13.85,2023-04-06T15:15:00+05:30,0.1,50,25.75,-6270.00,200.00,-6470.00,
2023-04-06,2023-04-10,TRADED,,2023-04-13,2023-04-10T09:15:00+05:30,17634.9,17650,17900,2023-04-10T09:15:00+05:30,8.0,2023-04-13T15:15:00+05:30,0.05,17400,2023-04-10T09:15:00+05:30,19.0,2023-04-13T15:15:00+05:30,0.05,18100,2023-04-10T09:15:00+05:30,1.2,2023-04-13T15:15:00+05:30,0.05,17200,2023-04-10T09:15:00+05:30,5.2,2023-04-13T15:15:00+05:30,0.1,50,20.60,632.50,200.00,432.50,
2023-04-13,2023-04-17,TRADED,,2023-04-20,2023-04-17T09:15:00+05:30,17863.0,17850,18100,2023-04-17T09:15:00+05:30,8.3,2023-04-20T15:15:00+05:30,0.05,17600,2023-04-17T09:15:00+05:30,20.25,2023-04-20T15:15:00+05:30,0.05,18300,2023-04-17T09:15:00+05:30,2.15,2023-04-20T15:15:00+05:30,0.05,17400,2023-04-17T09:15:00+05:30,5.05,2023-04-20T15:15:00+05:30,0.05,50,21.35,667.50,200.00,467.50,
2023-04-20,2023-04-21,TRADED,,2023-04-27,2023-04-21T09:15:00+05:30,17639.8,17650,17900,2023-04-21T09:15:00+05:30,13.0,2023-04-27T15:15:00+05:30,15.05,17400,2023-04-21T09:15:00+05:30,19.0,2023-04-27T15:15:00+05:30,0.1,18100,2023-04-21T09:15:00+05:30,2.35,2023-04-27T15:15:00+05:30,0.05,17200,2023-04-21T09:15:00+05:30,5.35,2023-04-27T15:15:00+05:30,0.05,50,24.30,62.50,200.00,-137.50,
2023-04-27,2023-04-28,TRADED,,2023-05-04,2023-04-28T09:15:00+05:30,17950.4,17950,18200,2023-04-28T09:15:00+05:30,13.45,2023-05-04T15:15:00+05:30,59.75,17700,2023-04-28T09:15:00+05:30,12.05,2023-05-04T15:15:00+05:30,0.05,18400,2023-04-28T09:15:00+05:30,2.5,2023-05-04T15:15:00+05:30,0.05,17500,2023-04-28T09:15:00+05:30,5.2,2023-05-04T15:15:00+05:30,0.05,50,17.80,-2495.00,200.00,-2695.00,
2023-05-04,2023-05-05,TRADED,,2023-05-11,2023-05-05T09:15:00+05:30,18117.3,18100,18350,2023-05-05T09:15:00+05:30,26.0,2023-05-11T15:15:00+05:30,0.2,17850,2023-05-05T09:15:00+05:30,10.0,2023-05-11T15:15:00+05:30,0.05,18550,2023-05-05T09:15:00+05:30,5.6,2023-05-11T15:15:00+05:30,0.05,17650,2023-05-05T09:15:00+05:30,4.6,2023-05-11T15:15:00+05:30,0.05,50,25.80,882.50,200.00,682.50,
2023-05-11,2023-05-12,TRADED,,2023-05-18,2023-05-12T09:15:00+05:30,18273.8,18250,18500,2023-05-12T09:15:00+05:30,20.65,2023-05-18T15:15:00+05:30,0.1,18000,2023-05-12T09:15:00+05:30,26.4,2023-05-18T15:15:00+05:30,0.05,18700,2023-05-12T09:15:00+05:30,5.0,2023-05-18T15:15:00+05:30,0.15,17800,2023-05-12T09:15:00+05:30,7.85,2023-05-18T15:15:00+05:30,0.1,50,34.20,1315.00,200.00,1115.00,
2023-05-18,2023-05-19,TRADED,,2023-05-25,2023-05-19T09:15:00+05:30,18186.2,18200,18450,2023-05-19T09:15:00+05:30,16.0,2023-05-25T15:15:00+05:30,0.05,17950,2023-05-19T09:15:00+05:30,25.1,2023-05-25T15:15:00+05:30,0.05,18650,2023-05-19T09:15:00+05:30,4.0,2023-05-25T15:15:00+05:30,0.05,17750,2023-05-19T09:15:00+05:30,8.0,2023-05-25T15:15:00+05:30,0.05,50,29.10,1055.00,200.00,855.00,
