entry_expiry,entry_date,status,skip_reason,target_expiry,spot_entry_timestamp,spot_entry_open,atm_strike,sell_ce_strike,sell_ce_entry_timestamp,sell_ce_entry_open,sell_ce_exit_timestamp,sell_ce_exit_open,sell_pe_strike,sell_pe_entry_timestamp,sell_pe_entry_open,sell_pe_exit_timestamp,sell_pe_exit_open,buy_ce_strike,buy_ce_entry_timestamp,buy_ce_entry_open,buy_ce_exit_timestamp,buy_ce_exit_open,buy_pe_strike,buy_pe_entry_timestamp,buy_pe_entry_open,buy_pe_exit_timestamp,buy_pe_exit_open,lot_size,net_entry_credit_points,gross_pnl,brokerage,net_pnl,remarks
2024-06-06,2024-06-07,TRADED,,2024-06-13,2024-06-07T09:15:00+05:30,22821.85,22800,23050,2024-06-07T09:15:00+05:30,127.85,2024-06-13T15:15:00+05:30,347.0,22550,2024-06-07T09:15:00+05:30,103.5,2024-06-13T15:15:00+05:30,0.05,23250,2024-06-07T09:15:00+05:30,65.0,2024-06-13T15:15:00+05:30,146.65,22350,2024-06-07T09:15:00+05:30,60.65,2024-06-13T15:15:00+05:30,0.1,25,105.70,-2565.00,200.00,-2765.00,
2024-06-13,2024-06-14,TRADED,,2024-06-20,2024-06-14T09:15:00+05:30,23464.95,23450,23700,2024-06-14T09:15:00+05:30,34.8,2024-06-20T15:15:00+05:30,0.1,23200,2024-06-14T09:15:00+05:30,56.5,2024-06-20T15:15:00+05:30,0.05,23900,2024-06-14T09:15:00+05:30,13.55,2024-06-20T15:15:00+05:30,0.05,23000,2024-06-14T09:15:00+05:30,24.8,2024-06-20T15:15:00+05:30,0.05,25,52.95,1122.50,200.00,922.50,
2024-06-20,2024-06-21,TRADED,,2024-06-27,2024-06-21T09:15:00+05:30,23661.15,23650,23900,2024-06-21T09:15:00+05:30,33.5,2024-06-27T15:15:00+05:30,139.85,23400,2024-06-21T09:15:00+05:30,65.0,2024-06-27T15:15:00+05:30,0.1,24100,2024-06-21T09:15:00+05:30,10.55,2024-06-27T15:15:00+05:30,0.25,23200,2024-06-21T09:15:00+05:30,29.9,2024-06-27T15:15:00+05:30,0.1,25,58.05,-2238.75,200.00,-2438.75,
2024-06-27,2024-06-28,TRADED,,2024-07-04,2024-06-28T09:15:00+05:30,24085.9,24100,24350,2024-06-28T09:15:00+05:30,54.55,2024-07-04T15:15:00+05:30,0.1,23850,2024-06-28T09:15:00+05:30,81.55,2024-07-04T15:15:00+05:30,0.05,24550,2024-06-28T09:15:00+05:30,19.35,2024-07-04T15:15:00+05:30,0.1,23650,2024-06-28T09:15:00+05:30,43.55,2024-07-04T15:15:00+05:30,0.05,25,73.20,1630.00,200.00,1430.00,
2024-07-04,2024-07-05,TRADED,,2024-07-11,2024-07-05T09:15:00+05:30,24213.35,24200,24450,2024-07-05T09:15:00+05:30,57.85,2024-07-11T15:15:00+05:30,0.05,23950,2024-07-05T09:15:00+05:30,42.0,2024-07-11T15:15:00+05:30,0.05,24650,2024-07-05T09:15:00+05:30,16.1,2024-07-11T15:15:00+05:30,0.05,23750,2024-07-05T09:15:00+05:30,18.75,2024-07-11T15:15:00+05:30,0.05,25,65.00,1425.00,200.00,1225.00,
2024-07-11,2024-07-12,TRADED,,2024-07-18,2024-07-12T09:15:00+05:30,24387.95,24400,24650,2024-07-12T09:15:00+05:30,38.1,2024-07-18T15:15:00+05:30,158.2,24150,2024-07-12T09:15:00+05:30,39.85,2024-07-18T15:15:00+05:30,0.05,24850,2024-07-12T09:15:00+05:30,11.45,2024-07-18T15:15:00+05:30,0.15,23950,2024-07-12T09:15:00+05:30,15.15,2024-07-18T15:15:00+05:30,0.1,25,51.35,-2866.25,200.00,-3066.25,
2024-07-18,2024-07-19,TRADED,,2024-07-25,2024-07-19T09:15:00+05:30,24853.8,24850,25100,2024-07-19T09:15:00+05:30,94.6,2024-07-25T15:15:00+05:30,0.05,24600,2024-07-19T09:15:00+05:30,139.35,2024-07-25T15:15:00+05:30,197.4,25300,2024-07-19T09:15:00+05:30,46.25,2024-07-25T15:15:00+05:30,0.05,24400,2024-07-19T09:15:00+05:30,85.7,2024-07-25T15:15:00+05:30,1.0,25,102.00,-2560.00,200.00,-2760.00,
2024-07-25,2024-07-26,TRADED,,2024-08-01,2024-07-26T09:15:00+05:30,24423.35,24400,24650,2024-07-26T09:15:00+05:30,57.95,2024-08-01T15:15:00+05:30,360.85,24150,2024-07-26T09:15:00+05:30,63.85,2024-08-01T15:15:00+05:30,0.05,24850,2024-07-26T09:15:00+05:30,20.3,2024-08-01T15:15:00+05:30,160.05,23950,2024-07-26T09:15:00+05:30,28.95,2024-08-01T15:15:00+05:30,0.1,25,72.55,-3405.00,200.00,-3605.00,
2024-08-01,2024-08-02,TRADED,,2024-08-08,2024-08-02T09:15:00+05:30,24789.0,24800,25050,2024-08-02T09:15:00+05:30,57.7,2024-08-08T15:15:00+05:30,0.1,24550,2024-08-02T09:15:00+05:30,68.55,2024-08-08T15:15:00+05:30,426.8,25250,2024-08-02T09:15:00+05:30,19.85,2024-08-08T15:15:00+05:30,0.05,24350,2024-08-02T09:15:00+05:30,27.1,2024-08-08T15:15:00+05:30,227.55,25,79.30,-3200.00,200.00,-3400.00,
2024-08-08,2024-08-09,TRADED,,2024-08-14,2024-08-09T09:15:00+05:30,24386.85,24400,24650,2024-08-09T09:15:00+05:30,52.6,2024-08-14T15:15:00+05:30,0.1,24150,2024-08-09T09:15:00+05:30,97.9,2024-08-14T15:15:00+05:30,8.85,24850,2024-08-09T09:15:00+05:30,17.95,2024-08-14T15:15:00+05:30,0.05,23950,2024-08-09T09:15:00+05:30,65.0,2024-08-14T15:15:00+05:30,0.2,25,67.55,1271.25,200.00,1071.25,
2024-08-14,2024-08-16,TRADED,,2024-08-22,2024-08-16T09:15:00+05:30,24334.85,24350,24600,2024-08-16T09:15:00+05:30,56.5,2024-08-22T15:15:00+05:30,207.15,24100,2024-08-16T09:15:00+05:30,69.75,2024-08-22T15:15:00+05:30,0.05,24800,2024-08-16T09:15:00+05:30,18.55,2024-08-22T15:15:00+05:30,7.6,23900,2024-08-16T09:15:00+05:30,42.0,2024-08-22T15:15:00+05:30,0.05,25,65.70,-3546.25,200.00,-3746.25,
2024-08-22,2024-08-23,TRADED,,2024-08-29,2024-08-23T09:15:00+05:30,24845.4,24850,25100,2024-08-23T09:15:00+05:30,41.45,2024-08-29T15:15:00+05:30,51.0,24600,2024-08-23T09:15:00+05:30,54.85,2024-08-29T15:15:00+05:30,0.1,25300,2024-08-23T09:15:00+05:30,11.45,2024-08-29T15:15:00+05:30,0.05,24400,2024-08-23T09:15:00+05:30,22.9,2024-08-29T15:15:00+05:30,0.15,25,61.95,76.25,200.00,-123.75,
2024-08-29,2024-08-30,TRADED,,2024-09-05,2024-08-30T09:15:00+05:30,25249.7,25250,25500,2024-08-30T09:15:00+05:30,39.8,2024-09-05T15:15:00+05:30,0.05,25000,2024-08-30T09:15:00+05:30,56.7,2024-09-05T15:15:00+05:30,0.05,25700,2024-08-30T09:15:00+05:30,11.75,2024-09-05T15:15:00+05:30,0.05,24800,2024-08-30T09:15:00+05:30,25.55,2024-09-05T15:15:00+05:30,0.1,25,59.20,1281.25,200.00,1081.25,
2024-09-05,2024-09-06,TRADED,,2024-09-12,2024-09-06T09:15:00+05:30,25093.7,25100,25350,2024-09-06T09:15:00+05:30,61.75,2024-09-12T15:15:00+05:30,60.35,24850,2024-09-06T09:15:00+05:30,52.0,2024-09-12T15:15:00+05:30,0.2,25550,2024-09-06T09:15:00+05:30,19.85,2024-09-12T15:15:00+05:30,0.1,24650,2024-09-06T09:15:00+05:30,23.0,2024-09-12T15:15:00+05:30,0.15,25,70.90,65.00,200.00,-135.00,
2024-09-12,2024-09-13,TRADED,,2024-09-19,2024-09-13T09:15:00+05:30,25430.45,25450,25700,2024-09-13T09:15:00+05:30,30.0,2024-09-19T15:15:00+05:30,0.15,25200,2024-09-13T09:15:00+05:30,83.85,2024-09-19T15:15:00+05:30,0.1,25900,2024-09-13T09:15:00+05:30,11.8,2024-09-19T15:15:00+05:30,0.1,25000,2024-09-13T09:15:00+05:30,45.7,2024-09-19T15:15:00+05:30,0.1,25,56.35,1207.50,200.00,1007.50,
2024-09-19,2024-09-20,TRADED,,2024-09-26,2024-09-20T09:15:00+05:30,25525.95,25550,25800,2024-09-20T09:15:00+05:30,44.0,2024-09-26T15:15:00+05:30,418.0,25300,2024-09-20T09:15:00+05:30,71.8,2024-09-26T15:15:00+05:30,0.2,26000,2024-09-20T09:15:00+05:30,15.5,2024-09-26T15:15:00+05:30,217.7,25100,2024-09-20T09:15:00+05:30,41.45,2024-09-26T15:15:00+05:30,0.15,25,58.85,-3737.50,200.00,-3937.50,
2024-09-26,2024-09-27,TRADED,,2024-10-03,2024-09-27T09:15:00+05:30,26248.25,26250,26500,2024-09-27T09:15:00+05:30,44.5,2024-10-03T15:15:00+05:30,0.05,26000,2024-09-27T09:15:00+05:30,71.85,2024-10-03T15:15:00+05:30,744.6,26700,2024-09-27T09:15:00+05:30,17.55,2024-10-03T15:15:00+05:30,0.05,25800,2024-09-27T09:15:00+05:30,35.15,2024-10-03T15:15:00+05:30,543.55,25,63.65,-3635.00,200.00,-3835.00,
2024-10-03,2024-10-04,TRADED,,2024-10-10,2024-10-04T09:15:00+05:30,25181.9,25200,25450,2024-10-04T09:15:00+05:30,109.05,2024-10-10T15:15:00+05:30,0.05,24950,2024-10-04T09:15:00+05:30,79.45,2024-10-10T15:15:00+05:30,0.1,25650,2024-10-04T09:15:00+05:30,51.15,2024-10-10T15:15:00+05:30,0.05,24750,2024-10-04T09:15:00+05:30,49.85,2024-10-10T15:15:00+05:30,0.1,25,87.50,1987.50,200.00,1787.50,
2024-10-10,2024-10-11,TRADED,,2024-10-17,2024-10-11T09:15:00+05:30,24985.3,25000,25250,2024-10-11T09:15:00+05:30,72.95,2024-10-17T15:15:00+05:30,0.15,24750,2024-10-11T09:15:00+05:30,76.75,2024-10-17T15:15:00+05:30,0.45,25450,2024-10-11T09:15:00+05:30,30.5,2024-10-17T15:15:00+05:30,0.1,24550,2024-10-11T09:15:00+05:30,43.0,2024-10-17T15:15:00+05:30,0.05,25,76.20,1693.75,200.00,1493.75,
2024-10-17,2024-10-18,TRADED,,2024-10-24,2024-10-18T09:15:00+05:30,24664.95,24650,24900,2024-10-18T09:15:00+05:30,84.65,2024-10-24T15:15:00+05:30,0.1,24400,2024-10-18T09:15:00+05:30,64.2,2024-10-24T15:15:00+05:30,0.8,25100,2024-10-18T09:15:00+05:30,37.65,2024-10-24T15:15:00+05:30,0.05,24200,2024-10-18T09:15:00+05:30,37.35,2024-10-24T15:15:00+05:30,0.05,25,73.85,1626.25,200.00,1426.25,
2024-10-24,2024-10-25,TRADED,,2024-10-31,2024-10-25T09:15:00+05:30,24418.05,24400,24650,2024-10-25T09:15:00+05:30,73.85,2024-10-31T15:15:00+05:30,0.05,24150,2024-10-25T09:15:00+05:30,62.25,2024-10-31T15:15:00+05:30,0.15,24850,2024-10-25T09:15:00+05:30,32.5,2024-10-31T15:15:00+05:30,0.05,23950,2024-10-25T09:15:00+05:30,32.6,2024-10-31T15:15:00+05:30,0.1,25,71.00,1573.75,200.00,1373.75,
2024-10-31,2024-11-01,SKIPPED,missing_spot_entry_timestamp,2024-11-07,2024-11-01T09:15:00+05:30,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,Spot file has no candle at 2024-11-01T09:15:00+05:30.
2024-11-07,2024-11-08,TRADED,,2024-11-14,2024-11-08T09:15:00+05:30,24207.7,24200,24450,2024-11-08T09:15:00+05:30,79.2,2024-11-14T15:15:00+05:30,0.05,23950,2024-11-08T09:15:00+05:30,88.0,2024-11-14T15:15:00+05:30,417.9,24650,2024-11-08T09:15:00+05:30,33.0,2024-11-14T15:15:00+05:30,0.05,23750,2024-11-08T09:15:00+05:30,49.05,2024-11-14T15:15:00+05:30,217.65,25,85.15,-3077.50,200.00,-3277.50,
2024-11-14,2024-11-18,TRADED,,2024-11-21,2024-11-18T09:15:00+05:30,23605.3,23600,23850,2024-11-18T09:15:00+05:30,37.2,2024-11-21T15:15:00+05:30,0.1,23350,2024-11-18T09:15:00+05:30,71.8,2024-11-21T15:15:00+05:30,2.5,24050,2024-11-18T09:15:00+05:30,15.45,2024-11-21T15:15:00+05:30,0.05,23150,2024-11-18T09:15:00+05:30,30.4,2024-11-21T15:15:00+05:30,0.15,25,63.15,1318.75,200.00,1118.75,
2024-11-21,2024-11-22,TRADED,,2024-11-28,2024-11-22T09:15:00+05:30,23411.8,23400,23650,2024-11-22T09:15:00+05:30,79.95,2024-11-28T15:15:00+05:30,254.0,23150,2024-11-22T09:15:00+05:30,94.95,2024-11-28T15:15:00+05:30,0.1,23850,2024-11-22T09:15:00+05:30,32.05,2024-11-28T15:15:00+05:30,54.0,22950,2024-11-22T09:15:00+05:30,59.55,2024-11-28T15:15:00+05:30,0.1,25,83.30,-3117.50,200.00,-3317.50,
2024-11-28,2024-11-29,TRADED,,2024-12-05,2024-11-29T09:15:00+05:30,23927.15,23950,24200,2024-11-29T09:15:00+05:30,107.95,2024-12-05T15:15:00+05:30,531.55,23700,2024-11-29T09:15:00+05:30,72.75,2024-12-05T15:15:00+05:30,0.1,24400,2024-11-29T09:15:00+05:30,51.65,2024-12-05T15:15:00+05:30,331.2,23500,2024-11-29T09:15:00+05:30,37.65,2024-12-05T15:15:00+05:30,0.1,25,91.40,-2923.75,200.00,-3123.75,
2024-12-05,2024-12-06,TRADED,,2024-12-12,2024-12-06T09:15:00+05:30,24729.45,24750,25000,2024-12-06T09:15:00+05:30,93.7,2024-12-12T15:15:00+05:30,0.15,24500,2024-12-06T09:15:00+05:30,135.05,2024-12-12T15:15:00+05:30,0.15,25200,2024-12-06T09:15:00+05:30,47.85,2024-12-12T15:15:00+05:30,0.05,24300,2024-12-06T09:15:00+05:30,83.0,2024-12-12T15:15:00+05:30,0.1,25,97.90,2243.75,200.00,2043.75,
2024-12-12,2024-12-13,TRADED,,2024-12-19,2024-12-13T09:15:00+05:30,24498.35,24500,24750,2024-12-13T09:15:00+05:30,80.4,2024-12-19T15:15:00+05:30,0.15,24250,2024-12-13T09:15:00+05:30,70.85,2024-12-19T15:15:00+05:30,298.8,24950,2024-12-13T09:15:00+05:30,34.7,2024-12-19T15:15:00+05:30,0.15,24050,2024-12-13T09:15:00+05:30,33.95,2024-12-19T15:15:00+05:30,99.4,25,82.60,-3120.00,200.00,-3320.00,
2024-12-19,2024-12-20,TRADED,,2024-12-26,2024-12-20T09:15:00+05:30,23960.7,23950,24200,2024-12-20T09:15:00+05:30,110.8,2024-12-26T15:15:00+05:30,0.05,23700,2024-12-20T09:15:00+05:30,97.5,2024-12-26T15:15:00+05:30,0.15,24400,2024-12-20T09:15:00+05:30,63.45,2024-12-26T15:15:00+05:30,0.05,23500,2024-12-20T09:15:00+05:30,53.1,2024-12-26T15:15:00+05:30,0.1,25,91.75,2092.50,200.00,1892.50,
2024-12-26,2024-12-27,TRADED,,2025-01-02,2024-12-27T09:15:00+05:30,23801.4,23800,24050,2024-12-27T09:15:00+05:30,90.0,2025-01-02T15:15:00+05:30,138.0,23550,2024-12-27T09:15:00+05:30,84.15,2025-01-02T15:15:00+05:30,0.2,24250,2024-12-27T09:15:00+05:30,35.0,2025-01-02T15:15:00+05:30,0.3,23350,2024-12-27T09:15:00+05:30,40.9,2025-01-02T15:15:00+05:30,0.15,25,98.25,-1187.50,200.00,-1387.50,
2025-01-02,2025-01-03,TRADED,,2025-01-09,2025-01-03T09:15:00+05:30,24196.4,24200,24450,2025-01-03T09:15:00+05:30,76.0,2025-01-09T15:15:00+05:30,0.1,23950,2025-01-03T09:15:00+05:30,103.9,2025-01-09T15:15:00+05:30,431.1,24650,2025-01-03T09:15:00+05:30,28.65,2025-01-09T15:15:00+05:30,0.1,23750,2025-01-03T09:15:00+05:30,60.0,2025-01-09T15:15:00+05:30,230.25,25,91.25,-2940.00,200.00,-3140.00,
2025-01-09,2025-01-10,TRADED,,2025-01-16,2025-01-10T09:15:00+05:30,23551.9,23550,23800,2025-01-10T09:15:00+05:30,88.5,2025-01-16T15:15:00+05:30,0.05,23300,2025-01-10T09:15:00+05:30,75.5,2025-01-16T15:15:00+05:30,0.25,24000,2025-01-10T09:15:00+05:30,40.6,2025-01-16T15:15:00+05:30,0.05,23100,2025-01-10T09:15:00+05:30,40.1,2025-01-16T15:15:00+05:30,0.05,25,83.30,1877.50,200.00,1677.50,
2025-01-16,2025-01-17,TRADED,,2025-01-23,2025-01-17T09:15:00+05:30,23277.1,23300,23550,2025-01-17T09:15:00+05:30,77.25,2025-01-23T15:15:00+05:30,0.05,23050,2025-01-17T09:15:00+05:30,97.8,2025-01-23T15:15:00+05:30,0.15,23750,2025-01-17T09:15:00+05:30,48.65,2025-01-23T15:15:00+05:30,0.1,22850,2025-01-17T09:15:00+05:30,51.55,2025-01-23T15:15:00+05:30,0.1,25,74.85,1671.25,200.00,1471.25,
2025-01-23,2025-01-24,TRADED,,2025-01-30,2025-01-24T09:15:00+05:30,23183.9,23200,23450,2025-01-24T09:15:00+05:30,102.25,2025-01-30T15:15:00+05:30,0.15,22950,2025-01-24T09:15:00+05:30,85.0,2025-01-30T15:15:00+05:30,0.15,23650,2025-01-24T09:15:00+05:30,43.8,2025-01-30T15:15:00+05:30,0.1,22750,2025-01-24T09:15:00+05:30,48.3,2025-01-30T15:15:00+05:30,0.15,25,95.15,2177.50,200.00,1977.50,
2025-01-30,2025-01-31,TRADED,,2025-02-06,2025-01-31T09:15:00+05:30,23296.75,23300,23550,2025-01-31T09:15:00+05:30,220.0,2025-02-06T15:15:00+05:30,43.0,23050,2025-01-31T09:15:00+05:30,190.0,2025-02-06T15:15:00+05:30,0.05,23750,2025-01-31T09:15:00+05:30,140.8,2025-02-06T15:15:00+05:30,0.1,22850,2025-01-31T09:15:00+05:30,125.9,2025-02-06T15:15:00+05:30,0.05,25,143.30,2310.00,200.00,2110.00,
2025-02-06,2025-02-07,TRADED,,2025-02-13,2025-02-07T09:15:00+05:30,23649.5,23650,23900,2025-02-07T09:15:00+05:30,89.0,2025-02-13T15:15:00+05:30,0.05,23400,2025-02-07T09:15:00+05:30,83.0,2025-02-13T15:15:00+05:30,369.0,24100,2025-02-07T09:15:00+05:30,43.0,2025-02-13T15:15:00+05:30,0.05,23200,2025-02-07T09:15:00+05:30,43.85,2025-02-13T15:15:00+05:30,168.85,25,85.15,-3075.00,200.00,-3275.00,
2025-02-13,2025-02-14,TRADED,,2025-02-20,2025-02-14T09:15:00+05:30,23096.45,23100,23350,2025-02-14T09:15:00+05:30,77.0,2025-02-20T15:15:00+05:30,0.05,22850,2025-02-14T09:15:00+05:30,89.0,2025-02-20T15:15:00+05:30,0.15,23550,2025-02-14T09:15:00+05:30,32.0,2025-02-20T15:15:00+05:30,0.05,22650,2025-02-14T09:15:00+05:30,40.4,2025-02-20T15:15:00+05:30,0.05,25,93.60,2137.50,200.00,1937.50,
2025-02-20,2025-02-21,TRADED,,2025-02-27,2025-02-21T09:15:00+05:30,22857.2,22850,23100,2025-02-21T09:15:00+05:30,72.0,2025-02-27T15:15:00+05:30,0.05,22600,2025-02-21T09:15:00+05:30,59.4,2025-02-27T15:15:00+05:30,50.65,23300,2025-02-21T09:15:00+05:30,31.9,2025-02-27T15:15:00+05:30,0.05,22400,2025-02-21T09:15:00+05:30,27.2,2025-02-27T15:15:00+05:30,0.05,25,72.30,342.50,200.00,142.50,
2025-02-27,2025-02-28,TRADED,,2025-03-06,2025-02-28T09:15:00+05:30,22433.4,22450,22700,2025-02-28T09:15:00+05:30,59.0,2025-03-06T15:15:00+05:30,0.05,22200,2025-02-28T09:15:00+05:30,42.5,2025-03-06T15:15:00+05:30,0.1,22900,2025-02-28T09:15:00+05:30,27.0,2025-03-06T15:15:00+05:30,0.05,22000,2025-02-28T09:15:00+05:30,22.2,2025-03-06T15:15:00+05:30,0.05,25,52.30,1106.25,200.00,906.25,
2025-03-06,2025-03-07,TRADED,,2025-03-13,2025-03-07T09:15:00+05:30,22508.65,22500,22750,2025-03-07T09:15:00+05:30,68.2,2025-03-13T15:15:00+05:30,0.05,22250,2025-03-07T09:15:00+05:30,74.95,2025-03-13T15:15:00+05:30,0.05,22950,2025-03-07T09:15:00+05:30,21.95,2025-03-13T15:15:00+05:30,0.05,22050,2025-03-07T09:15:00+05:30,35.7,2025-03-13T15:15:00+05:30,0.05,25,85.50,1937.50,200.00,1737.50,
2025-03-13,2025-03-17,TRADED,,2025-03-20,2025-03-17T09:15:00+05:30,22353.15,22350,22600,2025-03-17T09:15:00+05:30,45.5,2025-03-20T15:15:00+05:30,591.0,22100,2025-03-17T09:15:00+05:30,34.04,2025-03-20T15:15:00+05:30,0.05,22800,2025-03-17T09:15:00+05:30,17.95,2025-03-20T15:15:00+05:30,391.1,21900,2025-03-17T09:15:00+05:30,10.8,2025-03-20T15:15:00+05:30,0.05,25,50.79,-3927.75,200.00,-4127.75,
2025-03-20,2025-03-21,TRADED,,2025-03-27,2025-03-21T09:15:00+05:30,23168.25,23150,23400,2025-03-21T09:15:00+05:30,48.5,2025-03-27T15:15:00+05:30,192.35,22900,2025-03-21T09:15:00+05:30,38.0,2025-03-27T15:15:00+05:30,0.05,23600,2025-03-21T09:15:00+05:30,18.0,2025-03-27T15:15:00+05:30,0.8,22700,2025-03-21T09:15:00+05:30,18.0,2025-03-27T15:15:00+05:30,0.05,25,50.50,-3726.25,200.00,-3926.25,
2025-03-27,2025-03-28,TRADED,,2025-04-03,2025-03-28T09:15:00+05:30,23600.4,23600,23850,2025-03-28T09:15:00+05:30,94.2,2025-04-03T15:15:00+05:30,0.1,23350,2025-03-28T09:15:00+05:30,52.95,2025-04-03T15:15:00+05:30,97.2,24050,2025-03-28T09:15:00+05:30,46.2,2025-04-03T15:15:00+05:30,0.1,23150,2025-03-28T09:15:00+05:30,30.95,2025-04-03T15:15:00+05:30,0.15,25,70.00,-876.25,200.00,-1076.25,
2025-04-03,2025-04-04,TRADED,,2025-04-09,2025-04-04T09:15:00+05:30,23190.4,23200,23450,2025-04-04T09:15:00+05:30,59.0,2025-04-09T15:15:00+05:30,0.05,22950,2025-04-04T09:15:00+05:30,68.0,2025-04-09T15:15:00+05:30,550.0,23650,2025-04-04T09:15:00+05:30,20.5,2025-04-09T15:15:00+05:30,0.1,22750,2025-04-04T09:15:00+05:30,34.54,2025-04-09T15:15:00+05:30,349.65,25,71.96,-3408.50,200.00,-3608.50,
2025-04-09,2025-04-11,TRADED,,2025-04-17,2025-04-11T09:15:00+05:30,22695.4,22700,22950,2025-04-11T09:15:00+05:30,186.05,2025-04-17T15:15:00+05:30,892.65,22450,2025-04-11T09:15:00+05:30,159.85,2025-04-17T15:15:00+05:30,0.05,23150,2025-04-11T09:15:00+05:30,122.2,2025-04-17T15:15:00+05:30,700.8,22250,2025-04-11T09:15:00+05:30,98.45,2025-04-17T15:15:00+05:30,0.1,25,125.25,-1863.75,200.00,-2063.75,
2025-04-17,2025-04-21,TRADED,,2025-04-24,2025-04-21T09:15:00+05:30,23949.15,23950,24200,2025-04-21T09:15:00+05:30,63.5,2025-04-24T15:15:00+05:30,47.45,23700,2025-04-21T09:15:00+05:30,118.05,2025-04-24T15:15:00+05:30,0.1,24400,2025-04-21T09:15:00+05:30,32.25,2025-04-24T15:15:00+05:30,0.25,23500,2025-04-21T09:15:00+05:30,64.25,2025-04-24T15:15:00+05:30,0.1,25,85.05,746.25,200.00,546.25,
2025-04-24,2025-04-25,TRADED,,2025-04-30,2025-04-25T09:15:00+05:30,24289.0,24300,24550,2025-04-25T09:15:00+05:30,92.0,2025-04-30T15:15:00+05:30,0.05,24050,2025-04-25T09:15:00+05:30,90.0,2025-04-30T15:15:00+05:30,0.1,24750,2025-04-25T09:15:00+05:30,55.0,2025-04-30T15:15:00+05:30,0.1,23850,2025-04-25T09:15:00+05:30,66.05,2025-04-30T15:15:00+05:30,0.1,25,60.95,1325.00,200.00,1125.00,
2025-04-30,2025-05-02,TRADED,,2025-05-08,2025-05-02T09:15:00+05:30,24311.9,24300,24550,2025-05-02T09:15:00+05:30,149.1,2025-05-08T15:15:00+05:30,0.15,24050,2025-05-02T09:15:00+05:30,120.0,2025-05-08T15:15:00+05:30,0.35,24750,2025-05-02T09:15:00+05:30,57.0,2025-05-08T15:15:00+05:30,0.1,23850,2025-05-02T09:15:00+05:30,101.0,2025-05-08T15:15:00+05:30,0.25,25,111.10,2573.75,200.00,2373.75,
2025-05-08,2025-05-09,TRADED,,2025-05-15,2025-05-09T09:15:00+05:30,23935.75,23950,24200,2025-05-09T09:15:00+05:30,148.0,2025-05-15T15:15:00+05:30,862.3,23700,2025-05-09T09:15:00+05:30,232.0,2025-05-15T15:15:00+05:30,0.1,24400,2025-05-09T09:15:00+05:30,70.0,2025-05-15T15:15:00+05:30,665.0,23500,2025-05-09T09:15:00+05:30,172.0,2025-05-15T15:15:00+05:30,0.1,25,138.00,-1682.50,200.00,-1882.50,
2025-05-15,2025-05-16,TRADED,,2025-05-22,2025-05-16T09:15:00+05:30,25064.65,25050,25300,2025-05-16T09:15:00+05:30,84.9,2025-05-22T15:15:00+05:30,0.1,24800,2025-05-16T09:15:00+05:30,108.05,2025-05-22T15:15:00+05:30,197.15,25500,2025-05-16T09:15:00+05:30,50.0,2025-05-22T15:15:00+05:30,0.05,24600,2025-05-16T09:15:00+05:30,68.2,2025-05-22T15:15:00+05:30,2.04,25,74.75,-3210.25,200.00,-3410.25,
2025-05-22,2025-05-23,TRADED,,2025-05-29,2025-05-23T09:15:00+05:30,24639.5,24650,24900,2025-05-23T09:15:00+05:30,106.05,2025-05-29T15:15:00+05:30,0.75,24400,2025-05-23T09:15:00+05:30,98.15,2025-05-29T15:15:00+05:30,0.15,25100,2025-05-23T09:15:00+05:30,58.6,2025-05-29T15:15:00+05:30,0.25,24200,2025-05-23T09:15:00+05:30,58.2,2025-05-29T15:15:00+05:30,0.05,25,87.40,1970.00,200.00,1770.00,
2025-05-29,2025-05-30,TRADED,,2025-06-05,2025-05-30T09:15:00+05:30,24812.6,24800,25050,2025-05-30T09:15:00+05:30,120.5,2025-06-05T15:15:00+05:30,0.1,24550,2025-05-30T09:15:00+05:30,83.0,2025-06-05T15:15:00+05:30,0.15,25250,2025-05-30T09:15:00+05:30,78.2,2025-06-05T15:15:00+05:30,0.05,24350,2025-05-30T09:15:00+05:30,42.4,2025-06-05T15:15:00+05:30,0.05,25,82.90,1868.75,200.00,1668.75,
2025-06-05,2025-06-06,TRADED,,2025-06-12,2025-06-06T09:15:00+05:30,24748.7,24750,25000,2025-06-06T09:15:00+05:30,103.0,2025-06-12T15:15:00+05:30,0.2,24500,2025-06-06T09:15:00+05:30,83.25,2025-06-12T15:15:00+05:30,0.05,25200,2025-06-06T09:15:00+05:30,49.8,2025-06-12T15:15:00+05:30,0.1,24300,2025-06-06T09:15:00+05:30,39.9,2025-06-12T15:15:00+05:30,0.05,25,96.55,2211.25,200.00,2011.25,
2025-06-12,2025-06-13,TRADED,,2025-06-19,2025-06-13T09:15:00+05:30,24473.0,24450,24700,2025-06-13T09:15:00+05:30,99.7,2025-06-19T15:15:00+05:30,99.5,24200,2025-06-13T09:15:00+05:30,84.6,2025-06-19T15:15:00+05:30,0.05,24900,2025-06-13T09:15:00+05:30,55.05,2025-06-19T15:15:00+05:30,0.2,24000,2025-06-13T09:15:00+05:30,34.0,2025-06-19T15:15:00+05:30,0.05,25,95.25,-301.25,200.00,-501.25,
