entry_date,status,expiry_date,previous_trading_day,previous_close,spot_entry_timestamp,spot_entry_open,gap_points,strategy_direction,atm_strike,side,contract_file,direction,entry_timestamp,entry_open,exit_timestamp,exit_close,raw_points_pnl,raw_gross_pnl,slippage_points,slippage_loss,brokerage,net_pnl,remarks
2025-01-22,TRADED,2025-01-23,2025-01-21,23053.05,2025-01-22T09:15:00+05:30,23099.15,46.10,SHORT_STRADDLE,23100,PE,NIFTY_23100_PE_23_JAN_25.csv,SHORT,2025-01-22T09:15:00+05:30,100.0,2025-01-22T09:15:00+05:30,110.55,-10.55,-2743.00,4.00,1040.00,50.00,-3833.00,
2025-01-23,TRADED,2025-01-23,2025-01-22,23161.75,2025-01-23T09:15:00+05:30,23128.3,-33.45,LONG_STRADDLE,23150,CE,NIFTY_23150_CE_23_JAN_25.csv,LONG,2025-01-23T09:15:00+05:30,53.0,2025-01-23T09:15:00+05:30,30.35,-22.65,-5889.00,4.00,1040.00,50.00,-6979.00,
2025-01-23,TRADED,2025-01-23,2025-01-22,23161.75,2025-01-23T09:15:00+05:30,23128.3,-33.45,LONG_STRADDLE,23150,PE,NIFTY_23150_PE_23_JAN_25.csv,LONG,2025-01-23T09:15:00+05:30,62.0,2025-01-23T09:15:00+05:30,66.09,4.09,1063.40,4.00,1040.00,50.00,-26.60,
2025-01-24,TRADED,2025-01-30,2025-01-23,23216.3,2025-01-24T09:15:00+05:30,23183.9,-32.40,LONG_STRADDLE,23200,CE,NIFTY_23200_CE_30_JAN_25.csv,LONG,2025-01-24T09:15:00+05:30,191.0,2025-01-24T09:15:00+05:30,232.7,41.70,10842.00,4.00,1040.00,50.00,9752.00,
2025-01-24,TRADED,2025-01-30,2025-01-23,23216.3,2025-01-24T09:15:00+05:30,23183.9,-32.40,LONG_STRADDLE,23200,PE,NIFTY_23200_PE_30_JAN_25.csv,LONG,2025-01-24T09:15:00+05:30,196.0,2025-01-24T09:15:00+05:30,152.69,-43.31,-11260.60,4.00,1040.00,50.00,-12350.60,
2025-01-27,TRADED,2025-01-30,2025-01-24,23090.35,2025-01-27T09:15:00+05:30,22940.15,-150.20,LONG_STRADDLE,22950,CE,NIFTY_22950_CE_30_JAN_25.csv,LONG,2025-01-27T09:15:00+05:30,180.0,2025-01-27T09:15:00+05:30,185.55,5.55,1443.00,4.00,1040.00,50.00,353.00,
2025-01-27,TRADED,2025-01-30,2025-01-24,23090.35,2025-01-27T09:15:00+05:30,22940.15,-150.20,LONG_STRADDLE,22950,PE,NIFTY_22950_PE_30_JAN_25.csv,LONG,2025-01-27T09:15:00+05:30,150.69,2025-01-27T09:15:00+05:30,161.44,10.75,2795.00,4.00,1040.00,50.00,1705.00,
2025-01-28,TRADED,2025-01-30,2025-01-27,22816.85,2025-01-28T09:15:00+05:30,22960.45,143.60,SHORT_STRADDLE,22950,CE,NIFTY_22950_CE_30_JAN_25.csv,SHORT,2025-01-28T09:15:00+05:30,131.15,2025-01-28T09:15:00+05:30,136.6,-5.45,-1417.00,4.00,1040.00,50.00,-2507.00,
2025-01-28,TRADED,2025-01-30,2025-01-27,22816.85,2025-01-28T09:15:00+05:30,22960.45,143.60,SHORT_STRADDLE,22950,PE,NIFTY_22950_PE_30_JAN_25.csv,SHORT,2025-01-28T09:15:00+05:30,158.25,2025-01-28T09:15:00+05:30,142.85,15.40,4004.00,4.00,1040.00,50.00,2914.00,
2025-01-29,TRADED,2025-01-30,2025-01-28,22976.3,2025-01-29T09:15:00+05:30,23026.75,50.45,SHORT_STRADDLE,23050,CE,NIFTY_23050_CE_30_JAN_25.csv,SHORT,2025-01-29T09:15:00+05:30,128.0,2025-01-29T09:15:00+05:30,118.2,9.80,2548.00,4.00,1040.00,50.00,1458.00,
2025-01-29,TRADED,2025-01-30,2025-01-28,22976.3,2025-01-29T09:15:00+05:30,23026.75,50.45,SHORT_STRADDLE,23050,PE,NIFTY_23050_PE_30_JAN_25.csv,SHORT,2025-01-29T09:15:00+05:30,158.19,2025-01-29T09:15:00+05:30,146.44,11.75,3055.00,4.00,1040.00,50.00,1965.00,
2025-01-30,TRADED,2025-01-30,2025-01-29,23176.2,2025-01-30T09:15:00+05:30,23169.5,-6.70,LONG_STRADDLE,23150,CE,NIFTY_23150_CE_30_JAN_25.csv,LONG,2025-01-30T09:15:00+05:30,104.45,2025-01-30T09:15:00+05:30,135.94,31.49,8187.40,4.00,1040.00,50.00,7097.40,
2025-01-30,TRADED,2025-01-30,2025-01-29,23176.2,2025-01-30T09:15:00+05:30,23169.5,-6.70,LONG_STRADDLE,23150,PE,NIFTY_23150_PE_30_JAN_25.csv,LONG,2025-01-30T09:15:00+05:30,121.5,2025-01-30T09:15:00+05:30,155.75,34.25,8905.00,4.00,1040.00,50.00,7815.00,
2025-01-31,TRADED,2025-02-06,2025-01-30,23297.95,2025-01-31T09:15:00+05:30,23296.75,-1.20,LONG_STRADDLE,23300,CE,NIFTY_23300_CE_06_FEB_25.csv,LONG,2025-01-31T09:15:00+05:30,365.0,2025-01-31T09:15:00+05:30,340.1,-24.90,-6474.00,4.00,1040.00,50.00,-7564.00,
2025-01-31,TRADED,2025-02-06,2025-01-30,23297.95,2025-01-31T09:15:00+05:30,23296.75,-1.20,LONG_STRADDLE,23300,PE,NIFTY_23300_PE_06_FEB_25.csv,LONG,2025-01-31T09:15:00+05:30,272.0,2025-01-31T09:15:00+05:30,296.3,24.30,6318.00,4.00,1040.00,50.00,5228.00,
2025-02-01,TRADED,2025-02-06,2025-01-31,23533.85,2025-02-01T09:15:00+05:30,23528.6,-5.25,LONG_STRADDLE,23550,CE,NIFTY_23550_CE_06_FEB_25.csv,LONG,2025-02-01T09:15:00+05:30,258.1,2025-02-01T09:15:00+05:30,249.4,-8.70,-2262.00,4.00,1040.00,50.00,-3352.00,
2025-02-01,TRADED,2025-02-06,2025-01-31,23533.85,2025-02-01T09:15:00+05:30,23528.6,-5.25,LONG_STRADDLE,23550,PE,NIFTY_23550_PE_06_FEB_25.csv,LONG,2025-02-01T09:15:00+05:30,235.55,2025-02-01T09:15:00+05:30,235.1,-0.45,-117.00,4.00,1040.00,50.00,-1207.00,
2025-02-03,TRADED,2025-02-06,2025-02-01,23495.3,2025-02-03T09:15:00+05:30,23319.35,-175.95,LONG_STRADDLE,23300,CE,NIFTY_23300_CE_06_FEB_25.csv,LONG,2025-02-03T09:15:00+05:30,198.0,2025-02-03T09:15:00+05:30,160.0,-38.00,-9880.00,4.00,1040.00,50.00,-10970.00,
2025-02-03,TRADED,2025-02-06,2025-02-01,23495.3,2025-02-03T09:15:00+05:30,23319.35,-175.95,LONG_STRADDLE,23300,PE,NIFTY_23300_PE_06_FEB_25.csv,LONG,2025-02-03T09:15:00+05:30,115.0,2025-02-03T09:15:00+05:30,131.55,16.55,4303.00,4.00,1040.00,50.00,3213.00,
2025-02-04,TRADED,2025-02-06,2025-02-03,23359.7,2025-02-04T09:15:00+05:30,23509.9,150.20,SHORT_STRADDLE,23500,CE,NIFTY_23500_CE_06_FEB_25.csv,SHORT,2025-02-04T09:15:00+05:30,90.5,2025-02-04T09:15:00+05:30,93.3,-2.80,-728.00,4.00,1040.00,50.00,-1818.00,
2025-02-04,TRADED,2025-02-06,2025-02-03,23359.7,2025-02-04T09:15:00+05:30,23509.9,150.20,SHORT_STRADDLE,23500,PE,NIFTY_23500_PE_06_FEB_25.csv,SHORT,2025-02-04T09:15:00+05:30,120.0,2025-02-04T09:15:00+05:30,104.6,15.40,4004.00,4.00,1040.00,50.00,2914.00,
2025-02-05,TRADED,2025-02-06,2025-02-04,23707.7,2025-02-05T09:15:00+05:30,23801.75,94.05,SHORT_STRADDLE,23800,CE,NIFTY_23800_CE_06_FEB_25.csv,SHORT,2025-02-05T09:15:00+05:30,60.0,2025-02-05T09:15:00+05:30,67.0,-7.00,-1820.00,4.00,1040.00,50.00,-2910.00,
2025-02-05,TRADED,2025-02-06,2025-02-04,23707.7,2025-02-05T09:15:00+05:30,23801.75,94.05,SHORT_STRADDLE,23800,PE,NIFTY_23800_PE_06_FEB_25.csv,SHORT,2025-02-05T09:15:00+05:30,104.65,2025-02-05T09:15:00+05:30,124.5,-19.85,-5161.00,4.00,1040.00,50.00,-6251.00,
2025-02-06,TRADED,2025-02-06,2025-02-05,23686.75,2025-02-06T09:15:00+05:30,23761.95,75.20,SHORT_STRADDLE,23750,CE,NIFTY_23750_CE_06_FEB_25.csv,SHORT,2025-02-06T09:15:00+05:30,50.0,2025-02-06T09:15:00+05:30,48.95,1.05,273.00,4.00,1040.00,50.00,-817.00,
2025-02-06,TRADED,2025-02-06,2025-02-05,23686.75,2025-02-06T09:15:00+05:30,23761.95,75.20,SHORT_STRADDLE,23750,PE,NIFTY_23750_PE_06_FEB_25.csv,SHORT,2025-02-06T09:15:00+05:30,89.35,2025-02-06T09:15:00+05:30,95.55,-6.20,-1612.00,4.00,1040.00,50.00,-2702.00,
2025-02-07,TRADED,2025-02-13,2025-02-06,23628.05,2025-02-07T09:15:00+05:30,23649.5,21.45,SHORT_STRADDLE,23650,CE,NIFTY_23650_CE_13_FEB_25.csv,SHORT,2025-02-07T09:15:00+05:30,201.95,2025-02-07T09:15:00+05:30,193.35,8.60,2236.00,4.00,1040.00,50.00,1146.00,
2025-02-07,TRADED,2025-02-13,2025-02-06,23628.05,2025-02-07T09:15:00+05:30,23649.5,21.45,SHORT_STRADDLE,23650,PE,NIFTY_23650_PE_13_FEB_25.csv,SHORT,2025-02-07T09:15:00+05:30,156.75,2025-02-07T09:15:00+05:30,190.2,-33.45,-8697.00,4.00,1040.00,50.00,-9787.00,
2025-02-10,TRADED,2025-02-13,2025-02-07,23563.15,2025-02-10T09:15:00+05:30,23543.8,-19.35,LONG_STRADDLE,23550,CE,NIFTY_23550_CE_13_FEB_25.csv,LONG,2025-02-10T09:15:00+05:30,164.95,2025-02-10T09:15:00+05:30,138.6,-26.35,-6851.00,4.00,1040.00,50.00,-7941.00,
2025-02-10,TRADED,2025-02-13,2025-02-07,23563.15,2025-02-10T09:15:00+05:30,23543.8,-19.35,LONG_STRADDLE,23550,PE,NIFTY_23550_PE_13_FEB_25.csv,LONG,2025-02-10T09:15:00+05:30,150.05,2025-02-10T09:15:00+05:30,170.4,20.35,5291.00,4.00,1040.00,50.00,4201.00,
2025-02-11,TRADED,2025-02-13,2025-02-10,23376.05,2025-02-11T09:15:00+05:30,23383.55,7.50,SHORT_STRADDLE,23400,CE,NIFTY_23400_CE_13_FEB_25.csv,SHORT,2025-02-11T09:15:00+05:30,145.0,2025-02-11T09:15:00+05:30,127.3,17.70,4602.00,4.00,1040.00,50.00,3512.00,
2025-02-11,TRADED,2025-02-13,2025-02-10,23376.05,2025-02-11T09:15:00+05:30,23383.55,7.50,SHORT_STRADDLE,23400,PE,NIFTY_23400_PE_13_FEB_25.csv,SHORT,2025-02-11T09:15:00+05:30,129.0,2025-02-11T09:15:00+05:30,156.8,-27.80,-7228.00,4.00,1040.00,50.00,-8318.00,
2025-02-12,TRADED,2025-02-13,2025-02-11,23070.5,2025-02-12T09:15:00+05:30,23050.8,-19.70,LONG_STRADDLE,23050,CE,NIFTY_23050_CE_13_FEB_25.csv,LONG,2025-02-12T09:15:00+05:30,128.1,2025-02-12T09:15:00+05:30,127.7,-0.40,-104.00,4.00,1040.00,50.00,-1194.00,
2025-02-12,TRADED,2025-02-13,2025-02-11,23070.5,2025-02-12T09:15:00+05:30,23050.8,-19.70,LONG_STRADDLE,23050,PE,NIFTY_23050_PE_13_FEB_25.csv,LONG,2025-02-12T09:15:00+05:30,96.95,2025-02-12T09:15:00+05:30,100.9,3.95,1027.00,4.00,1040.00,50.00,-63.00,
2025-02-13,TRADED,2025-02-13,2025-02-12,23057.8,2025-02-13T09:15:00+05:30,23055.75,-2.05,LONG_STRADDLE,23050,CE,NIFTY_23050_CE_13_FEB_25.csv,LONG,2025-02-13T09:15:00+05:30,90.0,2025-02-13T09:15:00+05:30,111.9,21.90,5694.00,4.00,1040.00,50.00,4604.00,
2025-02-13,TRADED,2025-02-13,2025-02-12,23057.8,2025-02-13T09:15:00+05:30,23055.75,-2.05,LONG_STRADDLE,23050,PE,NIFTY_23050_PE_13_FEB_25.csv,LONG,2025-02-13T09:15:00+05:30,77.75,2025-02-13T09:15:00+05:30,57.7,-20.05,-5213.00,4.00,1040.00,50.00,-6303.00,
2025-02-14,TRADED,2025-02-20,2025-02-13,23019.4,2025-02-14T09:15:00+05:30,23096.45,77.05,SHORT_STRADDLE,23100,CE,NIFTY_23100_CE_20_FEB_25.csv,SHORT,2025-02-14T09:15:00+05:30,190.0,2025-02-14T09:15:00+05:30,201.5,-11.50,-2990.00,4.00,1040.00,50.00,-4080.00,
2025-02-14,TRADED,2025-02-20,2025-02-13,23019.4,2025-02-14T09:15:00+05:30,23096.45,77.05,SHORT_STRADDLE,23100,PE,NIFTY_23100_PE_20_FEB_25.csv,SHORT,2025-02-14T09:15:00+05:30,170.0,2025-02-14T09:15:00+05:30,149.55,20.45,5317.00,4.00,1040.00,50.00,4227.00,
2025-02-17,TRADED,2025-02-20,2025-02-14,22897.25,2025-02-17T09:15:00+05:30,22809.9,-87.35,LONG_STRADDLE,22800,CE,NIFTY_22800_CE_20_FEB_25.csv,LONG,2025-02-17T09:15:00+05:30,210.0,2025-02-17T09:15:00+05:30,182.4,-27.60,-7176.00,4.00,1040.00,50.00,-8266.00,
2025-02-17,TRADED,2025-02-20,2025-02-14,22897.25,2025-02-17T09:15:00+05:30,22809.9,-87.35,LONG_STRADDLE,22800,PE,NIFTY_22800_PE_20_FEB_25.csv,LONG,2025-02-17T09:15:00+05:30,125.0,2025-02-17T09:15:00+05:30,170.85,45.85,11921.00,4.00,1040.00,50.00,10831.00,
2025-02-18,TRADED,2025-02-20,2025-02-17,22963.5,2025-02-18T09:15:00+05:30,22963.65,0.15,SHORT_STRADDLE,22950,CE,NIFTY_22950_CE_20_FEB_25.csv,SHORT,2025-02-18T09:15:00+05:30,167.95,2025-02-18T09:15:00+05:30,164.1,3.85,1001.00,4.00,1040.00,50.00,-89.00,
2025-02-18,TRADED,2025-02-20,2025-02-17,22963.5,2025-02-18T09:15:00+05:30,22963.65,0.15,SHORT_STRADDLE,22950,PE,NIFTY_22950_PE_20_FEB_25.csv,SHORT,2025-02-18T09:15:00+05:30,130.0,2025-02-18T09:15:00+05:30,144.3,-14.30,-3718.00,4.00,1040.00,50.00,-4808.00,
2025-02-19,TRADED,2025-02-20,2025-02-18,22923.15,2025-02-19T09:15:00+05:30,22847.25,-75.90,LONG_STRADDLE,22850,CE,NIFTY_22850_CE_20_FEB_25.csv,LONG,2025-02-19T09:15:00+05:30,138.19,2025-02-19T09:15:00+05:30,124.0,-14.19,-3689.40,4.00,1040.00,50.00,-4779.40,
2025-02-19,TRADED,2025-02-20,2025-02-18,22923.15,2025-02-19T09:15:00+05:30,22847.25,-75.90,LONG_STRADDLE,22850,PE,NIFTY_22850_PE_20_FEB_25.csv,LONG,2025-02-19T09:15:00+05:30,96.95,2025-02-19T09:15:00+05:30,110.1,13.15,3419.00,4.00,1040.00,50.00,2329.00,
2025-02-20,TRADED,2025-02-20,2025-02-19,22914.4,2025-02-20T09:15:00+05:30,22821.1,-93.30,LONG_STRADDLE,22800,CE,NIFTY_22800_CE_20_FEB_25.csv,LONG,2025-02-20T09:15:00+05:30,114.2,2025-02-20T09:15:00+05:30,124.1,9.90,2574.00,4.00,1040.00,50.00,1484.00,
2025-02-20,TRADED,2025-02-20,2025-02-19,22914.4,2025-02-20T09:15:00+05:30,22821.1,-93.30,LONG_STRADDLE,22800,PE,NIFTY_22800_PE_20_FEB_25.csv,LONG,2025-02-20T09:15:00+05:30,50.05,2025-02-20T09:15:00+05:30,49.15,-0.90,-234.00,4.00,1040.00,50.00,-1324.00,
2025-02-21,TRADED,2025-02-27,2025-02-20,22906.25,2025-02-21T09:15:00+05:30,22857.2,-49.05,LONG_STRADDLE,22850,CE,NIFTY_22850_CE_27_FEB_25.csv,LONG,2025-02-21T09:15:00+05:30,198.05,2025-02-21T09:15:00+05:30,192.85,-5.20,-1352.00,4.00,1040.00,50.00,-2442.00,
2025-02-21,TRADED,2025-02-27,2025-02-20,22906.25,2025-02-21T09:15:00+05:30,22857.2,-49.05,LONG_STRADDLE,22850,PE,NIFTY_22850_PE_27_FEB_25.csv,LONG,2025-02-21T09:15:00+05:30,133.3,2025-02-21T09:15:00+05:30,133.35,0.05,13.00,4.00,1040.00,50.00,-1077.00,
2025-02-24,TRADED,2025-02-27,2025-02-21,22764.35,2025-02-24T09:15:00+05:30,22609.35,-155.00,LONG_STRADDLE,22600,CE,NIFTY_22600_CE_27_FEB_25.csv,LONG,2025-02-24T09:15:00+05:30,198.2,2025-02-24T09:15:00+05:30,203.7,5.50,1430.00,4.00,1040.00,50.00,340.00,
2025-02-24,TRADED,2025-02-27,2025-02-21,22764.35,2025-02-24T09:15:00+05:30,22609.35,-155.00,LONG_STRADDLE,22600,PE,NIFTY_22600_PE_27_FEB_25.csv,LONG,2025-02-24T09:15:00+05:30,110.5,2025-02-24T09:15:00+05:30,88.65,-21.85,-5681.00,4.00,1040.00,50.00,-6771.00,
