entry_date,status,skip_reason,expiry_date,next_trading_day,lot_size,lots,qty,spot_signal_timestamp,spot_signal_close,spot_sma_25,spot_signal_relation,atm_strike,bought_side,contract_name,option_entry_timestamp,option_entry_open,option_exit_timestamp,option_exit_open,gross_pnl,brokerage,net_pnl,remarks
2019-01-15,SKIPPED,missing_option_file,2020-01-02,2019-01-16,75,4,300,2019-01-15T15:00:00+05:30,10889.3,10838.93,ABOVE_SMA,10900,CE,NIFTY_10900_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10900_CE_02_JAN_20.csv
2019-01-16,SKIPPED,missing_option_file,2020-01-02,2019-01-17,75,4,300,2019-01-16T15:00:00+05:30,10892.6,10904.06,BELOW_SMA,10900,PE,NIFTY_10900_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10900_PE_02_JAN_20.csv
2019-01-17,SKIPPED,missing_option_file,2020-01-02,2019-01-18,75,4,300,2019-01-17T15:00:00+05:30,10907.2,10900.64,ABOVE_SMA,10900,CE,NIFTY_10900_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10900_CE_02_JAN_20.csv
2019-01-18,SKIPPED,missing_option_file,2020-01-02,2019-01-21,75,4,300,2019-01-18T15:00:00+05:30,10902.9,10885.51,ABOVE_SMA,10900,CE,NIFTY_10900_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10900_CE_02_JAN_20.csv
2019-01-21,SKIPPED,missing_option_file,2020-01-02,2019-01-22,75,4,300,2019-01-21T15:00:00+05:30,10965.3,10964.18,ABOVE_SMA,10950,CE,NIFTY_10950_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10950_CE_02_JAN_20.csv
2019-01-22,SKIPPED,missing_option_file,2020-01-02,2019-01-23,75,4,300,2019-01-22T15:00:00+05:30,10925.3,10902.44,ABOVE_SMA,10950,CE,NIFTY_10950_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10950_CE_02_JAN_20.csv
2019-01-23,SKIPPED,missing_option_file,2020-01-02,2019-01-24,75,4,300,2019-01-23T15:00:00+05:30,10826.7,10914.97,BELOW_SMA,10850,PE,NIFTY_10850_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10850_PE_02_JAN_20.csv
2019-01-24,SKIPPED,missing_option_file,2020-01-02,2019-01-25,75,4,300,2019-01-24T15:00:00+05:30,10859.7,10829.79,ABOVE_SMA,10850,CE,NIFTY_10850_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10850_CE_02_JAN_20.csv
2019-01-25,SKIPPED,missing_option_file,2020-01-02,2019-01-28,75,4,300,2019-01-25T15:00:00+05:30,10777.7,10880.13,BELOW_SMA,10800,PE,NIFTY_10800_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10800_PE_02_JAN_20.csv
2019-01-28,SKIPPED,missing_option_file,2020-01-02,2019-01-29,75,4,300,2019-01-28T15:00:00+05:30,10655.4,10690.66,BELOW_SMA,10650,PE,NIFTY_10650_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10650_PE_02_JAN_20.csv
2019-01-29,SKIPPED,missing_option_file,2020-01-02,2019-01-30,75,4,300,2019-01-29T15:00:00+05:30,10632.5,10632.10,ABOVE_SMA,10650,CE,NIFTY_10650_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10650_CE_02_JAN_20.csv
2019-01-30,SKIPPED,missing_option_file,2020-01-02,2019-01-31,75,4,300,2019-01-30T15:00:00+05:30,10653.9,10656.16,BELOW_SMA,10650,PE,NIFTY_10650_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10650_PE_02_JAN_20.csv
2019-01-31,SKIPPED,missing_option_file,2020-01-02,2019-02-01,75,4,300,2019-01-31T15:00:00+05:30,10829.0,10749.48,ABOVE_SMA,10850,CE,NIFTY_10850_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10850_CE_02_JAN_20.csv
2019-02-01,SKIPPED,missing_option_file,2020-01-02,2019-02-04,75,4,300,2019-02-01T15:00:00+05:30,10890.7,10884.06,ABOVE_SMA,10900,CE,NIFTY_10900_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10900_CE_02_JAN_20.csv
2019-02-04,SKIPPED,missing_option_file,2020-01-02,2019-02-05,75,4,300,2019-02-04T15:00:00+05:30,10903.5,10858.98,ABOVE_SMA,10900,CE,NIFTY_10900_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10900_CE_02_JAN_20.csv
2019-02-05,SKIPPED,missing_option_file,2020-01-02,2019-02-06,75,4,300,2019-02-05T15:00:00+05:30,10934.2,10927.50,ABOVE_SMA,10950,CE,NIFTY_10950_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10950_CE_02_JAN_20.csv
2019-02-06,SKIPPED,missing_option_file,2020-01-02,2019-02-07,75,4,300,2019-02-06T15:00:00+05:30,11061.8,11018.85,ABOVE_SMA,11050,CE,NIFTY_11050_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11050_CE_02_JAN_20.csv
2019-02-07,SKIPPED,missing_option_file,2020-01-02,2019-02-08,75,4,300,2019-02-07T15:00:00+05:30,11074.5,11087.76,BELOW_SMA,11050,PE,NIFTY_11050_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11050_PE_02_JAN_20.csv
2019-02-08,SKIPPED,missing_option_file,2020-01-02,2019-02-11,75,4,300,2019-02-08T15:00:00+05:30,10935.7,11000.50,BELOW_SMA,10950,PE,NIFTY_10950_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10950_PE_02_JAN_20.csv
2019-02-11,SKIPPED,missing_option_file,2020-01-02,2019-02-12,75,4,300,2019-02-11T15:00:00+05:30,10885.5,10888.20,BELOW_SMA,10900,PE,NIFTY_10900_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10900_PE_02_JAN_20.csv
2019-02-12,SKIPPED,missing_option_file,2020-01-02,2019-02-13,75,4,300,2019-02-12T15:00:00+05:30,10833.5,10875.76,BELOW_SMA,10850,PE,NIFTY_10850_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10850_PE_02_JAN_20.csv
2019-02-13,SKIPPED,missing_option_file,2020-01-02,2019-02-14,75,4,300,2019-02-13T15:00:00+05:30,10788.5,10849.97,BELOW_SMA,10800,PE,NIFTY_10800_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10800_PE_02_JAN_20.csv
2019-02-14,SKIPPED,missing_option_file,2020-01-02,2019-02-15,75,4,300,2019-02-14T15:00:00+05:30,10740.5,10748.91,BELOW_SMA,10750,PE,NIFTY_10750_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10750_PE_02_JAN_20.csv
2019-02-15,SKIPPED,missing_option_file,2020-01-02,2019-02-18,75,4,300,2019-02-15T15:00:00+05:30,10728.3,10680.36,ABOVE_SMA,10750,CE,NIFTY_10750_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10750_CE_02_JAN_20.csv
2019-02-18,SKIPPED,missing_option_file,2020-01-02,2019-02-19,75,4,300,2019-02-18T15:00:00+05:30,10647.0,10665.15,BELOW_SMA,10650,PE,NIFTY_10650_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10650_PE_02_JAN_20.csv
2019-02-19,SKIPPED,missing_option_file,2020-01-02,2019-02-20,75,4,300,2019-02-19T15:00:00+05:30,10604.0,10676.53,BELOW_SMA,10600,PE,NIFTY_10600_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10600_PE_02_JAN_20.csv
2019-02-20,SKIPPED,missing_option_file,2020-01-02,2019-02-21,75,4,300,2019-02-20T15:00:00+05:30,10737.7,10672.77,ABOVE_SMA,10750,CE,NIFTY_10750_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10750_CE_02_JAN_20.csv
2019-02-21,SKIPPED,missing_option_file,2020-01-02,2019-02-22,75,4,300,2019-02-21T15:00:00+05:30,10785.1,10764.86,ABOVE_SMA,10800,CE,NIFTY_10800_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10800_CE_02_JAN_20.csv
2019-02-22,SKIPPED,missing_option_file,2020-01-02,2019-02-25,75,4,300,2019-02-22T15:00:00+05:30,10788.3,10783.91,ABOVE_SMA,10800,CE,NIFTY_10800_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10800_CE_02_JAN_20.csv
2019-02-25,SKIPPED,missing_option_file,2020-01-02,2019-02-26,75,4,300,2019-02-25T15:00:00+05:30,10885.5,10824.06,ABOVE_SMA,10900,CE,NIFTY_10900_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10900_CE_02_JAN_20.csv
2019-02-26,SKIPPED,missing_option_file,2020-01-02,2019-02-27,75,4,300,2019-02-26T15:00:00+05:30,10836.4,10824.44,ABOVE_SMA,10850,CE,NIFTY_10850_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10850_CE_02_JAN_20.csv
2019-02-27,SKIPPED,missing_option_file,2020-01-02,2019-02-28,75,4,300,2019-02-27T15:00:00+05:30,10808.7,10843.25,BELOW_SMA,10800,PE,NIFTY_10800_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10800_PE_02_JAN_20.csv
2019-02-28,SKIPPED,missing_option_file,2020-01-02,2019-03-01,75,4,300,2019-02-28T15:00:00+05:30,10789.4,10817.52,BELOW_SMA,10800,PE,NIFTY_10800_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10800_PE_02_JAN_20.csv
2019-03-01,SKIPPED,missing_option_file,2020-01-02,2019-03-05,75,4,300,2019-03-01T15:00:00+05:30,10863.2,10844.80,ABOVE_SMA,10850,CE,NIFTY_10850_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_10850_CE_02_JAN_20.csv
2019-03-05,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-03-06,75,4,300,2019-03-05T15:00:00+05:30,10986.2,10906.23,ABOVE_SMA,11000,CE,NIFTY_11000_CE_02_JAN_20.csv,2019-03-05T15:29:00+05:30,,2019-03-06T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11000_CE_02_JAN_20.csv missing entry 2019-03-05T15:29:00+05:30; NIFTY_11000_CE_02_JAN_20.csv missing exit 2019-03-06T09:16:00+05:30
2019-03-06,SKIPPED,missing_option_file,2020-01-02,2019-03-07,75,4,300,2019-03-06T15:00:00+05:30,11051.0,11034.80,ABOVE_SMA,11050,CE,NIFTY_11050_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11050_CE_02_JAN_20.csv
2019-03-07,SKIPPED,missing_option_file,2020-01-02,2019-03-08,75,4,300,2019-03-07T15:00:00+05:30,11057.1,11056.10,ABOVE_SMA,11050,CE,NIFTY_11050_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11050_CE_02_JAN_20.csv
2019-03-08,SKIPPED,missing_option_file,2020-01-02,2019-03-11,75,4,300,2019-03-08T15:00:00+05:30,11036.3,11027.78,ABOVE_SMA,11050,CE,NIFTY_11050_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11050_CE_02_JAN_20.csv
2019-03-11,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-03-12,75,4,300,2019-03-11T15:00:00+05:30,11168.8,11141.67,ABOVE_SMA,11150,CE,NIFTY_11150_CE_02_JAN_20.csv,2019-03-11T15:29:00+05:30,,2019-03-12T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11150_CE_02_JAN_20.csv missing entry 2019-03-11T15:29:00+05:30; NIFTY_11150_CE_02_JAN_20.csv missing exit 2019-03-12T09:16:00+05:30
2019-03-12,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-03-13,75,4,300,2019-03-12T15:00:00+05:30,11301.5,11280.52,ABOVE_SMA,11300,CE,NIFTY_11300_CE_02_JAN_20.csv,2019-03-12T15:29:00+05:30,,2019-03-13T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11300_CE_02_JAN_20.csv missing entry 2019-03-12T15:29:00+05:30; NIFTY_11300_CE_02_JAN_20.csv missing exit 2019-03-13T09:16:00+05:30
2019-03-13,SKIPPED,missing_option_file,2020-01-02,2019-03-14,75,4,300,2019-03-13T15:00:00+05:30,11339.2,11316.26,ABOVE_SMA,11350,CE,NIFTY_11350_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11350_CE_02_JAN_20.csv
2019-03-14,SKIPPED,missing_option_file,2020-01-02,2019-03-15,75,4,300,2019-03-14T15:00:00+05:30,11344.3,11343.60,ABOVE_SMA,11350,CE,NIFTY_11350_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11350_CE_02_JAN_20.csv
2019-03-15,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-03-18,75,4,300,2019-03-15T15:00:00+05:30,11415.3,11429.07,BELOW_SMA,11400,PE,NIFTY_11400_PE_02_JAN_20.csv,2019-03-15T15:29:00+05:30,,2019-03-18T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11400_PE_02_JAN_20.csv missing entry 2019-03-15T15:29:00+05:30; NIFTY_11400_PE_02_JAN_20.csv missing exit 2019-03-18T09:16:00+05:30
2019-03-18,SKIPPED,missing_option_file,2020-01-02,2019-03-19,75,4,300,2019-03-18T15:00:00+05:30,11461.0,11452.00,ABOVE_SMA,11450,CE,NIFTY_11450_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11450_CE_02_JAN_20.csv
2019-03-19,SKIPPED,missing_option_file,2020-01-02,2019-03-20,75,4,300,2019-03-19T15:00:00+05:30,11533.8,11482.45,ABOVE_SMA,11550,CE,NIFTY_11550_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11550_CE_02_JAN_20.csv
2019-03-20,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-03-22,75,4,300,2019-03-20T15:00:00+05:30,11519.5,11530.18,BELOW_SMA,11500,PE,NIFTY_11500_PE_02_JAN_20.csv,2019-03-20T15:29:00+05:30,,2019-03-22T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11500_PE_02_JAN_20.csv missing entry 2019-03-20T15:29:00+05:30; NIFTY_11500_PE_02_JAN_20.csv missing exit 2019-03-22T09:16:00+05:30
2019-03-22,SKIPPED,missing_option_file,2020-01-02,2019-03-25,75,4,300,2019-03-22T15:00:00+05:30,11454.0,11503.98,BELOW_SMA,11450,PE,NIFTY_11450_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11450_PE_02_JAN_20.csv
2019-03-25,SKIPPED,missing_option_file,2020-01-02,2019-03-26,75,4,300,2019-03-25T15:00:00+05:30,11353.9,11348.27,ABOVE_SMA,11350,CE,NIFTY_11350_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11350_CE_02_JAN_20.csv
2019-03-26,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-03-27,75,4,300,2019-03-26T15:00:00+05:30,11486.3,11394.90,ABOVE_SMA,11500,CE,NIFTY_11500_CE_02_JAN_20.csv,2019-03-26T15:29:00+05:30,,2019-03-27T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11500_CE_02_JAN_20.csv missing entry 2019-03-26T15:29:00+05:30; NIFTY_11500_CE_02_JAN_20.csv missing exit 2019-03-27T09:16:00+05:30
2019-03-27,SKIPPED,missing_option_file,2020-01-02,2019-03-28,75,4,300,2019-03-27T15:00:00+05:30,11449.8,11507.78,BELOW_SMA,11450,PE,NIFTY_11450_PE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11450_PE_02_JAN_20.csv
2019-03-28,SKIPPED,missing_option_file,2020-01-02,2019-03-29,75,4,300,2019-03-28T15:00:00+05:30,11571.1,11514.58,ABOVE_SMA,11550,CE,NIFTY_11550_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11550_CE_02_JAN_20.csv
2019-03-29,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-01,75,4,300,2019-03-29T15:00:00+05:30,11621.3,11595.03,ABOVE_SMA,11600,CE,NIFTY_11600_CE_02_JAN_20.csv,2019-03-29T15:29:00+05:30,,2019-04-01T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11600_CE_02_JAN_20.csv missing entry 2019-03-29T15:29:00+05:30; NIFTY_11600_CE_02_JAN_20.csv missing exit 2019-04-01T09:16:00+05:30
2019-04-01,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-02,75,4,300,2019-04-01T15:00:00+05:30,11671.3,11698.07,BELOW_SMA,11650,PE,NIFTY_11650_PE_02_JAN_20.csv,2019-04-01T15:29:00+05:30,,2019-04-02T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11650_PE_02_JAN_20.csv missing entry 2019-04-01T15:29:00+05:30; NIFTY_11650_PE_02_JAN_20.csv missing exit 2019-04-02T09:16:00+05:30
2019-04-02,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-03,75,4,300,2019-04-02T15:00:00+05:30,11707.8,11687.80,ABOVE_SMA,11700,CE,NIFTY_11700_CE_02_JAN_20.csv,2019-04-02T15:29:00+05:30,,2019-04-03T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-04-02T15:29:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing exit 2019-04-03T09:16:00+05:30
2019-04-03,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-04,75,4,300,2019-04-03T15:00:00+05:30,11641.2,11728.64,BELOW_SMA,11650,PE,NIFTY_11650_PE_02_JAN_20.csv,2019-04-03T15:29:00+05:30,,2019-04-04T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11650_PE_02_JAN_20.csv missing entry 2019-04-03T15:29:00+05:30; NIFTY_11650_PE_02_JAN_20.csv missing exit 2019-04-04T09:16:00+05:30
2019-04-04,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-05,75,4,300,2019-04-04T15:00:00+05:30,11592.2,11626.49,BELOW_SMA,11600,PE,NIFTY_11600_PE_02_JAN_20.csv,2019-04-04T15:29:00+05:30,,2019-04-05T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11600_PE_02_JAN_20.csv missing entry 2019-04-04T15:29:00+05:30; NIFTY_11600_PE_02_JAN_20.csv missing exit 2019-04-05T09:16:00+05:30
2019-04-05,SKIPPED,missing_option_file,2020-01-02,2019-04-08,75,4,300,2019-04-05T15:00:00+05:30,11656.2,11636.59,ABOVE_SMA,11650,CE,NIFTY_11650_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11650_CE_02_JAN_20.csv
2019-04-08,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-09,75,4,300,2019-04-08T15:00:00+05:30,11603.1,11627.69,BELOW_SMA,11600,PE,NIFTY_11600_PE_02_JAN_20.csv,2019-04-08T15:29:00+05:30,,2019-04-09T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11600_PE_02_JAN_20.csv missing entry 2019-04-08T15:29:00+05:30; NIFTY_11600_PE_02_JAN_20.csv missing exit 2019-04-09T09:16:00+05:30
2019-04-09,SKIPPED,missing_option_file,2020-01-02,2019-04-10,75,4,300,2019-04-09T15:00:00+05:30,11674.6,11607.91,ABOVE_SMA,11650,CE,NIFTY_11650_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11650_CE_02_JAN_20.csv
2019-04-10,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-11,75,4,300,2019-04-10T15:00:00+05:30,11584.8,11645.38,BELOW_SMA,11600,PE,NIFTY_11600_PE_02_JAN_20.csv,2019-04-10T15:29:00+05:30,,2019-04-11T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11600_PE_02_JAN_20.csv missing entry 2019-04-10T15:29:00+05:30; NIFTY_11600_PE_02_JAN_20.csv missing exit 2019-04-11T09:16:00+05:30
2019-04-11,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-12,75,4,300,2019-04-11T15:00:00+05:30,11597.7,11580.92,ABOVE_SMA,11600,CE,NIFTY_11600_CE_02_JAN_20.csv,2019-04-11T15:29:00+05:30,,2019-04-12T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11600_CE_02_JAN_20.csv missing entry 2019-04-11T15:29:00+05:30; NIFTY_11600_CE_02_JAN_20.csv missing exit 2019-04-12T09:16:00+05:30
2019-04-12,SKIPPED,missing_option_file,2020-01-02,2019-04-15,75,4,300,2019-04-12T15:00:00+05:30,11645.3,11611.38,ABOVE_SMA,11650,CE,NIFTY_11650_CE_02_JAN_20.csv,,,,,0.00,0.00,0.00,Missing: NIFTY_11650_CE_02_JAN_20.csv
2019-04-15,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-16,75,4,300,2019-04-15T15:00:00+05:30,11690.0,11676.64,ABOVE_SMA,11700,CE,NIFTY_11700_CE_02_JAN_20.csv,2019-04-15T15:29:00+05:30,,2019-04-16T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11700_CE_02_JAN_20.csv missing entry 2019-04-15T15:29:00+05:30; NIFTY_11700_CE_02_JAN_20.csv missing exit 2019-04-16T09:16:00+05:30
2019-04-16,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-18,75,4,300,2019-04-16T15:00:00+05:30,11781.5,11779.06,ABOVE_SMA,11800,CE,NIFTY_11800_CE_02_JAN_20.csv,2019-04-16T15:29:00+05:30,,2019-04-18T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11800_CE_02_JAN_20.csv missing entry 2019-04-16T15:29:00+05:30; NIFTY_11800_CE_02_JAN_20.csv missing exit 2019-04-18T09:16:00+05:30
2019-04-18,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-22,75,4,300,2019-04-18T15:00:00+05:30,11756.3,11768.52,BELOW_SMA,11750,PE,NIFTY_11750_PE_02_JAN_20.csv,2019-04-18T15:29:00+05:30,,2019-04-22T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11750_PE_02_JAN_20.csv missing entry 2019-04-18T15:29:00+05:30; NIFTY_11750_PE_02_JAN_20.csv missing exit 2019-04-22T09:16:00+05:30
2019-04-22,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-23,75,4,300,2019-04-22T15:00:00+05:30,11595.5,11653.34,BELOW_SMA,11600,PE,NIFTY_11600_PE_02_JAN_20.csv,2019-04-22T15:29:00+05:30,,2019-04-23T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11600_PE_02_JAN_20.csv missing entry 2019-04-22T15:29:00+05:30; NIFTY_11600_PE_02_JAN_20.csv missing exit 2019-04-23T09:16:00+05:30
2019-04-23,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-24,75,4,300,2019-04-23T15:00:00+05:30,11581.3,11617.00,BELOW_SMA,11600,PE,NIFTY_11600_PE_02_JAN_20.csv,2019-04-23T15:29:00+05:30,,2019-04-24T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11600_PE_02_JAN_20.csv missing entry 2019-04-23T15:29:00+05:30; NIFTY_11600_PE_02_JAN_20.csv missing exit 2019-04-24T09:16:00+05:30
2019-04-24,SKIPPED,missing_entry_or_exit_timestamp,2020-01-02,2019-04-25,75,4,300,2019-04-24T15:00:00+05:30,11731.7,11617.73,ABOVE_SMA,11750,CE,NIFTY_11750_CE_02_JAN_20.csv,2019-04-24T15:29:00+05:30,,2019-04-25T09:16:00+05:30,,0.00,0.00,0.00,NIFTY_11750_CE_02_JAN_20.csv missing entry 2019-04-24T15:29:00+05:30; NIFTY_11750_CE_02_JAN_20.csv missing exit 2019-04-25T09:16:00+05:30
