entry_date,status,skip_reason,active_expiry,spot_atm_timestamp,spot_atm_open,atm_strike,sell_ce_strike,sell_ce_entry_timestamp,sell_ce_entry_open,sell_ce_exit_timestamp,sell_ce_exit_open,sell_pe_strike,sell_pe_entry_timestamp,sell_pe_entry_open,sell_pe_exit_timestamp,sell_pe_exit_open,buy_ce_strike,buy_ce_entry_timestamp,buy_ce_entry_open,buy_ce_exit_timestamp,buy_ce_exit_open,buy_pe_strike,buy_pe_entry_timestamp,buy_pe_entry_open,buy_pe_exit_timestamp,buy_pe_exit_open,lot_size,num_lots,total_qty,net_entry_credit_points,gross_pnl,brokerage,net_pnl,remarks
2024-06-04,TRADED,,2024-06-06,2024-06-04T09:15:00+05:30,23179.5,23200,23450,2024-06-04T09:20:00+05:30,145.5,2024-06-04T15:20:00+05:30,44.25,22950,2024-06-04T09:20:00+05:30,429.6,2024-06-04T15:20:00+05:30,1173.25,23650,2024-06-04T09:20:00+05:30,112.8,2024-06-04T15:20:00+05:30,37.9,22750,2024-06-04T09:20:00+05:30,331.2,2024-06-04T15:20:00+05:30,986.7,25,12,300,131.10,-20940.00,200.00,-21140.00,
2024-06-05,TRADED,,2024-06-06,2024-06-05T09:15:00+05:30,22128.35,22150,22400,2024-06-05T09:20:00+05:30,50.85,2024-06-05T15:20:00+05:30,251.4,21900,2024-06-05T09:20:00+05:30,240.4,2024-06-05T15:20:00+05:30,15.9,22600,2024-06-05T09:20:00+05:30,29.45,2024-06-05T15:20:00+05:30,139.5,21700,2024-06-05T09:20:00+05:30,175.4,2024-06-05T15:20:00+05:30,9.15,25,12,300,86.40,-12075.00,200.00,-12275.00,
2024-06-06,TRADED,,2024-06-06,2024-06-06T09:15:00+05:30,22798.6,22800,23050,2024-06-06T09:20:00+05:30,23.7,2024-06-06T15:20:00+05:30,0.05,22550,2024-06-06T09:20:00+05:30,62.2,2024-06-06T15:20:00+05:30,0.1,23250,2024-06-06T09:20:00+05:30,43.9,2024-06-06T15:20:00+05:30,29.35,22350,2024-06-06T09:20:00+05:30,22.9,2024-06-06T15:20:00+05:30,0.05,25,12,300,19.10,12105.00,200.00,11905.00,
2024-06-07,TRADED,,2024-06-13,2024-06-07T09:15:00+05:30,22821.85,22800,23050,2024-06-07T09:20:00+05:30,130.15,2024-06-07T15:20:00+05:30,370.5,22550,2024-06-07T09:20:00+05:30,115.75,2024-06-07T15:20:00+05:30,35.5,23250,2024-06-07T09:20:00+05:30,70.0,2024-06-07T15:20:00+05:30,238.7,22350,2024-06-07T09:20:00+05:30,72.55,2024-06-07T15:20:00+05:30,22.8,25,12,300,103.35,-14745.00,200.00,-14945.00,
2024-06-10,TRADED,,2024-06-13,2024-06-10T09:15:00+05:30,23319.15,23300,23550,2024-06-10T09:20:00+05:30,118.3,2024-06-10T15:20:00+05:30,52.5,23050,2024-06-10T09:20:00+05:30,85.05,2024-06-10T15:20:00+05:30,104.0,23750,2024-06-10T09:20:00+05:30,61.55,2024-06-10T15:20:00+05:30,22.85,22850,2024-06-10T09:20:00+05:30,50.7,2024-06-10T15:20:00+05:30,52.65,25,12,300,91.10,630.00,200.00,430.00,
2024-06-11,TRADED,,2024-06-13,2024-06-11T09:15:00+05:30,23283.75,23300,23550,2024-06-11T09:20:00+05:30,46.25,2024-06-11T15:20:00+05:30,22.15,23050,2024-06-11T09:20:00+05:30,81.1,2024-06-11T15:20:00+05:30,46.4,23750,2024-06-11T09:20:00+05:30,17.1,2024-06-11T15:20:00+05:30,5.15,22850,2024-06-11T09:20:00+05:30,38.85,2024-06-11T15:20:00+05:30,17.75,25,12,300,71.40,5325.00,200.00,5125.00,
2024-06-12,TRADED,,2024-06-13,2024-06-12T09:15:00+05:30,23344.45,23350,23600,2024-06-12T09:20:00+05:30,13.5,2024-06-12T15:20:00+05:30,9.85,23100,2024-06-12T09:20:00+05:30,31.5,2024-06-12T15:20:00+05:30,19.3,23800,2024-06-12T09:20:00+05:30,2.7,2024-06-12T15:20:00+05:30,1.3,22900,2024-06-12T09:20:00+05:30,11.4,2024-06-12T15:20:00+05:30,5.2,25,12,300,30.90,75.00,200.00,-125.00,
2024-06-13,TRADED,,2024-06-13,2024-06-13T09:15:00+05:30,23480.95,23500,23750,2024-06-13T09:20:00+05:30,2.1,2024-06-13T15:20:00+05:30,0.05,23250,2024-06-13T09:20:00+05:30,14.25,2024-06-13T15:20:00+05:30,0.05,23950,2024-06-13T09:20:00+05:30,0.65,2024-06-13T15:20:00+05:30,0.05,23050,2024-06-13T09:20:00+05:30,2.95,2024-06-13T15:20:00+05:30,0.05,25,12,300,12.75,1425.00,200.00,1225.00,
2024-06-14,TRADED,,2024-06-20,2024-06-14T09:15:00+05:30,23464.95,23450,23700,2024-06-14T09:20:00+05:30,31.7,2024-06-14T15:20:00+05:30,24.8,23200,2024-06-14T09:20:00+05:30,57.65,2024-06-14T15:20:00+05:30,40.65,23900,2024-06-14T09:20:00+05:30,9.4,2024-06-14T15:20:00+05:30,5.6,23000,2024-06-14T09:20:00+05:30,25.75,2024-06-14T15:20:00+05:30,17.8,25,12,300,54.20,1245.00,200.00,1045.00,
2024-06-18,TRADED,,2024-06-20,2024-06-18T09:15:00+05:30,23570.8,23550,23800,2024-06-18T09:20:00+05:30,15.35,2024-06-18T15:20:00+05:30,11.25,23300,2024-06-18T09:20:00+05:30,28.0,2024-06-18T15:20:00+05:30,19.45,24000,2024-06-18T09:20:00+05:30,3.45,2024-06-18T15:20:00+05:30,2.2,23100,2024-06-18T09:20:00+05:30,11.3,2024-06-18T15:20:00+05:30,6.9,25,12,300,28.60,-300.00,200.00,-500.00,
2024-06-19,TRADED,,2024-06-20,2024-06-19T09:15:00+05:30,23629.85,23650,23900,2024-06-19T09:20:00+05:30,4.7,2024-06-19T15:20:00+05:30,2.8,23400,2024-06-19T09:20:00+05:30,22.1,2024-06-19T15:20:00+05:30,33.25,24100,2024-06-19T09:20:00+05:30,1.4,2024-06-19T15:20:00+05:30,0.9,23200,2024-06-19T09:20:00+05:30,6.9,2024-06-19T15:20:00+05:30,5.65,25,12,300,18.50,-5700.00,200.00,-5900.00,
2024-06-20,TRADED,,2024-06-20,2024-06-20T09:15:00+05:30,23586.15,23600,23850,2024-06-20T09:20:00+05:30,3.7,2024-06-20T15:20:00+05:30,0.05,23350,2024-06-20T09:20:00+05:30,32.2,2024-06-20T15:20:00+05:30,0.05,24050,2024-06-20T09:20:00+05:30,0.8,2024-06-20T15:20:00+05:30,0.05,23150,2024-06-20T09:20:00+05:30,6.6,2024-06-20T15:20:00+05:30,0.05,25,12,300,28.50,6150.00,200.00,5950.00,
2024-06-21,TRADED,,2024-06-27,2024-06-21T09:15:00+05:30,23661.15,23650,23900,2024-06-21T09:20:00+05:30,32.75,2024-06-21T15:20:00+05:30,16.35,23400,2024-06-21T09:20:00+05:30,68.6,2024-06-21T15:20:00+05:30,100.8,24100,2024-06-21T09:20:00+05:30,10.1,2024-06-21T15:20:00+05:30,5.75,23200,2024-06-21T09:20:00+05:30,32.15,2024-06-21T15:20:00+05:30,43.95,25,12,300,59.10,-4905.00,200.00,-5105.00,
2024-06-24,TRADED,,2024-06-27,2024-06-24T09:15:00+05:30,23382.3,23400,23650,2024-06-24T09:20:00+05:30,37.0,2024-06-24T15:20:00+05:30,66.9,23150,2024-06-24T09:20:00+05:30,47.5,2024-06-24T15:20:00+05:30,21.95,23850,2024-06-24T09:20:00+05:30,12.0,2024-06-24T15:20:00+05:30,18.65,22950,2024-06-24T09:20:00+05:30,18.1,2024-06-24T15:20:00+05:30,9.45,25,12,300,54.40,-4305.00,200.00,-4505.00,
2024-06-25,TRADED,,2024-06-27,2024-06-25T09:15:00+05:30,23577.1,23600,23850,2024-06-25T09:20:00+05:30,19.6,2024-06-25T15:20:00+05:30,42.45,23350,2024-06-25T09:20:00+05:30,37.65,2024-06-25T15:20:00+05:30,20.3,24050,2024-06-25T09:20:00+05:30,4.4,2024-06-25T15:20:00+05:30,8.85,23150,2024-06-25T09:20:00+05:30,14.65,2024-06-25T15:20:00+05:30,10.0,25,12,300,38.20,-4110.00,200.00,-4310.00,
2024-06-26,TRADED,,2024-06-27,2024-06-26T09:15:00+05:30,23723.1,23700,23950,2024-06-26T09:20:00+05:30,19.65,2024-06-26T15:20:00+05:30,42.95,23450,2024-06-26T09:20:00+05:30,27.1,2024-06-26T15:20:00+05:30,4.35,24150,2024-06-26T09:20:00+05:30,4.45,2024-06-26T15:20:00+05:30,5.9,23250,2024-06-26T09:20:00+05:30,10.05,2024-06-26T15:20:00+05:30,1.7,25,12,300,32.25,-4635.00,200.00,-4835.00,
2024-06-27,TRADED,,2024-06-27,2024-06-27T09:15:00+05:30,23881.55,23900,24150,2024-06-27T09:20:00+05:30,4.55,2024-06-27T15:20:00+05:30,0.1,23650,2024-06-27T09:20:00+05:30,15.4,2024-06-27T15:20:00+05:30,0.15,24350,2024-06-27T09:20:00+05:30,0.75,2024-06-27T15:20:00+05:30,0.05,23450,2024-06-27T09:20:00+05:30,3.4,2024-06-27T15:20:00+05:30,0.05,25,12,300,15.80,2295.00,200.00,2095.00,
2024-06-28,TRADED,,2024-07-04,2024-06-28T09:15:00+05:30,24085.9,24100,24350,2024-06-28T09:20:00+05:30,65.7,2024-06-28T15:20:00+05:30,43.7,23850,2024-06-28T09:20:00+05:30,76.0,2024-06-28T15:20:00+05:30,69.0,24550,2024-06-28T09:20:00+05:30,23.3,2024-06-28T15:20:00+05:30,15.65,23650,2024-06-28T09:20:00+05:30,41.95,2024-06-28T15:20:00+05:30,32.5,25,12,300,76.45,1170.00,200.00,970.00,
2024-07-01,TRADED,,2024-07-04,2024-07-01T09:15:00+05:30,23992.95,24000,24250,2024-07-01T09:20:00+05:30,56.65,2024-07-01T15:20:00+05:30,74.65,23750,2024-07-01T09:20:00+05:30,44.65,2024-07-01T15:20:00+05:30,25.4,24450,2024-07-01T09:20:00+05:30,20.85,2024-07-01T15:20:00+05:30,21.7,23550,2024-07-01T09:20:00+05:30,18.85,2024-07-01T15:20:00+05:30,11.15,25,12,300,61.60,-4080.00,200.00,-4280.00,
2024-07-02,TRADED,,2024-07-04,2024-07-02T09:15:00+05:30,24228.75,24250,24500,2024-07-02T09:20:00+05:30,17.5,2024-07-02T15:20:00+05:30,7.05,24000,2024-07-02T09:20:00+05:30,46.65,2024-07-02T15:20:00+05:30,52.3,24700,2024-07-02T09:20:00+05:30,3.35,2024-07-02T15:20:00+05:30,1.4,23800,2024-07-02T09:20:00+05:30,18.7,2024-07-02T15:20:00+05:30,19.05,25,12,300,42.10,-1440.00,200.00,-1640.00,
2024-07-03,TRADED,,2024-07-04,2024-07-03T09:15:00+05:30,24291.75,24300,24550,2024-07-03T09:20:00+05:30,6.15,2024-07-03T15:20:00+05:30,5.9,24050,2024-07-03T09:20:00+05:30,34.4,2024-07-03T15:20:00+05:30,13.2,24750,2024-07-03T09:20:00+05:30,1.15,2024-07-03T15:20:00+05:30,0.75,23850,2024-07-03T09:20:00+05:30,10.9,2024-07-03T15:20:00+05:30,3.45,25,12,300,28.50,1680.00,200.00,1480.00,
2024-07-04,TRADED,,2024-07-04,2024-07-04T09:15:00+05:30,24369.95,24350,24600,2024-07-04T09:20:00+05:30,3.15,2024-07-04T15:20:00+05:30,0.05,24100,2024-07-04T09:20:00+05:30,7.95,2024-07-04T15:20:00+05:30,0.05,24800,2024-07-04T09:20:00+05:30,0.65,2024-07-04T15:20:00+05:30,0.05,23900,2024-07-04T09:20:00+05:30,1.95,2024-07-04T15:20:00+05:30,0.05,25,12,300,8.50,150.00,200.00,-50.00,
2024-07-05,TRADED,,2024-07-11,2024-07-05T09:15:00+05:30,24213.35,24200,24450,2024-07-05T09:20:00+05:30,45.25,2024-07-05T15:20:00+05:30,74.4,23950,2024-07-05T09:20:00+05:30,48.7,2024-07-05T15:20:00+05:30,20.8,24650,2024-07-05T09:20:00+05:30,14.7,2024-07-05T15:20:00+05:30,20.4,23750,2024-07-05T09:20:00+05:30,20.7,2024-07-05T15:20:00+05:30,8.7,25,12,300,58.55,-4665.00,200.00,-4865.00,
2024-07-08,TRADED,,2024-07-11,2024-07-08T09:15:00+05:30,24329.45,24350,24600,2024-07-08T09:20:00+05:30,20.85,2024-07-08T15:20:00+05:30,17.6,24100,2024-07-08T09:20:00+05:30,43.7,2024-07-08T15:20:00+05:30,33.8,24800,2024-07-08T09:20:00+05:30,4.75,2024-07-08T15:20:00+05:30,3.05,23900,2024-07-08T09:20:00+05:30,15.3,2024-07-08T15:20:00+05:30,10.55,25,12,300,44.50,-390.00,200.00,-590.00,
2024-07-09,TRADED,,2024-07-11,2024-07-09T09:15:00+05:30,24351.0,24350,24600,2024-07-09T09:20:00+05:30,19.5,2024-07-09T15:20:00+05:30,24.9,24100,2024-07-09T09:20:00+05:30,21.9,2024-07-09T15:20:00+05:30,10.4,24800,2024-07-09T09:20:00+05:30,3.0,2024-07-09T15:20:00+05:30,2.75,23900,2024-07-09T09:20:00+05:30,6.85,2024-07-09T15:20:00+05:30,4.25,25,12,300,31.55,-1425.00,200.00,-1625.00,
2024-07-10,TRADED,,2024-07-11,2024-07-10T09:15:00+05:30,24459.85,24450,24700,2024-07-10T09:20:00+05:30,5.8,2024-07-10T15:20:00+05:30,1.3,24200,2024-07-10T09:20:00+05:30,22.7,2024-07-10T15:20:00+05:30,28.5,24900,2024-07-10T09:20:00+05:30,1.4,2024-07-10T15:20:00+05:30,0.55,24000,2024-07-10T09:20:00+05:30,6.75,2024-07-10T15:20:00+05:30,5.85,25,12,300,20.35,-3315.00,200.00,-3515.00,
2024-07-11,TRADED,,2024-07-11,2024-07-11T09:15:00+05:30,24396.55,24400,24650,2024-07-11T09:20:00+05:30,1.6,2024-07-11T15:20:00+05:30,0.1,24150,2024-07-11T09:20:00+05:30,8.15,2024-07-11T15:20:00+05:30,0.05,24850,2024-07-11T09:20:00+05:30,0.5,2024-07-11T15:20:00+05:30,0.05,23950,2024-07-11T09:20:00+05:30,1.45,2024-07-11T15:20:00+05:30,0.05,25,12,300,7.80,-75.00,200.00,-275.00,
2024-07-12,TRADED,,2024-07-18,2024-07-12T09:15:00+05:30,24387.95,24400,24650,2024-07-12T09:20:00+05:30,29.0,2024-07-12T15:20:00+05:30,58.9,24150,2024-07-12T09:20:00+05:30,42.65,2024-07-12T15:20:00+05:30,23.05,24850,2024-07-12T09:20:00+05:30,7.55,2024-07-12T15:20:00+05:30,14.8,23950,2024-07-12T09:20:00+05:30,16.1,2024-07-12T15:20:00+05:30,9.4,25,12,300,48.00,-5325.00,200.00,-5525.00,
2024-07-15,TRADED,,2024-07-18,2024-07-15T09:15:00+05:30,24587.6,24600,24850,2024-07-15T09:20:00+05:30,19.7,2024-07-15T15:20:00+05:30,15.7,24350,2024-07-15T09:20:00+05:30,40.9,2024-07-15T15:20:00+05:30,26.6,25050,2024-07-15T09:20:00+05:30,3.85,2024-07-15T15:20:00+05:30,2.65,24150,2024-07-15T09:20:00+05:30,15.65,2024-07-15T15:20:00+05:30,9.2,25,12,300,41.10,795.00,200.00,595.00,
2024-07-16,TRADED,,2024-07-18,2024-07-16T09:15:00+05:30,24615.9,24600,24850,2024-07-16T09:20:00+05:30,13.85,2024-07-16T15:20:00+05:30,5.4,24350,2024-07-16T09:20:00+05:30,20.85,2024-07-16T15:20:00+05:30,9.75,25050,2024-07-16T09:20:00+05:30,2.0,2024-07-16T15:20:00+05:30,0.8,24150,2024-07-16T09:20:00+05:30,6.65,2024-07-16T15:20:00+05:30,2.45,25,12,300,26.05,1845.00,200.00,1645.00,
2024-07-18,TRADED,,2024-07-18,2024-07-18T09:15:00+05:30,24543.8,24550,24800,2024-07-18T09:20:00+05:30,3.35,2024-07-18T15:20:00+05:30,8.7,24300,2024-07-18T09:20:00+05:30,4.95,2024-07-18T15:20:00+05:30,0.05,25000,2024-07-18T09:20:00+05:30,0.65,2024-07-18T15:20:00+05:30,0.05,24100,2024-07-18T09:20:00+05:30,1.1,2024-07-18T15:20:00+05:30,0.1,25,12,300,6.55,-3015.00,200.00,-3215.00,
2024-07-19,TRADED,,2024-07-25,2024-07-19T09:15:00+05:30,24853.8,24850,25100,2024-07-19T09:20:00+05:30,85.95,2024-07-19T15:20:00+05:30,50.8,24600,2024-07-19T09:20:00+05:30,159.55,2024-07-19T15:20:00+05:30,268.35,25300,2024-07-19T09:20:00+05:30,41.8,2024-07-19T15:20:00+05:30,26.55,24400,2024-07-19T09:20:00+05:30,101.15,2024-07-19T15:20:00+05:30,173.05,25,12,300,102.55,-7500.00,200.00,-7700.00,
2024-07-22,TRADED,,2024-07-25,2024-07-22T09:15:00+05:30,24445.75,24450,24700,2024-07-22T09:20:00+05:30,109.65,2024-07-22T15:20:00+05:30,135.6,24200,2024-07-22T09:20:00+05:30,143.05,2024-07-22T15:20:00+05:30,104.05,24900,2024-07-22T09:20:00+05:30,62.05,2024-07-22T15:20:00+05:30,79.15,24000,2024-07-22T09:20:00+05:30,86.9,2024-07-22T15:20:00+05:30,65.1,25,12,300,103.75,105.00,200.00,-95.00,
2024-07-23,TRADED,,2024-07-25,2024-07-23T09:15:00+05:30,24568.9,24550,24800,2024-07-23T09:20:00+05:30,100.65,2024-07-23T15:20:00+05:30,22.75,24300,2024-07-23T09:20:00+05:30,119.05,2024-07-23T15:20:00+05:30,58.65,25000,2024-07-23T09:20:00+05:30,57.0,2024-07-23T15:20:00+05:30,8.5,24100,2024-07-23T09:20:00+05:30,73.45,2024-07-23T15:20:00+05:30,22.45,25,12,300,89.25,9240.00,200.00,9040.00,
2024-07-24,TRADED,,2024-07-25,2024-07-24T09:15:00+05:30,24444.95,24450,24700,2024-07-24T09:20:00+05:30,23.9,2024-07-24T15:20:00+05:30,7.5,24200,2024-07-24T09:20:00+05:30,31.25,2024-07-24T15:20:00+05:30,20.05,24900,2024-07-24T09:20:00+05:30,8.3,2024-07-24T15:20:00+05:30,1.8,24000,2024-07-24T09:20:00+05:30,10.65,2024-07-24T15:20:00+05:30,4.25,25,12,300,36.20,2010.00,200.00,1810.00,
2024-07-25,TRADED,,2024-07-25,2024-07-25T09:15:00+05:30,24230.95,24250,24500,2024-07-25T09:20:00+05:30,7.4,2024-07-25T15:20:00+05:30,0.05,24000,2024-07-25T09:20:00+05:30,13.25,2024-07-25T15:20:00+05:30,0.05,24700,2024-07-25T09:20:00+05:30,1.8,2024-07-25T15:20:00+05:30,0.05,23800,2024-07-25T09:20:00+05:30,2.5,2024-07-25T15:20:00+05:30,0.05,25,12,300,16.35,2505.00,200.00,2305.00,
2024-07-26,TRADED,,2024-08-01,2024-07-26T09:15:00+05:30,24423.35,24400,24650,2024-07-26T09:20:00+05:30,64.85,2024-07-26T15:20:00+05:30,270.35,24150,2024-07-26T09:20:00+05:30,50.35,2024-07-26T15:20:00+05:30,11.8,24850,2024-07-26T09:20:00+05:30,22.35,2024-07-26T15:20:00+05:30,138.5,23950,2024-07-26T09:20:00+05:30,24.15,2024-07-26T15:20:00+05:30,7.6,25,12,300,68.70,-22605.00,200.00,-22805.00,
2024-07-29,TRADED,,2024-08-01,2024-07-29T09:15:00+05:30,24943.3,24950,25200,2024-07-29T09:20:00+05:30,30.3,2024-07-29T15:20:00+05:30,17.5,24700,2024-07-29T09:20:00+05:30,42.5,2024-07-29T15:20:00+05:30,54.55,25400,2024-07-29T09:20:00+05:30,9.3,2024-07-29T15:20:00+05:30,5.2,24500,2024-07-29T09:20:00+05:30,18.95,2024-07-29T15:20:00+05:30,20.65,25,12,300,44.55,-2895.00,200.00,-3095.00,
2024-07-30,TRADED,,2024-08-01,2024-07-30T09:15:00+05:30,24839.4,24850,25100,2024-07-30T09:20:00+05:30,26.9,2024-07-30T15:20:00+05:30,21.35,24600,2024-07-30T09:20:00+05:30,34.3,2024-07-30T15:20:00+05:30,21.05,25300,2024-07-30T09:20:00+05:30,6.85,2024-07-30T15:20:00+05:30,3.8,24400,2024-07-30T09:20:00+05:30,12.25,2024-07-30T15:20:00+05:30,7.5,25,12,300,42.10,900.00,200.00,700.00,
2024-07-31,TRADED,,2024-08-01,2024-07-31T09:15:00+05:30,24886.7,24900,25150,2024-07-31T09:20:00+05:30,15.5,2024-07-31T15:20:00+05:30,19.15,24650,2024-07-31T09:20:00+05:30,21.8,2024-07-31T15:20:00+05:30,12.6,25350,2024-07-31T09:20:00+05:30,2.8,2024-07-31T15:20:00+05:30,3.1,24450,2024-07-31T09:20:00+05:30,6.85,2024-07-31T15:20:00+05:30,4.6,25,12,300,27.65,-1320.00,200.00,-1520.00,
2024-08-01,TRADED,,2024-08-01,2024-08-01T09:15:00+05:30,25030.95,25050,25300,2024-08-01T09:20:00+05:30,4.95,2024-08-01T15:20:00+05:30,0.1,24800,2024-08-01T09:20:00+05:30,7.7,2024-08-01T15:20:00+05:30,0.05,25500,2024-08-01T09:20:00+05:30,0.85,2024-08-01T15:20:00+05:30,0.05,24600,2024-08-01T09:20:00+05:30,2.15,2024-08-01T15:20:00+05:30,0.05,25,12,300,9.65,480.00,200.00,280.00,
2024-08-02,TRADED,,2024-08-08,2024-08-02T09:15:00+05:30,24789.0,24800,25050,2024-08-02T09:20:00+05:30,63.15,2024-08-02T15:20:00+05:30,32.85,24550,2024-08-02T09:20:00+05:30,65.3,2024-08-02T15:20:00+05:30,95.85,25250,2024-08-02T09:20:00+05:30,24.7,2024-08-02T15:20:00+05:30,11.8,24350,2024-08-02T09:20:00+05:30,32.35,2024-08-02T15:20:00+05:30,46.6,25,12,300,71.40,-2070.00,200.00,-2270.00,
2024-08-05,TRADED,,2024-08-08,2024-08-05T09:15:00+05:30,24302.85,24300,24550,2024-08-05T09:20:00+05:30,67.65,2024-08-05T15:20:00+05:30,32.05,24050,2024-08-05T09:20:00+05:30,75.7,2024-08-05T15:20:00+05:30,204.85,24750,2024-08-05T09:20:00+05:30,32.15,2024-08-05T15:20:00+05:30,14.4,23850,2024-08-05T09:20:00+05:30,41.5,2024-08-05T15:20:00+05:30,145.45,25,12,300,69.70,-4605.00,200.00,-4805.00,
2024-08-06,TRADED,,2024-08-08,2024-08-06T09:15:00+05:30,24189.85,24200,24450,2024-08-06T09:20:00+05:30,91.75,2024-08-06T15:20:00+05:30,18.5,23950,2024-08-06T09:20:00+05:30,45.75,2024-08-06T15:20:00+05:30,114.3,24650,2024-08-06T09:20:00+05:30,34.9,2024-08-06T15:20:00+05:30,7.2,23750,2024-08-06T09:20:00+05:30,28.75,2024-08-06T15:20:00+05:30,64.15,25,12,300,73.85,1320.00,200.00,1120.00,
2024-08-07,TRADED,,2024-08-08,2024-08-07T09:15:00+05:30,24289.4,24300,24550,2024-08-07T09:20:00+05:30,23.95,2024-08-07T15:20:00+05:30,18.5,24050,2024-08-07T09:20:00+05:30,35.05,2024-08-07T15:20:00+05:30,18.95,24750,2024-08-07T09:20:00+05:30,6.8,2024-08-07T15:20:00+05:30,2.95,23850,2024-08-07T09:20:00+05:30,18.3,2024-08-07T15:20:00+05:30,8.4,25,12,300,33.90,-60.00,200.00,-260.00,
2024-08-08,TRADED,,2024-08-08,2024-08-08T09:15:00+05:30,24248.55,24250,24500,2024-08-08T09:20:00+05:30,10.6,2024-08-08T15:20:00+05:30,0.05,24000,2024-08-08T09:20:00+05:30,24.05,2024-08-08T15:20:00+05:30,0.1,24700,2024-08-08T09:20:00+05:30,1.2,2024-08-08T15:20:00+05:30,0.05,23800,2024-08-08T09:20:00+05:30,4.65,2024-08-08T15:20:00+05:30,0.05,25,12,300,28.80,6225.00,200.00,6025.00,
2024-08-09,TRADED,,2024-08-14,2024-08-09T09:15:00+05:30,24386.85,24400,24650,2024-08-09T09:20:00+05:30,51.05,2024-08-09T15:20:00+05:30,39.35,24150,2024-08-09T09:20:00+05:30,83.45,2024-08-09T15:20:00+05:30,68.15,24850,2024-08-09T09:20:00+05:30,18.25,2024-08-09T15:20:00+05:30,12.15,23950,2024-08-09T09:20:00+05:30,44.1,2024-08-09T15:20:00+05:30,34.05,25,12,300,72.15,855.00,200.00,655.00,
2024-08-12,TRADED,,2024-08-14,2024-08-12T09:15:00+05:30,24320.05,24300,24550,2024-08-12T09:20:00+05:30,43.8,2024-08-12T15:20:00+05:30,37.1,24050,2024-08-12T09:20:00+05:30,67.45,2024-08-12T15:20:00+05:30,31.8,24750,2024-08-12T09:20:00+05:30,11.7,2024-08-12T15:20:00+05:30,8.45,23850,2024-08-12T09:20:00+05:30,36.25,2024-08-12T15:20:00+05:30,13.05,25,12,300,63.30,2370.00,200.00,2170.00,
2024-08-13,TRADED,,2024-08-14,2024-08-13T09:15:00+05:30,24342.35,24350,24600,2024-08-13T09:20:00+05:30,18.75,2024-08-13T15:20:00+05:30,4.35,24100,2024-08-13T09:20:00+05:30,35.5,2024-08-13T15:20:00+05:30,68.75,24800,2024-08-13T09:20:00+05:30,3.6,2024-08-13T15:20:00+05:30,2.1,23900,2024-08-13T09:20:00+05:30,11.55,2024-08-13T15:20:00+05:30,18.75,25,12,300,39.10,-6345.00,200.00,-6545.00,
2024-08-14,TRADED,,2024-08-14,2024-08-14T09:15:00+05:30,24184.4,24200,24450,2024-08-14T09:20:00+05:30,4.55,2024-08-14T15:20:00+05:30,0.1,23950,2024-08-14T09:20:00+05:30,11.05,2024-08-14T15:20:00+05:30,0.1,24650,2024-08-14T09:20:00+05:30,1.1,2024-08-14T15:20:00+05:30,0.05,23750,2024-08-14T09:20:00+05:30,1.75,2024-08-14T15:20:00+05:30,0.15,25,12,300,12.75,1425.00,200.00,1225.00,
2024-08-16,TRADED,,2024-08-22,2024-08-16T09:15:00+05:30,24334.85,24350,24600,2024-08-16T09:20:00+05:30,56.7,2024-08-16T15:20:00+05:30,110.4,24100,2024-08-16T09:20:00+05:30,56.25,2024-08-16T15:20:00+05:30,25.15,24800,2024-08-16T09:20:00+05:30,18.65,2024-08-16T15:20:00+05:30,36.85,23900,2024-08-16T09:20:00+05:30,26.65,2024-08-16T15:20:00+05:30,13.2,25,12,300,67.65,-7755.00,200.00,-7955.00,
2024-08-19,TRADED,,2024-08-22,2024-08-19T09:15:00+05:30,24636.35,24650,24900,2024-08-19T09:20:00+05:30,22.5,2024-08-19T15:20:00+05:30,12.4,24400,2024-08-19T09:20:00+05:30,48.7,2024-08-19T15:20:00+05:30,46.8,25100,2024-08-19T09:20:00+05:30,5.15,2024-08-19T15:20:00+05:30,3.0,24200,2024-08-19T09:20:00+05:30,22.25,2024-08-19T15:20:00+05:30,17.05,25,12,300,43.80,-1005.00,200.00,-1205.00,
2024-08-20,TRADED,,2024-08-22,2024-08-20T09:15:00+05:30,24648.9,24650,24900,2024-08-20T09:20:00+05:30,12.15,2024-08-20T15:20:00+05:30,16.75,24400,2024-08-20T09:20:00+05:30,31.75,2024-08-20T15:20:00+05:30,13.6,25100,2024-08-20T09:20:00+05:30,2.35,2024-08-20T15:20:00+05:30,2.6,24200,2024-08-20T09:20:00+05:30,10.7,2024-08-20T15:20:00+05:30,4.95,25,12,300,30.85,15.00,200.00,-185.00,
2024-08-21,TRADED,,2024-08-22,2024-08-21T09:15:00+05:30,24680.55,24700,24950,2024-08-21T09:20:00+05:30,10.0,2024-08-21T15:20:00+05:30,7.8,24450,2024-08-21T09:20:00+05:30,15.25,2024-08-21T15:20:00+05:30,4.8,25150,2024-08-21T09:20:00+05:30,1.6,2024-08-21T15:20:00+05:30,1.15,24250,2024-08-21T09:20:00+05:30,4.2,2024-08-21T15:20:00+05:30,1.85,25,12,300,19.45,555.00,200.00,355.00,
