entry_date,status,skip_reason,expiry_date,spot_entry,atm,short_dist,wing_width,short_ce,long_ce,short_pe,long_pe,short_ce_entry,long_ce_entry,short_pe_entry,long_pe_entry,entry_credit,sl_trigger,lot_size,condors,units,exit_time,exit_reason,short_ce_exit,long_ce_exit,short_pe_exit,long_pe_exit,liq_cost_exit,gross_pnl,brokerage,net_pnl,cum_pnl,remarks
2020-10-15,TRADED,,2020-10-15,11951.20,11950,200,100,12150,12250,11750,11650,0.80,0.35,0.95,0.65,0.75,1.50,75,23,1725,13:07,sl,0.35,0.30,2.00,0.40,1.65,-1552.50,10580.00,-12132.50,-485601.25,
2020-10-22,TRADED,,2020-10-22,11934.00,11950,200,100,12150,12250,11750,11650,1.00,0.40,7.60,2.45,5.75,11.50,75,23,1725,09:35,sl,0.80,0.35,18.35,7.15,11.65,-10177.50,10580.00,-20757.50,-506358.75,
2020-10-29,TRADED,,2020-10-29,11616.00,11600,200,100,11800,11900,11400,11300,4.65,1.45,6.00,2.00,7.20,14.40,75,23,1725,15:25,eod,0.05,0.05,0.05,0.05,0.00,12420.00,10580.00,1840.00,-504518.75,
2020-11-05,TRADED,,2020-11-05,12052.60,12050,200,100,12250,12350,11850,11750,1.35,0.40,5.20,2.55,3.60,7.20,75,22,1650,15:25,eod,0.10,0.05,0.05,0.05,0.05,5857.50,10120.00,-4262.50,-508781.25,
2020-11-12,TRADED,,2020-11-12,12722.80,12700,200,100,12900,13000,12500,12400,3.05,0.65,2.65,1.00,4.05,8.10,75,21,1575,15:25,eod,0.05,0.05,0.05,0.05,0.00,6378.75,9660.00,-3281.25,-512062.50,
2020-11-19,TRADED,,2020-11-19,12889.70,12900,200,100,13100,13200,12700,12600,0.40,0.20,1.60,0.70,1.10,2.20,75,21,1575,14:28,sl,0.10,0.10,4.05,0.70,3.35,-3543.75,9660.00,-13203.75,-525266.25,
2020-11-26,TRADED,,2020-11-26,12877.00,12900,200,100,13100,13200,12700,12600,1.50,0.50,5.55,1.15,5.40,10.80,75,21,1575,15:25,eod,0.05,0.05,0.05,0.10,-0.05,8583.75,9660.00,-1076.25,-526342.50,
2020-12-03,TRADED,,2020-12-03,13173.60,13150,200,100,13350,13450,12950,12850,0.75,0.35,3.70,1.30,2.80,5.60,75,21,1575,15:25,eod,0.05,0.05,0.10,0.05,0.05,4331.25,9660.00,-5328.75,-531671.25,
2020-12-10,TRADED,,2020-12-10,13479.40,13500,200,100,13700,13800,13300,13200,0.65,0.35,4.65,1.80,3.15,6.30,75,20,1500,09:36,sl,0.60,0.30,8.65,2.30,6.65,-5250.00,9200.00,-14450.00,-546121.25,
2020-12-17,TRADED,,2020-12-17,13696.20,13700,200,100,13900,14000,13500,13400,0.40,0.30,4.10,1.45,2.75,5.50,75,20,1500,15:25,eod,0.05,0.05,0.05,0.05,0.00,4125.00,9200.00,-5075.00,-551196.25,
2020-12-24,TRADED,,2020-12-24,13684.20,13700,200,100,13900,14000,13500,13400,0.80,0.40,3.20,1.65,1.95,3.90,75,20,1500,11:15,sl,0.60,0.45,6.45,2.55,4.05,-3150.00,9200.00,-12350.00,-563546.25,
2020-12-31,TRADED,,2020-12-31,13966.90,13950,200,100,14150,14250,13750,13650,1.15,0.50,3.05,1.65,2.05,4.10,75,20,1500,15:25,eod,0.05,0.05,0.05,0.05,0.00,3075.00,9200.00,-6125.00,-569671.25,
2021-01-07,TRADED,,2021-01-07,14234.90,14250,200,100,14450,14550,14050,13950,0.60,0.35,3.90,1.95,2.20,4.40,75,19,1425,10:30,sl,0.50,0.35,6.80,2.45,4.50,-3277.50,8740.00,-12017.50,-581688.75,
2021-01-14,TRADED,,2021-01-14,14542.70,14550,200,100,14750,14850,14350,14250,1.00,0.45,3.70,1.75,2.50,5.00,75,19,1425,09:49,sl,0.90,0.55,8.10,2.50,5.95,-4916.25,8740.00,-13656.25,-595345.00,
2021-01-21,TRADED,,2021-01-21,14725.50,14750,200,100,14950,15050,14550,14450,0.40,0.35,2.60,1.35,1.30,2.60,75,19,1425,15:06,sl,0.10,0.10,8.85,1.45,7.40,-8692.50,8740.00,-17432.50,-612777.50,
2021-01-28,TRADED,,2021-01-28,13833.00,13850,200,100,14050,14150,13650,13550,4.65,1.65,12.20,5.25,9.95,19.90,75,20,1500,15:25,eod,0.10,0.05,0.05,0.05,0.05,14850.00,9200.00,5650.00,-607127.50,
2021-02-04,TRADED,,2021-02-04,14770.20,14750,200,100,14950,15050,14550,14450,3.65,1.20,10.10,4.80,7.75,15.50,75,19,1425,15:25,eod,0.05,0.05,0.10,0.10,0.00,11043.75,8740.00,2303.75,-604823.75,
2021-02-11,TRADED,,2021-02-11,15092.60,15100,200,100,15300,15400,14900,14800,1.80,0.70,11.25,4.40,7.95,15.90,75,18,1350,15:25,eod,0.05,0.05,0.05,0.05,0.00,10732.50,8280.00,2452.50,-602371.25,
2021-02-18,TRADED,,2021-02-18,15227.10,15250,200,100,15450,15550,15050,14950,1.45,0.75,7.55,2.25,6.00,12.00,75,18,1350,12:24,sl,0.85,0.75,15.55,2.55,13.10,-9585.00,8280.00,-17865.00,-620236.25,
2021-02-25,TRADED,,2021-02-25,15146.10,15150,200,100,15350,15450,14950,14850,3.30,1.20,7.95,4.25,5.80,11.60,75,18,1350,15:25,eod,0.05,0.05,0.05,0.10,-0.05,7897.50,8280.00,-382.50,-620618.75,
2021-03-04,TRADED,,2021-03-04,15062.20,15050,200,100,15250,15350,14850,14750,5.85,2.20,13.40,10.00,7.05,14.10,75,18,1350,09:47,sl,3.20,1.80,25.60,12.80,14.20,-9652.50,8280.00,-17932.50,-638551.25,
2021-03-10,TRADED,,2021-03-10,15194.50,15200,200,100,15400,15500,15000,14900,1.70,0.85,6.15,2.90,4.10,8.20,75,18,1350,12:18,sl,1.10,0.85,11.00,3.00,8.25,-5602.50,8280.00,-13882.50,-652433.75,
2021-03-18,SKIPPED,missing_entry_candle,2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,-652433.75,One or more legs missing open at 2021-03-18T09:20:00+05:30
2021-03-25,TRADED,,2021-03-25,14481.40,14500,200,100,14700,14800,14300,14200,5.75,2.45,13.25,5.45,11.10,22.20,75,19,1425,12:00,sl,1.60,1.10,35.85,12.15,24.20,-18667.50,8740.00,-27407.50,-679841.25,
2021-04-01,TRADED,,2021-04-01,14808.80,14800,200,100,15000,15100,14600,14500,5.60,1.80,7.40,3.85,7.35,14.70,75,19,1425,15:25,eod,0.05,0.05,0.05,0.05,0.00,10473.75,8740.00,1733.75,-678107.50,
2021-04-08,TRADED,,2021-04-08,14928.80,14950,200,100,15150,15250,14750,14650,1.75,0.85,8.30,4.30,4.90,9.80,75,19,1425,15:25,eod,0.05,0.05,0.05,0.05,0.00,6982.50,8740.00,-1757.50,-679865.00,
2021-04-15,TRADED,,2021-04-15,14544.00,14550,200,100,14750,14850,14350,14250,4.00,1.40,11.30,5.85,8.05,16.10,75,19,1425,09:52,sl,2.00,1.30,29.20,13.65,16.25,-11685.00,8740.00,-20425.00,-700290.00,
2021-04-22,TRADED,,2021-04-22,14163.30,14150,200,100,14350,14450,13950,13850,5.75,2.25,12.20,4.55,11.15,22.30,75,20,1500,11:43,sl,26.70,5.10,3.10,1.55,23.15,-18000.00,9200.00,-27200.00,-727490.00,
2021-04-29,TRADED,,2021-04-29,15033.00,15050,200,100,15250,15350,14850,14750,3.15,1.25,9.90,5.10,6.70,13.40,75,19,1425,09:55,sl,1.45,0.95,30.45,13.15,17.80,-15817.50,8740.00,-24557.50,-752047.50,
2021-05-06,TRADED,,2021-05-06,14646.70,14650,200,100,14850,14950,14450,14350,2.30,1.00,8.95,3.60,6.65,13.30,75,19,1425,15:25,eod,0.05,0.05,0.10,0.05,0.05,9405.00,8740.00,665.00,-751382.50,
2021-05-12,TRADED,,2021-05-12,14798.40,14800,200,100,15000,15100,14600,14500,2.55,0.75,3.95,1.35,4.40,8.80,75,19,1425,15:25,eod,0.05,0.05,0.05,0.05,0.00,6270.00,8740.00,-2470.00,-753852.50,
2021-05-20,TRADED,,2021-05-20,15053.50,15050,200,100,15250,15350,14850,14750,1.35,0.95,3.75,1.95,2.20,4.40,75,18,1350,09:29,sl,1.30,0.90,7.00,2.80,4.60,-3240.00,8280.00,-11520.00,-765372.50,
2021-05-27,TRADED,,2021-05-27,15300.40,15300,200,100,15500,15600,15100,15000,1.60,0.75,4.90,2.60,3.15,6.30,75,18,1350,15:25,eod,0.15,0.05,0.05,0.05,0.10,4117.50,8280.00,-4162.50,-769535.00,
2021-06-03,TRADED,,2021-06-03,15659.30,15650,200,100,15850,15950,15450,15350,1.50,1.05,3.70,2.10,2.05,4.10,75,18,1350,15:25,eod,0.05,0.05,0.05,0.05,0.00,2767.50,8280.00,-5512.50,-775047.50,
2021-06-10,TRADED,,2021-06-10,15688.40,15700,200,100,15900,16000,15500,15400,1.45,1.05,4.20,2.25,2.35,4.70,75,18,1350,15:25,eod,0.05,0.05,0.05,0.05,0.00,3172.50,8280.00,-5107.50,-780155.00,
2021-06-17,TRADED,,2021-06-17,15683.30,15700,200,100,15900,16000,15500,15400,2.90,1.75,5.05,2.75,3.45,6.90,75,18,1350,15:25,eod,0.05,0.05,0.10,0.05,0.05,4590.00,8280.00,-3690.00,-783845.00,
2021-06-24,TRADED,,2021-06-24,15731.50,15750,200,100,15950,16050,15550,15450,1.95,1.35,6.35,1.95,5.00,10.00,75,18,1350,15:25,eod,0.05,0.05,0.10,0.10,0.00,6750.00,8280.00,-1530.00,-785375.00,
2021-07-01,TRADED,,2021-07-01,15724.20,15700,200,100,15900,16000,15500,15400,2.20,1.25,1.30,0.85,1.40,2.80,75,18,1350,15:25,eod,0.05,0.05,0.05,0.05,0.00,1890.00,8280.00,-6390.00,-791765.00,
2021-07-08,TRADED,,2021-07-08,15870.70,15850,200,100,16050,16150,15650,15550,1.10,0.75,2.40,1.60,1.15,2.30,75,18,1350,13:15,sl,1.45,1.30,3.80,1.50,2.45,-1755.00,8280.00,-10035.00,-801800.00,
2021-07-15,TRADED,,2021-07-15,15877.20,15900,200,100,16100,16200,15700,15600,0.85,0.75,4.00,1.95,2.15,4.30,75,18,1350,15:25,eod,0.05,0.05,0.05,0.05,0.00,2902.50,8280.00,-5377.50,-807177.50,
2021-07-22,TRADED,,2021-07-22,15753.00,15750,200,100,15950,16050,15550,15450,1.85,1.40,2.25,1.45,1.25,2.50,75,18,1350,15:25,eod,0.05,0.10,0.05,0.05,-0.05,1755.00,8280.00,-6525.00,-813702.50,
2021-07-29,TRADED,,2021-07-29,15772.60,15750,200,100,15950,16050,15550,15450,1.45,1.05,2.40,1.70,1.10,2.20,75,18,1350,09:32,sl,1.45,1.00,3.80,2.00,2.25,-1552.50,8280.00,-9832.50,-823535.00,
2021-08-05,TRADED,,2021-08-05,16267.50,16250,200,100,16450,16550,16050,15950,1.25,0.95,3.70,2.85,1.15,2.30,75,17,1275,15:25,eod,0.05,0.05,0.10,0.10,0.00,1466.25,7820.00,-6353.75,-829888.75,
2021-08-12,TRADED,,2021-08-12,16323.80,16300,200,100,16500,16600,16100,16000,1.30,0.85,2.90,2.20,1.15,2.30,75,17,1275,15:25,eod,0.05,0.05,0.20,0.15,0.05,1402.50,7820.00,-6417.50,-836306.25,
2021-08-18,TRADED,,2021-08-18,16675.10,16700,200,100,16900,17000,16500,16400,1.25,0.95,4.85,3.00,2.15,4.30,75,17,1275,13:06,sl,1.15,0.95,6.70,1.90,5.00,-3633.75,7820.00,-11453.75,-847760.00,
2021-08-26,TRADED,,2021-08-26,16619.80,16600,200,100,16800,16900,16400,16300,1.30,1.00,2.00,1.30,1.00,2.00,75,17,1275,15:25,eod,0.05,0.05,0.05,0.05,0.00,1275.00,7820.00,-6545.00,-854305.00,
2021-09-02,TRADED,,2021-09-02,17111.80,17100,200,100,17300,17400,16900,16800,2.70,1.70,4.10,2.10,3.00,6.00,75,16,1200,15:25,eod,0.05,0.05,0.10,0.05,0.05,3540.00,7360.00,-3820.00,-858125.00,
2021-09-09,TRADED,,2021-09-09,17345.10,17350,200,100,17550,17650,17150,17050,1.45,1.10,3.45,1.90,1.90,3.80,75,16,1200,15:25,eod,0.05,0.05,0.10,0.05,0.05,2220.00,7360.00,-5140.00,-863265.00,
2021-09-16,TRADED,,2021-09-16,17567.80,17550,200,100,17750,17850,17350,17250,1.35,0.95,2.70,1.80,1.30,2.60,75,16,1200,15:25,eod,0.05,0.05,0.05,0.05,0.00,1560.00,7360.00,-5800.00,-869065.00,
2021-09-23,TRADED,,2021-09-23,17656.50,17650,200,100,17850,17950,17450,17350,2.25,1.55,4.10,2.50,2.30,4.60,75,16,1200,15:25,eod,0.10,0.05,0.10,0.05,0.10,2640.00,7360.00,-4720.00,-873785.00,
2021-09-30,TRADED,,2021-09-30,17689.20,17700,200,100,17900,18000,17500,17400,4.75,2.45,7.80,2.85,7.25,14.50,75,16,1200,15:25,eod,0.05,0.05,0.20,0.05,0.15,8520.00,7360.00,1160.00,-872625.00,
2021-10-07,TRADED,,2021-10-07,17790.90,17800,200,100,18000,18100,17600,17500,2.70,1.40,4.60,2.80,3.10,6.20,50,24,1200,15:25,eod,0.05,0.05,0.05,0.05,0.00,3720.00,8640.00,-4920.00,-877545.00,
2021-10-14,TRADED,,2021-10-14,18284.60,18300,200,100,18500,18600,18100,18000,1.20,0.90,5.40,3.15,2.55,5.10,50,24,1200,15:25,eod,0.05,0.05,0.10,0.05,0.05,3000.00,8640.00,-5640.00,-883185.00,
2021-10-21,TRADED,,2021-10-21,18339.50,18350,200,100,18550,18650,18150,18050,3.10,1.95,6.80,2.70,5.25,10.50,50,23,1150,09:32,sl,2.45,1.75,17.95,6.85,11.80,-7532.50,8280.00,-15812.50,-898997.50,
2021-10-28,TRADED,,2021-10-28,18141.70,18150,200,100,18350,18450,17950,17850,5.25,3.00,9.80,3.10,8.95,17.90,50,24,1200,12:27,sl,2.65,2.10,27.35,6.60,21.30,-14820.00,8640.00,-23460.00,-922457.50,
2021-11-03,TRADED,,2021-11-03,17968.70,17950,200,100,18150,18250,17750,17650,4.15,2.20,7.20,3.30,5.85,11.70,50,24,1200,13:13,sl,2.20,1.80,15.10,3.40,12.10,-7500.00,8640.00,-16140.00,-938597.50,
2021-11-11,TRADED,,2021-11-11,17951.60,17950,200,100,18150,18250,17750,17650,4.05,1.80,5.25,1.85,5.65,11.30,50,24,1200,10:27,sl,3.35,2.45,14.10,3.55,11.45,-6960.00,8640.00,-15600.00,-954197.50,
2021-11-18,TRADED,,2021-11-18,17934.90,17950,200,100,18150,18250,17750,17650,3.70,2.25,7.00,2.60,5.85,11.70,50,24,1200,09:33,sl,2.35,1.75,15.00,3.55,12.05,-7440.00,8640.00,-16080.00,-970277.50,
2021-11-25,TRADED,,2021-11-25,17440.80,17450,200,100,17650,17750,17250,17150,2.60,1.80,13.55,6.25,8.10,16.20,50,25,1250,15:25,eod,0.05,0.05,0.05,0.05,0.00,10125.00,9000.00,1125.00,-969152.50,
2021-12-02,TRADED,,2021-12-02,17226.30,17250,200,100,17450,17550,17050,16950,2.50,1.50,20.00,9.90,11.10,22.20,50,25,1250,15:25,eod,0.05,0.05,0.05,0.05,0.00,13875.00,9000.00,4875.00,-964277.50,
2021-12-09,TRADED,,2021-12-09,17505.70,17500,200,100,17700,17800,17300,17200,2.90,0.95,5.65,3.15,4.45,8.90,50,24,1200,09:25,sl,1.70,0.90,17.05,7.00,10.85,-7680.00,8640.00,-16320.00,-980597.50,
2021-12-16,TRADED,,2021-12-16,17344.00,17350,200,100,17550,17650,17150,17050,4.05,1.95,7.60,3.15,6.55,13.10,50,25,1250,10:06,sl,1.85,1.50,18.95,5.60,13.70,-8937.50,9000.00,-17937.50,-998535.00,
2021-12-23,TRADED,,2021-12-23,17036.90,17050,200,100,17250,17350,16850,16750,2.35,1.25,7.10,3.65,4.55,9.10,50,25,1250,15:25,eod,0.05,0.05,0.05,0.05,0.00,5687.50,9000.00,-3312.50,-1001847.50,
2021-12-30,TRADED,,2021-12-30,17205.00,17200,200,100,17400,17500,17000,16900,1.60,1.10,5.45,1.90,4.05,8.10,50,25,1250,15:25,eod,0.05,0.05,0.05,0.05,0.00,5062.50,9000.00,-3937.50,-1005785.00,
2022-01-06,TRADED,,2022-01-06,17747.00,17750,200,100,17950,18050,17550,17450,2.70,1.65,7.85,4.35,4.55,9.10,50,24,1200,09:35,sl,2.25,1.40,12.35,3.85,9.35,-5760.00,8640.00,-14400.00,-1020185.00,
2022-01-13,TRADED,,2022-01-13,18238.80,18250,200,100,18450,18550,18050,17950,1.00,0.70,5.05,2.25,3.10,6.20,50,24,1200,15:25,eod,0.05,0.05,0.05,0.05,0.00,3720.00,8640.00,-4920.00,-1025105.00,
2022-01-20,TRADED,,2022-01-20,17913.10,17900,200,100,18100,18200,17700,17600,3.15,1.45,2.70,1.05,3.35,6.70,50,24,1200,11:27,sl,1.90,1.35,8.45,1.20,7.80,-5340.00,8640.00,-13980.00,-1039085.00,
2022-01-27,TRADED,,2022-01-27,16985.30,17000,200,100,17200,17300,16800,16700,13.55,4.30,41.75,23.05,27.95,55.90,50,25,1250,15:25,eod,0.05,0.05,0.10,0.10,0.00,34937.50,9000.00,25937.50,-1013147.50,
2022-02-03,TRADED,,2022-02-03,17750.70,17750,200,100,17950,18050,17550,17450,2.90,1.20,4.40,2.10,4.00,8.00,50,24,1200,11:46,sl,1.10,0.80,10.90,2.60,8.60,-5520.00,8640.00,-14160.00,-1027307.50,
2022-02-10,TRADED,,2022-02-10,17501.20,17500,200,100,17700,17800,17300,17200,3.45,1.20,5.70,2.55,5.40,10.80,50,24,1200,15:25,eod,0.05,0.05,0.05,0.10,-0.05,6540.00,8640.00,-2100.00,-1029407.50,
2022-02-17,TRADED,,2022-02-17,17422.10,17400,200,100,17600,17700,17200,17100,3.95,1.45,8.80,4.80,6.50,13.00,50,25,1250,09:30,sl,2.90,1.35,24.95,12.85,13.65,-8937.50,9000.00,-17937.50,-1047345.00,
2022-02-24,TRADED,,2022-02-24,16674.00,16650,200,100,16850,16950,16450,16350,30.15,11.05,47.00,30.20,35.90,71.80,50,26,1300,14:54,sl,0.25,0.20,94.10,21.10,73.05,-48295.00,9360.00,-57655.00,-1105000.00,
2022-03-03,TRADED,,2022-03-03,16723.30,16700,200,100,16900,17000,16500,16400,11.30,4.00,19.40,10.70,16.00,32.00,50,26,1300,13:21,sl,0.85,0.80,53.95,19.55,34.45,-23985.00,9360.00,-33345.00,-1138345.00,
2022-03-10,TRADED,,2022-03-10,16679.10,16700,200,100,16900,17000,16500,16400,12.80,6.70,21.25,8.90,18.45,36.90,50,26,1300,14:03,sl,0.85,0.65,65.85,23.35,42.70,-31525.00,9360.00,-40885.00,-1179230.00,
2022-03-17,TRADED,,2022-03-17,17219.10,17200,200,100,17400,17500,17000,16900,8.40,2.40,14.20,7.10,13.10,26.20,50,25,1250,15:25,eod,0.05,0.05,0.05,0.05,0.00,16375.00,9000.00,7375.00,-1171855.00,
2022-03-24,TRADED,,2022-03-24,17156.90,17150,200,100,17350,17450,16950,16850,8.85,3.60,12.00,4.60,12.65,25.30,50,25,1250,15:25,eod,0.10,0.05,0.05,0.05,0.05,15750.00,9000.00,6750.00,-1165105.00,
2022-03-31,TRADED,,2022-03-31,17533.80,17550,200,100,17750,17850,17350,17250,1.35,1.00,8.70,3.55,5.50,11.00,50,24,1200,15:25,eod,0.05,0.05,0.05,0.05,0.00,6600.00,8640.00,-2040.00,-1167145.00,
2022-04-07,TRADED,,2022-04-07,17736.40,17750,200,100,17950,18050,17550,17450,2.70,1.45,3.80,1.60,3.45,6.90,50,24,1200,15:25,eod,0.10,0.10,0.05,0.05,0.00,4140.00,8640.00,-4500.00,-1171645.00,
2022-04-13,TRADED,,2022-04-13,17622.90,17600,200,100,17800,17900,17400,17300,1.85,1.15,2.35,1.20,1.85,3.70,50,24,1200,10:26,sl,1.90,1.30,5.40,1.70,4.30,-2940.00,8640.00,-11580.00,-1183225.00,
2022-04-21,TRADED,,2022-04-21,17245.90,17250,200,100,17450,17550,17050,16950,1.55,1.05,5.90,2.95,3.45,6.90,50,25,1250,15:25,eod,0.05,0.05,0.05,0.05,0.00,4312.50,9000.00,-4687.50,-1187912.50,
2022-04-28,TRADED,,2022-04-28,17121.30,17100,200,100,17300,17400,16900,16800,5.55,1.50,4.25,1.85,6.45,12.90,50,25,1250,14:02,sl,15.50,0.85,0.95,0.80,14.80,-10437.50,9000.00,-19437.50,-1207350.00,
2022-05-05,TRADED,,2022-05-05,16824.10,16800,200,100,17000,17100,16600,16500,10.20,3.70,7.65,4.25,9.90,19.80,50,25,1250,10:15,sl,26.60,7.30,3.20,2.20,20.30,-13000.00,9000.00,-22000.00,-1229350.00,
2022-05-12,TRADED,,2022-05-12,15961.30,15950,200,100,16150,16250,15750,15650,12.15,4.15,10.65,3.10,15.55,31.10,50,27,1350,15:25,eod,0.05,0.05,0.05,0.05,0.00,20992.50,9720.00,11272.50,-1218077.50,
2022-05-19,TRADED,,2022-05-19,15925.00,15950,200,100,16150,16250,15750,15650,5.35,2.55,25.60,13.00,15.40,30.80,50,27,1350,15:25,eod,0.05,0.05,0.05,0.05,0.00,20790.00,9720.00,11070.00,-1207007.50,
