entry_date,status,skip_reason,expiry_date,spot_entry,atm,short_dist,wing_width,short_ce,long_ce,short_pe,long_pe,short_ce_entry,long_ce_entry,short_pe_entry,long_pe_entry,entry_credit,sl_trigger,lot_size,condors,units,exit_time,exit_reason,short_ce_exit,long_ce_exit,short_pe_exit,long_pe_exit,liq_cost_exit,gross_pnl,brokerage,net_pnl,cum_pnl,remarks
2025-09-09,TRADED,,2025-09-09,24851.85,24850,200,100,25050,25150,24650,24550,4.65,1.85,6.00,3.05,5.75,11.50,75,12,900,15:25,eod,0.05,0.05,0.10,0.05,0.05,5130.00,5520.00,-390.00,-2179588.75,
2025-09-16,TRADED,,2025-09-16,25107.25,25100,200,100,25300,25400,24900,24800,2.85,1.30,4.00,2.15,3.40,6.80,75,12,900,10:01,sl,8.35,2.30,3.10,2.15,7.00,-3240.00,5520.00,-8760.00,-2188348.75,
2025-09-23,TRADED,,2025-09-23,25224.95,25200,200,100,25400,25500,25000,24900,6.05,2.65,2.75,1.45,4.70,9.40,75,12,900,15:25,eod,0.05,0.10,0.05,0.05,-0.05,4275.00,5520.00,-1245.00,-2189593.75,
2025-09-30,TRADED,,2025-09-30,24712.55,24700,200,100,24900,25000,24500,24400,8.55,3.70,5.80,2.80,7.85,15.70,75,12,900,15:25,eod,0.10,0.10,0.05,0.10,-0.05,7110.00,5520.00,1590.00,-2188003.75,
2025-10-07,TRADED,,2025-10-07,25083.70,25100,200,100,25300,25400,24900,24800,4.10,1.70,7.25,3.55,6.10,12.20,75,12,900,15:25,eod,0.05,0.05,0.10,0.05,0.05,5445.00,5520.00,-75.00,-2188078.75,
2025-10-14,TRADED,,2025-10-14,25290.75,25300,200,100,25500,25600,25100,25000,5.00,2.05,6.95,3.45,6.45,12.90,75,11,825,10:02,sl,3.15,2.15,26.45,10.60,16.85,-8580.00,5060.00,-13640.00,-2201718.75,
2025-10-20,TRADED,,2025-10-20,25903.25,25900,200,100,26100,26200,25700,25600,9.05,4.00,7.50,4.50,8.05,16.10,75,11,825,09:46,sl,5.00,2.40,28.60,12.75,18.45,-8580.00,5060.00,-13640.00,-2215358.75,
2025-10-28,TRADED,,2025-10-28,25968.05,25950,200,100,26150,26250,25750,25650,17.05,6.80,10.40,5.20,15.45,30.90,75,11,825,15:25,eod,0.15,0.05,0.10,0.10,0.10,12663.75,5060.00,7603.75,-2207755.00,
2025-11-04,TRADED,,2025-11-04,25754.60,25750,200,100,25950,26050,25550,25450,10.05,4.20,7.35,2.90,10.30,20.60,75,11,825,15:25,eod,0.10,0.05,0.05,0.05,0.05,8456.25,5060.00,3396.25,-2204358.75,
2025-11-11,TRADED,,2025-11-11,25544.65,25550,200,100,25750,25850,25350,25250,7.40,2.65,7.30,2.90,9.15,18.30,75,11,825,15:25,eod,0.05,0.05,0.05,0.05,0.00,7548.75,5060.00,2488.75,-2201870.00,
2025-11-18,TRADED,,2025-11-18,25946.10,25950,200,100,26150,26250,25750,25650,7.00,2.55,7.45,2.80,9.10,18.20,75,11,825,15:25,eod,0.05,0.05,0.10,0.05,0.05,7466.25,5060.00,2406.25,-2199463.75,
2025-11-25,TRADED,,2025-11-25,25963.75,25950,200,100,26150,26250,25750,25650,9.45,3.95,4.80,2.10,8.20,16.40,75,11,825,15:25,eod,0.05,0.05,0.05,0.05,0.00,6765.00,5060.00,1705.00,-2197758.75,
2025-12-02,TRADED,,2025-12-02,26141.55,26150,200,100,26350,26450,25950,25850,5.15,2.05,5.55,2.05,6.60,13.20,75,11,825,15:25,eod,0.10,0.05,0.05,0.05,0.05,5403.75,5060.00,343.75,-2197415.00,
2025-12-09,TRADED,,2025-12-09,25819.60,25800,200,100,26000,26100,25600,25500,11.10,5.10,4.10,2.05,8.05,16.10,75,11,825,15:25,eod,0.05,0.05,0.05,0.05,0.00,6641.25,5060.00,1581.25,-2195833.75,
2025-12-16,TRADED,,2025-12-16,25938.35,25950,200,100,26150,26250,25750,25650,4.15,1.75,5.75,2.45,5.70,11.40,75,11,825,15:25,eod,0.05,0.05,0.05,0.05,0.00,4702.50,5060.00,-357.50,-2196191.25,
2025-12-23,TRADED,,2025-12-23,26166.65,26150,200,100,26350,26450,25950,25850,3.55,1.65,4.30,2.35,3.85,7.70,75,11,825,15:25,eod,0.05,0.05,0.05,0.05,0.00,3176.25,5060.00,-1883.75,-2198075.00,
2025-12-30,TRADED,,2025-12-30,25908.65,25900,200,100,26100,26200,25700,25600,4.00,2.15,1.85,1.14,2.56,5.12,75,11,825,15:25,eod,0.05,0.05,0.05,0.05,0.00,2112.00,5060.00,-2948.00,-2201023.00,
2026-01-06,TRADED,,2026-01-06,26194.95,26200,200,100,26400,26500,26000,25900,3.25,1.70,3.35,1.65,3.25,6.50,65,13,845,15:25,eod,0.05,0.05,0.05,0.05,0.00,2746.25,5460.00,-2713.75,-2203736.75,
2026-01-13,TRADED,,2026-01-13,25845.75,25850,200,100,26050,26150,25650,25550,7.45,3.35,10.65,4.90,9.85,19.70,65,13,845,09:32,sl,5.15,3.05,33.70,13.55,22.25,-10478.00,5460.00,-15938.00,-2219674.75,
2026-01-20,TRADED,,2026-01-20,25559.30,25550,200,100,25750,25850,25350,25250,7.70,3.20,5.40,2.15,7.75,15.50,65,13,845,09:53,sl,4.70,2.95,19.30,5.35,15.70,-6717.75,5460.00,-12177.75,-2231852.50,
2026-01-27,TRADED,,2026-01-27,25007.50,25000,200,100,25200,25300,24800,24700,38.30,19.55,26.90,12.95,32.70,65.40,65,13,845,15:25,eod,0.15,0.10,0.05,0.05,0.05,27589.25,5460.00,22129.25,-2209723.25,
2026-02-03,TRADED,,2026-02-03,25811.10,25800,200,100,26000,26100,25600,25500,90.40,69.85,59.50,35.60,44.45,88.90,65,13,845,15:25,eod,0.10,0.05,0.05,0.10,0.00,37560.25,5460.00,32100.25,-2177623.00,
2026-02-10,TRADED,,2026-02-10,25918.10,25900,200,100,26100,26200,25700,25600,6.15,2.60,6.25,3.75,6.05,12.10,65,13,845,15:25,eod,0.05,0.05,0.05,0.05,0.00,5112.25,5460.00,-347.75,-2177970.75,
2026-02-17,TRADED,,2026-02-17,25610.45,25600,200,100,25800,25900,25400,25300,6.25,3.20,6.35,3.10,6.30,12.60,65,13,845,10:26,sl,21.75,7.85,3.40,2.55,14.75,-7140.25,5460.00,-12600.25,-2190571.00,
2026-02-24,TRADED,,2026-02-24,25571.25,25550,200,100,25750,25850,25350,25250,13.95,5.85,10.30,5.00,13.40,26.80,65,13,845,13:31,sl,1.50,1.30,36.55,7.55,29.20,-13351.00,5460.00,-18811.00,-2209382.00,
2026-03-02,TRADED,,2026-03-02,24893.10,24900,200,100,25100,25200,24700,24600,26.65,12.20,53.50,36.05,31.90,63.80,65,14,910,13:55,sl,1.25,1.10,110.65,45.75,65.05,-30166.50,5880.00,-36046.50,-2245428.50,
2026-03-10,TRADED,,2026-03-10,24150.70,24150,200,100,24350,24450,23950,23850,27.05,13.25,29.25,15.95,27.10,54.20,65,14,910,15:25,eod,0.10,0.05,0.10,0.05,0.10,24570.00,5880.00,18690.00,-2226738.50,
2026-03-17,TRADED,,2026-03-17,23393.20,23400,200,100,23600,23700,23200,23100,16.55,7.45,23.95,11.80,21.25,42.50,65,14,910,14:58,sl,48.55,2.15,0.35,0.25,46.50,-22977.50,5880.00,-28857.50,-2255596.00,
2026-03-24,TRADED,,2026-03-24,22789.80,22800,200,100,23000,23100,22600,22500,39.10,20.75,45.05,25.25,38.15,76.30,65,15,975,15:25,eod,0.10,0.05,0.05,0.05,0.05,37147.50,6300.00,30847.50,-2224748.50,
2026-04-28,TRADED,,2026-04-28,24094.75,24100,200,100,24300,24400,23900,23800,7.20,3.00,8.90,3.40,9.70,19.40,65,14,910,15:25,eod,0.10,0.10,0.05,0.05,0.00,8827.00,5880.00,2947.00,-2221801.50,
2026-05-05,SKIPPED,missing_entry_candle,2026-05-05,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,-2221801.50,One or more legs missing open at 2026-05-05T09:20:00+05:30
2026-05-12,SKIPPED,missing_entry_candle,2026-05-12,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,-2221801.50,One or more legs missing open at 2026-05-12T09:20:00+05:30
2026-05-19,TRADED,,2026-05-19,23736.45,23750,200,100,23950,24050,23550,23450,8.40,2.75,18.45,8.65,15.45,30.90,65,14,910,15:25,eod,0.05,0.05,0.10,0.05,0.05,14014.00,5880.00,8134.00,-2213667.50,
2026-05-26,TRADED,,2026-05-26,24011.55,24000,200,100,24200,24300,23800,23700,8.70,2.95,5.90,2.45,9.20,18.40,65,14,910,15:25,eod,0.05,0.05,0.05,0.05,0.00,8372.00,5880.00,2492.00,-2211175.50,
2026-06-02,TRADED,,2026-06-02,23285.65,23300,200,100,23500,23600,23100,23000,9.20,4.35,8.90,3.35,10.40,20.80,65,14,910,12:50,sl,29.35,8.75,1.05,0.75,20.90,-9555.00,5880.00,-15435.00,-2226610.50,
2026-06-09,SKIPPED,missing_entry_candle,2026-06-09,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,-2226610.50,One or more legs missing open at 2026-06-09T09:20:00+05:30
2026-06-16,TRADED,,2026-06-16,23932.80,23950,200,100,24150,24250,23750,23650,4.75,1.75,7.30,2.70,7.60,15.20,65,14,910,15:25,eod,0.05,0.05,0.05,0.05,0.00,6916.00,5880.00,1036.00,-2225574.50,
2026-06-23,SKIPPED,no_spot_data_for_expiry,2026-06-23,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2026-06-23 not in spot data
2026-06-30,SKIPPED,no_spot_data_for_expiry,2026-06-30,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2026-06-30 not in spot data
2026-07-07,SKIPPED,no_spot_data_for_expiry,2026-07-07,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2026-07-07 not in spot data
2026-07-14,SKIPPED,no_spot_data_for_expiry,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2026-07-14 not in spot data
2026-07-28,SKIPPED,no_spot_data_for_expiry,2026-07-28,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2026-07-28 not in spot data
2026-08-25,SKIPPED,no_spot_data_for_expiry,2026-08-25,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2026-08-25 not in spot data
2026-09-29,SKIPPED,no_spot_data_for_expiry,2026-09-29,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2026-09-29 not in spot data
2026-12-29,SKIPPED,no_spot_data_for_expiry,2026-12-29,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2026-12-29 not in spot data
2027-03-30,SKIPPED,no_spot_data_for_expiry,2027-03-30,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2027-03-30 not in spot data
2027-06-29,SKIPPED,no_spot_data_for_expiry,2027-06-29,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2027-06-29 not in spot data
2027-12-28,SKIPPED,no_spot_data_for_expiry,2027-12-28,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2027-12-28 not in spot data
2028-06-27,SKIPPED,no_spot_data_for_expiry,2028-06-27,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2028-06-27 not in spot data
2028-12-26,SKIPPED,no_spot_data_for_expiry,2028-12-26,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2028-12-26 not in spot data
2029-06-26,SKIPPED,no_spot_data_for_expiry,2029-06-26,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2029-06-26 not in spot data
2029-12-24,SKIPPED,no_spot_data_for_expiry,2029-12-24,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2029-12-24 not in spot data
2030-12-31,SKIPPED,no_spot_data_for_expiry,2030-12-31,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,Expiry 2030-12-31 not in spot data
